Date,Location,Raw,Speakers,Description,Issue date
September 28,Hyde Park,"Hyde Park. M.F.W.S. Mr. W. Cullen, Mr. John Quinn ... 3.30 p.m.","['Mr. W. Cullen', 'Mr. John Quinn']",,"September 26, 1913"
September 28,Hyde Park,"Hyde Park. M.P.U. Miss Joan Dugdale, Mr. A. MacKinlay ... 4 p.m.","['Miss Joan Dugdale', 'Mr. A. MacKinlay']",,"September 26, 1913"
September 28,"Hyde Park, W. Hammersmith Bridge","Hyde Park, W. Hammersmith Bridge. M.P.U. Mr. F. Richards, Mrs. E. Duval ... 6.30 p.m.","['Mr. F. Richards', 'Mrs. E. Duval']",,"September 26, 1913"
September 28,"Hampstead Heath, Flagstaff","Hampstead Heath, Flagstaff. Mrs. Bouvier ... 11.30 a.m.",['Mrs. Bouvier'],,"September 26, 1913"
September 28,Regent's Park,"Regent's Park, M.P.U. Mrs. Ward Brown, Mr. H. J. Gillespie ... 3 p.m.","['Mrs. Ward Brown', 'Mr. H. J. Gillespie']",,"September 26, 1913"
September 28,Streatham Common,Streatham Common. Miss Leonora Tyson ... 3 p.m.,['Miss Leonora Tyson'],,"September 26, 1913"
September 28,Victoria Park,Victoria Park. Miss Emma Wylie ... 3.30 p.m.,['Miss Emma Wylie'],,"September 26, 1913"
September 28,Whitechapel Church,"Whitechapel Church. M.F.W.S. Mr. J. Quinn, Mr. W. Cullen ... 8 p.m.","['Mr. J. Quinn', 'Mr. W. Cullen']",,"September 26, 1913"
September 28,Wimbledon Common,Wimbledon Common. Miss Gilliatt ... 12 noon,['Miss Gilliatt'],,"September 26, 1913"
September 28,"Birmingham, Ladypool Road Adult School","Birmingham, Ladypool Road Adult School. Miss Dale ... 6.15 p.m.",['Miss Dale'],,"September 26, 1913"
September 28,"Manchester, Stevenson Square","Manchester, Stevenson Square. Miss P. Woodlock ... 5 p.m.",['Miss P. Woodlock'],,"September 26, 1913"
September 29,"Bow, The Obelisk","Bow, The Obelisk. M.P.U. Mr. W. Cullen, Mr. Allan Clark ... 8 p.m.","['Mr. W. Cullen', 'Mr. Allan Clark']",,"September 26, 1913"
September 29,"Bow, Obelisk","Bow, Obelisk. Miss Gilliatt ... 8 p.m.",['Miss Gilliatt'],,"September 26, 1913"
September 29,"Bow, 321, Ford Road","Bow, 321, Ford Road. Women's Meeting ... 3 p.m.",,Women's Meeting,"September 26, 1913"
September 29,"Bow, Out and Out Mission Hall, Tredegar Road","Bow, Out and Out Mission Hall, Tredegar Road. Speakers' Class ... 8 p.m.",,Speakers' Class,"September 26, 1913"
September 29,"Chelsea, 308, King's Road","Chelsea, 308, King's Road, Women's Meeting. Mrs. Thomas ... 8 p.m.",['Mrs. Thomas'],,"September 26, 1913"
September 29,"Clapham Common, The Triangle","Clapham Common, The Triangle. M.P.U. Mr. E. Sullivan, Mr. E. Duval ... 8 p.m.","['Mr. E. Sullivan', 'Mr. E. Duval']",,"September 26, 1913"
September 29,Fulham,"Fulham, corner of Munster Road and Fulham Road, M.P.U. Miss Ennis, Mr. E. Mewett ... 8 p.m.","['Miss Ennis', 'Mr. E. Mewett']",,"September 26, 1913"
September 29,"Poplar, Town Hall","Poplar, Town Hall. Welcome Meeting to Miss Hockin ... 8 p.m.",,Welcome Meeting to Miss Hockin,"September 26, 1913"
September 29,"Stratford, The Grove","Stratford, The Grove. M.P.U. Mr. G. W. A. Dean, Mr. Gray ... 8 p.m.","['Mr. G. W. A. Dean', 'Mr. Gray']",,"September 26, 1913"
September 29,"Dundee, Lochee, Bank Street","Dundee, Lochee, Bank Street. Miss Grant. Chair: Miss C. Grant ... 8 p.m.",['Miss Grant'],,"September 26, 1913"
September 29,"Hastings, Metropole Hall","Hastings, Metropole Hall. Mrs. Leigh ... 4-6 p.m.",['Mrs. Leigh'],,"September 26, 1913"
September 29,"Nottingham, Market Place","Nottingham, Market Place ... 6.30 p.m.",,,"September 26, 1913"
September 30,"Battersea, Mossbury Road","Battersea, Mossbury Road. Mrs. Duval ... 8 p.m.",['Mrs. Duval'],,"September 26, 1913"
September 30,"Bow, Out and Out Mission Hall, Tredegar Road","Bow, Out and Out Mission Hall, Tredegar Road ... 8 p.m.",,,"September 26, 1913"
September 30,"Bow, Ford Road","Bow, Ford Road. M.F.W.S. Mr. J. Quinn, Mr. W. Cullen ... 8 p.m.","['Mr. J. Quinn', 'Mr. W. Cullen']",,"September 26, 1913"
September 30,"Chelsea, Vale Avenue","Chelsea, Vale Avenue. ... 8 p.m.",,,"September 26, 1913"
September 30,"Hammersmith, The Grove","Hammersmith, The Grove. M.P.U. Miss M. Sennett, Mr. H. Laski ... 8 p.m.","['Miss M. Sennett', 'Mr. H. Laski']",,"September 26, 1913"
September 30,"Palmer's Green, 6, Stonard Road","Palmer's Green, 6, Stonard Road. Fireside Talks. ... 8 p.m.",,Fireside Talks,"September 26, 1913"
September 30,"Poplar, East India Dock Gates","Poplar, East India Dock Gates. Miss Harbutt ... 7.30 p.m.",['Miss Harbutt'],,"September 26, 1913"
September 30,"Woolwich, Beresford Square","Woolwich, Beresford Square. Miss Kelly ... 8 p.m.",['Miss Kelly'],,"September 26, 1913"
September 30,"Bexhill, Marina","Bexhill, Marina. Mrs. Leigh ... ... 4-6 p.m.",['Mrs. Leigh'],,"September 26, 1913"
September 30,Perth,Perth. Miss Grant ... ... 8 p.m.,['Miss Grant'],,"September 26, 1913"
October 1,"Bow, Roman Road, Danes Place","Bow, Roman Road, Danes Place. M.P.U. Mr. Allan Clark ... 8 p.m.",['Mr. Allan Clark'],,"September 26, 1913"
October 1,"Bow, St. Stephen's Road","Bow, St. Stephen's Road, M.F.W.S. Mr. Clark, Mr. Cullen ... 8.51 p.m.","['Mr. Clark', 'Mr. Cullen']",,"September 26, 1913"
October 1,"East Ham, East Avenue","East Ham, East Avenue. M.P.U. Mr. G. W. A. Dean, Mrs. Ward Brown ... 8 p.m.","['Mr. G. W. A. Dean', 'Mrs. Ward Brown']",,"September 26, 1913"
October 1,"Hampstead, 12, Belsize Square","Hampstead, 12, Belsize Square. Rally and Welcome. Dr. Helen Hanson, Miss M. Thompson, Mrs. Sadd Brown. Hostess: Mrs. G. Gulich ... 8 p.m.","['Dr. Helen Hanson', 'Miss M. Thompson', 'Mrs. Sadd Brown']",,"September 26, 1913"
October 1,Willesden Green Library,Willesden Green Library. Miss Rickards ... 8.15 p.m.,['Miss Rickards'],,"September 26, 1913"
October 1,"Kilburn, Lecture Room, 310, High Road","Kilburn, Lecture Room, 310, High Road. Miss Wylie, Miss Myers ... 8 p.m.","['Miss Wylie', 'Miss Myers']",,"September 26, 1913"
October 1,"Putney, Werter Road","Putney, Werter Road. M.P.U. Mrs. Davis, Mr. A. B. Randle ... 8 p.m.","['Mrs. Davis', 'Mr. A. B. Randle']",,"September 26, 1913"
October 1,Southfields Station,Southfields Station ... 8 p.m.,,,"September 26, 1913"
October 1,Highbury Corner,"Highbury Corner, M.P.U. Mr. H. E. Jouning, Mr. Thomas Irving ... 8 p.m.","['Mr. H. E. Jouning', 'Mr. Thomas Irving']",,"September 26, 1913"
October 1,"Ilford, Manor Park, Earl of Essex","Ilford, Manor Park, Earl of Essex. Mrs. Whitten ... 8 p.m.",['Mrs. Whitten'],,"September 26, 1913"
October 1,"Birmingham, 97, John Bright Street","Birmingham, 97, John Bright Street ... 8 p.m.",,,"September 26, 1913"
October 1,"Cambridge, Market Square","Cambridge, Market Square ... 3.30-5 p.m.",,,"September 26, 1913"
October 1,"Cardiff, 100, Queen Street","Cardiff, 100, Queen Street. Miss Annie Williams ... 8 p.m.",['Miss Annie Williams'],,"September 26, 1913"
October 1,"Dundee, 61, Nethergate","Dundee, 61, Nethergate. Mrs. Kenny, Miss Grant ... 8 p.m.","['Mrs. Kenny', 'Miss Grant']",,"September 26, 1913"
October 1,"Eastbourne, 58a, Grove Road","Eastbourne, 58a, Grove Road. Mrs. Hicks ... 3 & 8 p.m.",['Mrs. Hicks'],,"September 26, 1913"
October 1,"Newcastle, 77, Blackett Street","Newcastle, 77, Blackett Street ... 8 p.m.",,,"September 26, 1913"
October 2,"Bow, 321, Roman Road","Bow, 321, Roman Road. Miss Hockin ... 3 p.m.",['Miss Hockin'],,"September 26, 1913"
October 2,"Bow, Campbell Road and Knapp Road","Bow, Campbell Road and Knapp Road ... 8 p.m.",,,"September 26, 1913"
October 2,"Croydon, Catherine Street","Croydon, Catherine Street. M.P.U. Mr. Thomas Irving, Rev. O. A. Wills ... 8 p.m.","['Mr. Thomas Irving', 'Rev. O. A. Wills']",,"September 26, 1913"
October 2,"Hammersmith, 95, The Grove","Hammersmith, 95, The Grove, M.P.U. Branch meeting. Mr. F. A. Richards, Mr. F. M. Dean ... 8.30 p.m.","['Mr. F. A. Richards', 'Mr. F. M. Dean']",,"September 26, 1913"
October 2,"Hampstead Heath, Flagstaff","Hampstead Heath, Flagstaff. Miss Bonwick, B.A. ... 8 p.m.","['Miss Bonwick, B.A.']",,"September 26, 1913"
October 2,"Lalington, Drayton Park, Holloway Road end","Lalington, Drayton Park, Holloway Road end. M.P.U. Miss A. Jacobs, Mr. A. Lidiard, Mr. H. E. Jouning ... 8 p.m.","['Miss A. Jacobs', 'Mr. A. Lidiard', 'Mr. H. E. Jouning']",,"September 26, 1913"
October 2,"Poplar, Pigott Street and East India Dock Road","Poplar, Pigott Street and East India Dock Road. Miss Phillips ... 8 p.m.",['Miss Phillips'],,"September 26, 1913"
October 2,"Birmingham, Stirchley, Institute","Birmingham, Stirchley, Institute. Miss Mitchell, Mrs. Ward ... 3 p.m.","['Miss Mitchell', 'Mrs. Ward']",,"September 26, 1913"
October 2,"Loughtonhurst, West Cliff Gardens, Freedom Hall","Loughtonhurst, West Cliff Gardens, Freedom Hall. Miss Naylor ... 4 p.m.",['Miss Naylor'],,"September 26, 1913"
October 3,"Battersea, Strath Terrace","Battersea, Strath Terrace. Miss Naylor, Miss Medwin ... 8 p.m.","['Miss Naylor', 'Miss Medwin']",,"September 26, 1913"
October 3,"Bow, Ford Road","Bow, Ford Road. Miss Rickard ... 8 p.m.",['Miss Rickard'],,"September 26, 1913"
October 3,Bow,"Bow, Junction of Ford Road and Roman Road. M.U. Mrs. Ward Brown, Mr. Allan Clark, Mr. H. E. Jouning ... 8 p.m.","['Mrs. Ward Brown', 'Mr. Allan Clark', 'Mr. H. E. Jouning']",,"September 26, 1913"
October 3,"Fulham, Munster Road","Fulham, Munster Road ... 7 p.m.",,,"September 26, 1913"
October 3,"Golder's Green, Cheapside","Golder's Green, Cheapside. Miss Gwen Richard ... 8 p.m.",['Miss Gwen Richard'],,"September 26, 1913"
October 3,"Hornsey, High Street Fountain","Hornsey, High Street Fountain. Miss M. Wright. Miss Mann ... 8 p.m.","['Miss M. Wright', 'Miss Mann']",,"September 26, 1913"
October 3,Kensington Town Hall,Kensington Town Hall. M.P.U. Oxford Branch Meeting. ... 8 p.m.,,Oxford Branch Meeting,"September 26, 1913"
October 3,"Lincoln's Inn House, Kingsway","Lincoln's Inn House, Kingsway. Speakers' Class: Miss Rosa Leo ... 7.45 p.m.",['Miss Rosa Leo'],,"September 26, 1913"
October 3,"North Kensington, Lancaster Baths, Lancaster Road","North Kensington, Lancaster Baths, Lancaster Road. Miss M. Phillips. Chair: Miss D. Coombs ... 8 p.m.",['Miss M. Phillips'],,"September 26, 1913"
October 3,"Old Kent Road, corner of Paragon Mews","Old Kent Road, corner of Paragon Mews. M.P.U. Mr. H. Bark, Mr. E. Duval ... 8.15 p.m.","['Mr. H. Bark', 'Mr. E. Duval']",,"September 26, 1913"
October 3,"Seven Sisters Road, Thane Villas, N.","Seven Sisters Road, Thane Villas, N. Miss E. Glidewell. Chair: Miss Pepper ... 12.15 p.m.",['Miss E. Glidewell'],,"September 26, 1913"
October 3,Sloane Square,Sloane Square. Miss Joan Dugdale. Chair: Mrs. Laski ... 8 p.m.,['Miss Joan Dugdale'],,"September 26, 1913"
October 3,"Stratford, Water Lane","Stratford, Water Lane. M.P.U. Mr. E. Mewett, Mr. G. Dean ... 8 p.m.","['Mr. E. Mewett', 'Mr. G. Dean']",,"September 26, 1913"
October 3,Tooting Broadway,Tooting Broadway. ... 8 p.m.,,,"September 26, 1913"
October 3,Tower Hill,"Tower Hill. M.P.U. Mr. Allan Clark, Mr. Charles Gray ... 1 p.m.","['Mr. Allan Clark', 'Mr. Charles Gray']",,"September 26, 1913"
October 3,"Wandsworth, The Council House","Wandsworth, The Council House. M.P.U. Mr. Charles Rigby, Mr. J. Vickery, Mr. A. Mackinlay ... 8 p.m.","['Mr. Charles Rigby', 'Mr. J. Vickery', 'Mr. A. Mackinlay']",,"September 26, 1913"
October 3,"West Ealing, Ye Olde Hatte","West Ealing, Ye Olde Hatte. M.P.U. Mr. Randle, Mr. Gray ... 8 p.m.","['Mr. Randle', 'Mr. Gray']",,"September 26, 1913"
October 3,"West Ham, Stratford Broadway","West Ham, Stratford Broadway. Miss Prankerd, Mr. Rowe ... 7.30 p.m.","['Miss Prankerd', 'Mr. Rowe']",,"September 26, 1913"
October 3,"Dundee, Panmure Street","Dundee, Panmure Street. Miss Grant. ... 7.30 p.m.",['Miss Grant'],,"September 26, 1913"
October 3,"Edinburgh, Country","Edinburgh, Country. Miss Lambie. Chair: Miss Jacob ... 3 & 8 p.m.",['Miss Lambie'],,"September 26, 1913"
October 3,"Ipswich, Public Hall","Ipswich, Public Hall. The Lady Isabel Hampden Margesson. Chair: Miss O. Bartels ... 8 p.m.",['The Lady Isabel Hampden Margesson'],,"September 26, 1913"
October 3,"Reading, The Butts","Reading, The Butts. Miss Kelly. Chair: Miss Cobb ... 7.30 p.m.",['Miss Kelly'],,"September 26, 1913"
