Date,Location,Raw,Speakers,Description,Issue date
July 18,"Poplar, Town Hall","Poplar , Town Hall . Mrs. Leigh , Mrs. Walker , and others .... 8 P.M.","['Mrs. Leigh', 'Mrs. Walker']",,"July 11 , 1913"
July 18,Sloane Square,"Sloane Square . Mrs. Temple Bird 12,15 P.M.",['Mrs. Temple Bird'],,"July 11 , 1913"
July 18,Tooting Broadway,Tooting Broadway 8 P.M.,,,"July 11 , 1913"
July 18,"Croydon, Katherine Street","Croydon , Katherine Street , Mrs. Fahey , Miss Hardy 8 P.M.","['Mrs. Fahey', 'Miss Hardy']",,"July 11 , 1913"
July 18,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway . Speakers ' Class . Miss Rosa Leo 7.45 P.a.",['Miss Rosa Leo'],,"July 11 , 1913"
July 18,"North Kensington, Free Library, Ladbroke Grove","North Kensington , Free Library , Ladbroke Grove . Miss G. Richards , Miss Coombs ... 8 P.M.","['Miss G. Richards', 'Miss Coombs']",,"July 11 , 1913"
July 11,"Birmingham, Small Heath Park Gates","Birmingham , Small Heath Park Gates . Miss Clarance 8 P.M.",['Miss Clarance'],,"July 11 , 1913"
July 11,"Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant .... 8 P.M.",['Miss Grant'],,"July 11 , 1913"
July 11,"Edinburgh, Country","Edinburgh , Country . Miss Melrose 7 P.M.",['Miss Melrose'],,"July 11 , 1913"
July 11,"Nottingham, Trinity Square","Nottingham , Trinity Square . 7.30 P.M.",,,"July 11 , 1913"
July 11,"Reading, The Butts","Reading , The Butts . Miss Canning . Chair : Miss Garrett",['Miss Canning'],,"July 11 , 1913"
July 12,"Dundee, Greenmarket","Dundee , Greenmarket . Miss Clunas 8.15 P ..",['Miss Clunas'],,"July 11 , 1913"
July 12,"Edinburgh, Mound","Edinburgh , Mound . Mrs. Finlayson Gauld 3 P.M.",['Mrs. Finlayson Gauld'],,"July 11 , 1913"
July 12,"Edinburgh, Country","Edinburgh , Country . Miss Lambie - 3 P.M.",['Miss Lambie'],,"July 11 , 1913"
July 13,"Abercynon, N.U.R.","Abercynon , N.U.R. Miss Annie Williams",['Miss Annie Williams'],,"July 11 , 1913"
July 13,"Birmingham, Stanforth Hall, A.B.C.","Birmingham , Stanforth Hall , A.B.C. Miss Francis 12 noon .",['Miss Francis'],,"July 11 , 1913"
July 13,"Norwich, Market Place","Norwich , Market Place . Mr. Francis , Miss West )","['Mr. Francis', 'Miss West']",,"July 11 , 1913"
July 14,"Dundee, Methven Street, Lochee","Dundee , Methven Street , Lochee ... 8 P.M.",,,"July 11 , 1913"
July 14,"Nottingham, Nottingham Place","Nottingham , Nottingham Place ... 7 P.M.",,,"July 11 , 1913"
July 15,"Dundee, Carnoustie","Dundee , Carnoustie . Miss Grant ... 8 PM .",['Miss Grant'],,"July 11 , 1913"
July 15,"Southampton, Royal Victoria Rooms","Southampton , Royal Victoria Rooms . Mrs. Beatty ... 3 P.M.",['Mrs. Beatty'],,"July 11 , 1913"
July 16,"Birmingham, 97, John Bright Street","Birmingham , 97 , John Bright Street 8. P.M.",,,"July 11 , 1913"
July 16,"Cardiff, 109, Queen Street","Cardiff , 109 , Queen Street . Miss Annie Williams 4-7 P.M.",['Miss Annie Williams'],,"July 11 , 1913"
July 16,Colchester,Colchester . Miss Glidewell 8 P.M.,['Miss Glidewell'],,"July 11 , 1913"
July 16,"Eastbourne, Eastern Bandstand","Eastbourne , Eastern Bandstand . Mrs. Leigh ... 6.30 PM .",['Mrs. Leigh'],,"July 11 , 1913"
July 16,"Oldbury, Market Place","Oldbury , Market Place 8 P.M.",,,"July 11 , 1913"
July 17,"Birmingham, Small Heath Park Gates","Birmingham , Small Heath Park Gates 8 P.M.",,,"July 11 , 1913"
July 17,"Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant ... 8 r.at.",['Miss Grant'],,"July 11 , 1913"
July 17,"Reading, The Butts","Reading , The Butts . Miss Naylor . Chair : Miss Garrett ... 7.30 P.M.",['Miss Naylor'],,"July 11 , 1913"
July 18,"Ilford, East Ham, ""The Cock""","Ilford , East Ham , "" The Cock . "" Miss Haslam . Chair : Mr. Rowe 7.30 P.M.",['Miss Haslam'],,"July 11 , 1913"
July 18,"Islington, Lofting Road","Islington , Lofting Road . 8 P.M.",,,"July 11 , 1913"
July 18,"Upper Holloway, Pemberton Gardens","Upper Holloway , Pemberton Gardens ... 8 P.M.",,,"July 11 , 1913"
July 18,"West Ham, Stratford Broadway","West Ham , Stratford Broadway . Miss Randell . 8 P.M.",['Miss Randell'],,"July 11 , 1913"
July 18,"Birmingham, Small Heath Park Gates","Birmingham , Small Heath Park Gates 8 P.M.",,,"July 11 , 1913"
July 18,"Reading, The Butts","Reading , The Butts . Miss Naylor . Chair : Miss Garrett ... 7.30 P.M.",['Miss Naylor'],,"July 11 , 1913"
