Date,Location,Raw,Speakers,Description,Issue date
September 7,Kingston,"Kingston , Scotch Cafè",['Mr. S. Casson'],,"August 30 , 1912"
September 7,Manchester,"Manchester , Saturday , September 7",,"Members please rally to demonstration, Platt Fields, Manchester. Details given next week.","August 30 , 1912"
September 7,Woodford Green,Woodford Green,['Mrs. Bouvier'],,"August 30 , 1912"
September 7,Catford,Catford Tram Terminus,['Mrs. Oliver Watt'],,"August 30 , 1912"
September 8,Clapham Common,Clapham Common,['Mrs. Tidswell'],,"August 30 , 1912"
September 8,Ealing Common,Ealing Common,['Miss Nancy Lightman'],,"August 30 , 1912"
September 12,Hull,"Hull , September 12 and 13","['Mr. V. L. Duval', 'Mr. J. Ness (100, Linnaeus Street, Anlaby Road, Hull) will be glad to receive promises of help, financial and otherwise, and to give full information to would be members.']",,"August 30 , 1912"
September 15,Wimbledon,"Wimbledon , 9 , Victoria Crescent",,Sunday meetings on the Common will be resumed,"August 30 , 1912"
September 19,Tollington Park,"Tollington Park , when Lady Stout will speak . Particulars later",['Lady Stout'],,"August 30 , 1912"
October 17,London,"London , Thursday , October 17 , 8 p.m.","['Mr. Laurence Housman', 'Mr. Malcolmn Mitchell']",Royal Albert Hall Meeting,"August 30 , 1912"
October 24,Wimbledon,"Wimbledon , Thursdays ( commencing October 24 ) at Queen's Hall , 8 p.m.",,"For the convenience of those living at foot of hill, meetings have been arranged to take place on Thursdays at Queen's Hall","August 30 , 1912"
October 25,Bournemouth,"Bournemouth , St. Peter's Hall . October 25 , 8 p.m.",['Mr. Pethick Lawrence'],,"August 30 , 1912"
November 19,Leeds,"Leeds , Philosophical Hall , November 19",['Mr. Pethick Lawrence'],,"August 30 , 1912"
December 4,Leicester,"Leicester , Temperance Hall , December 4",['Mrs. Pethick Lawrence'],,"August 30 , 1912"
