Date,Location,Raw,Speakers,Issue date
November 28,"Poplar, 319, East India Dock Road","Poplar , 319 , East India Dock Road",,"November 28 , 1913"
November 28,Sloane Square,Sloane Square,,"November 28 , 1913"
November 28,Tooting Broadway,Tooting Broadway,,"November 28 , 1913"
November 28,"West Ham, The Grove, Stratford","West Ham , The Grove , Stratford",,"November 28 , 1913"
November 28,"Battersea, Strath Terrace","Battersea , Strath Terrace",,"November 28 , 1913"
November 28,"Kingston, Church Street","Kingston , Church Street",,"November 28 , 1913"
November 28,"Kilburn, Messina Avenue","Kilburn , Messina Avenue",,"November 28 , 1913"
November 28,"Ilford, East Ham, Myrtle Road","Ilford , East Ham , Myrtle Road",,"November 28 , 1913"
November 28,"Crouch End, Clock Tower","Crouch End , Clock Tower",,"November 28 , 1913"
November 28,"Holloway Road, Jones Bros.","Holloway Road , Jones Bros",,"November 28 , 1913"
November 28,"Kingston, Coronation Stone","Kingston , Coronation Stone",,"November 28 , 1913"
November 28,"Palmer's Green, Alderman's Hill","Palmer's Green , Alderman's Hill",,"November 28 , 1913"
November 28,"South Wimbledon, Broadway","South Wimbledon , Broadway",,"November 28 , 1913"
November 28,West Ham Forest Gate,West Ham Forest Gate,,"November 28 , 1913"
November 28,Willesden Green Library,Willesden Green Library,,"November 28 , 1913"
November 30,Clapham Common,Clapham Common,,"November 28 , 1913"
November 30,"Hampstead Heath, Piagstaff Hill","Hampstead Heath , Piagstaff Hill",,"November 28 , 1913"
November 30,"Lewisham, Market Place","Lewisham , Market Place",,"November 28 , 1913"
November 30,"Poplar, East India Dock Gates","Poplar , East India Dock Gates",,"November 28 , 1913"
November 30,Victoria Park,Victoria Park,,"November 28 , 1913"
November 30,Wimbledon Common,Wimbledon Common,,"November 28 , 1913"
November 30,"Battersea Park Road, Horne Road","Battersea Park Road , Horne Road",,"November 28 , 1913"
November 30,"Bow, Obelisk, Devons Road","Bow , Obelisk , Devons Road",,"November 28 , 1913"
November 30,"Canning Town, Peacock Street","Canning Town , Peacock Street",,"November 28 , 1913"
November 30,"Bow, Out and Out Mission Hall, Tredegar Road","Bow , Out and Out Mission Hall , Tredegar Road",,"November 28 , 1913"
December 1,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road",,"November 28 , 1913"
December 1,"Rock Croydon, 50, High Street","Rock Croydon , 50 , High Street",,"November 28 , 1913"
December 1,"Kentish Town, 44, Malden Road","Kentish Town , 44 , Malden Road",,"November 28 , 1913"
December 1,"Knightsbridge Hall, W.","Knightsbridge Hall , W.",,"November 28 , 1913"
December 1,"South Wimbledon, The Broadway","South Wimbledon , The Broadway",,"November 28 , 1913"
December 1,Streatham Town Hall,Streatham Town Hall,,"November 28 , 1913"
December 1,"Willesden Green, Linacre Road","Willesden Green , Linacre Road",,"November 28 , 1913"
December 2,"Battersea, Comyn Road","Battersea , Comyn Road",,"November 28 , 1913"
December 2,"Bow, Out and Out Mission","Bow , Out and Out Mission",,"November 28 , 1913"
December 2,"Canning Town, White House, Shirley","Canning Town , White House , Shirley",,"November 28 , 1913"
December 2,Chelsea,Chelsea,,"November 28 , 1913"
December 2,"Poplar, East India Dock Road","Poplar , East India Dock Road",,"November 28 , 1913"
December 2,"Battersea, Latchmere Baths","Battersea , Latchmere Baths",,"November 28 , 1913"
December 2,"Harlesden, Manor Park","Harlesden , Manor Park",,"November 28 , 1913"
December 2,"Ilford, Balfour Road","Ilford , Balfour Road",,"November 28 , 1913"
December 2,"Palmer's Green, 6, Stonard Road","Palmer's Green , 6. Stonard Road",,"November 28 , 1913"
December 2,"Poplar, 319, East India Dock Road","Poplar , 319 , East India Dock Road",,"November 28 , 1913"
December 2,Thornton Heath Clock Tower,Thornton Heath Clock . Tower,,"November 28 , 1913"
December 2,"Bow, Knapp Road","Bow , Knapp Road",,"November 28 , 1913"
December 2,Opposite Earl's Court Station,Opposite Earl's Court Station,,"November 28 , 1913"
December 2,"Poplar, Piggott Street","Poplar , Piggott Street",,"November 28 , 1913"
December 2,"Canning Town, 124, Barking Road","Canning Town , 124 , Barking Road",,"November 28 , 1913"
December 3,"Elysee Galleries, Queen's Road, Bayswater","Elysee Galleries , Queen's Road , Bayswater",,"November 28 , 1913"
December 3,"Harringay, Green Lanes and Chesterfield Gardens","Harringay , Green Lanes and Chesterfield Gardens",,"November 28 , 1913"
December 3,"Balham, Caistor Road","Balham , Caistor Road",,"November 28 , 1913"
December 3,"Canning Town, Beckton Road","Canning Town , Beckton Road",,"November 28 , 1913"
December 3,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road",,"November 28 , 1913"
December 3,"Kilburn, Messina Avenue","Kilburn , Messina Avenue",,"November 28 , 1913"
December 3,"Kingston, Fife Hall","Kingston , Fife Hall",,"November 28 , 1913"
December 3,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway",,"November 28 , 1913"
December 3,"North Kensington, Lancaster Road and Portobello Road","North Kensington , Lancaster Road and Portobello Road",,"November 28 , 1913"
December 3,"West Ham, The Grove, Stratford and East Ferry Road","West Ham , The Grove , Stratford and East Ferry Road",,"November 28 , 1913"
December 3,"Poplar, Manchester Road","Poplar , Manchester Road",,"November 28 , 1913"
December 3,"Poplar, 319, East India Dock Road","Poplar , 319 , East India Dock Road",,"November 28 , 1913"
December 3,Sloane Square,Sloane Square,,"November 28 , 1913"
December 3,"Wimbledon, Queen's Hall",Wimbledon . Queen's Hall,,"November 28 , 1913"
December 4,"Aberdeen, Round Room, Music Hall","Aberdeen , Round Room , Music Hall",,"November 28 , 1913"
December 4,"Birmingham, Plough and Harrow Hall","Birmingham , Plough and Harrow Hall",,"November 28 , 1913"
December 4,"Birmingham, Aldridge, The Crescent","Birmingham , Aldridge , The Crescent",,"November 28 , 1913"
December 4,"Dundee, Panmure Street Buildings","Dundee , Panmure Street Buildings",,"November 28 , 1913"
December 4,"Edinburgh, West End","Edinburgh , West End",,"November 28 , 1913"
December 4,"South Manchester, Onward Buildings, Deansgate","South Manchester , Onward Buildings , Deansgate",,"November 28 , 1913"
December 4,"Newport, Drill Hall, Caerleon","Newport , Drill Hall . Caerleon",,"November 28 , 1913"
December 4,"Newport, Risca, Trafalgar Square","Newport , Risca , Trafalgar Square",,"November 28 , 1913"
November 28,"Aberdeen, Wallace Statue","Aberdeen , Wallace Statue",,"November 28 , 1913"
November 28,"Birmingham, Monument Road","Birmingham , Monument Road",,"November 28 , 1913"
November 28,"Birmingham, Small Heath, Park Gates","Birmingham , Small Heath , Park Gates",,"November 28 , 1913"
November 28,"Leicester, Temperance Hall, Room No. 3","Leicester , Temperance Hall , Room No. 3",,"November 28 , 1913"
November 28,"Newcastle, Gateshead","Newcastle , Gateshead",,"November 28 , 1913"
November 29,"Cambridge, 45, St. Andrew's Street","Cambridge , 45 , St. Andrew's Street",,"November 28 , 1913"
November 29,"Dundee, Greenmarket","Dundee , Greenmarket",,"November 28 , 1913"
November 29,"Birmingham, West Bromwich, corner Paradise Street","Birmingham , West Bromwich , corner Paradise Street",,"November 28 , 1913"
November 29,"Birmingham, corner Paradise Street and Suffolk Street","Birmingham , corner Paradise Street and Suffolk Street",,"November 28 , 1913"
November 30,"Cambridge, Parker's Piece","Cambridge , Parker's Piece",,"November 28 , 1913"
December 1,"Hastings, Metropole Hall","Hastings , Metropole Hall",,"November 28 , 1913"
December 1,"Newcastle, Gateshead","Newcastle , Gateshead",,"November 28 , 1913"
December 1,"St. Leonard's, Rainbow Hall, Silver Hill","St. Leonard's , Rainbow Hall , Silver Hill",,"November 28 , 1913"
December 2,"Belfast, W.S.P.U. Lecture Room",Belfast . W.S.P.U. Lecture Room,,"November 28 , 1913"
December 2,"Bexhill, Shop, Marina","Bexhill , Shop , Marina . At Home",,"November 28 , 1913"
December 2,"Birmingham, Saltley, Alum Rock Road","Birmingham . Saltley , Alum Rock Road",,"November 28 , 1913"
December 2,"Birmingham, Sparkbrook, Mermaid","Briningham , Sparkbrook , Mermaid",,"November 28 , 1913"
December 2,"Cardiff, 100, Queen Street","Cardiff , 100 , Queen Street",,"November 28 , 1913"
December 2,"Kidderminster, Kingsley Hall","Kidderminster , Kingsley Hall",,"November 28 , 1913"
December 3,"Birmingham, Warstone Lane","Birmingham , Warstone Lane",,"November 28 , 1913"
December 3,"Birmingham, Handsworth, Whitehall Road","Birmingham , Handsworth , Whitehall Road",,"November 28 , 1913"
December 3,"Dundee, 61, Nethergate","Dandee , 61 , Nethergate",,"November 28 , 1913"
December 3,"Newcastle, Spital Tongues Mission Hall","Newcastle , Spital Tongues Mission Hall",,"November 28 , 1913"
December 3,"Newcastle, Wallsend-on-Tyne","Newcastle , Wallsend - on - Tyne",,"November 28 , 1913"
December 3,"Newport, 1, Western Mail Chambers","Newport . I , Western Mail Chambers",,"November 28 , 1913"
December 3,"Newport, No. 1 Rom, Temperance Hall","Newport , No. 1 Rom , Tempera .ce Hal",,"November 28 , 1913"
December 4,"Birmingham, Plough and Harrow","Birmingham , Plough and Harrow",,"November 28 , 1913"
December 4,"Dudley, Market Square","Dudley , Market Square",,"November 28 , 1913"
December 4,"Edinburgh, 27, Frederick Street","Edinburgh , 27 , Frederick Street",,"November 28 , 1913"
December 4,"Newcastle, Kensington Terrace","Newcastle , Kensington Terrace . Drawing - room Meeting",,"November 28 , 1913"
December 4,"Newcastle, Wallsend Café","Newcastle , Wallsend Café",,"November 28 , 1913"
December 4,"Reading, Great Western Hotel","Keading , Great Western Hotel",,"November 28 , 1913"
December 4,"Reading, Salmon's Café, Market Place","Reading , Salmon's Café , Market Place",,"November 28 , 1913"
December 5,"Dundee, Panmure Street","Dundee , Panmure Street",,"November 28 , 1913"
December 5,"Cardiff, Young Men's Society Class, Newport Road","Cardiff , Young Men's Society Class , Newport Road",,"November 28 , 1913"
December 5,"Newcastle, Durham Ox","Newcastle , Darham Ox",,"November 28 , 1913"
December 5,"Newcastle, St. Stephen's Mutual Improvement Society","Newcastle , St. Stephen's Mutual Improvement Society",,"November 28 , 1913"
December 5,"Scarborough, 50, Londesbrough Road","Scarborough , 50 , Londesbrough Road . At Home",,"November 28 , 1913"
December 5,"Scarborough, Co-operative Hall","Scarborough , Co - operative Hall",,"November 28 , 1913"
December 5,"Newcastle, Bigg Market","Newcastle , Bigg Market",,"November 28 , 1913"
November 28,"Edinburgh, Leith","Edinburgh , Leith",,"November 28 , 1913"
November 28,"Edinburgh, Musselburgh","Edinburgh , Musselburgh",,"November 28 , 1913"
