Date,Location,Raw,Speakers,Hosts,Description,Issue date
January 29,Kilburn,"Kilburn, 310, High Road, Lecture Room. At Home. Mr. Victor Duval",['Mr. Victor Duval'],,At Home,"January 23, 1914"
January 29,Poplar,"Poplar, Piggott Street. Miss Margaret Withers",['Miss Margaret Withers'],,,"January 23, 1914"
January 30,Bow,"Bow, Ford Road. Miss Coombs",['Miss Coombs'],,,"January 23, 1914"
January 30,Croydon,"Croydon, Katherine Street. Mr. C. Gray",['Mr. C. Gray'],,,"January 23, 1914"
January 30,Kentish Town,"Kentish Town, Modbury Street. Miss Coombs",['Miss Coombs'],,,"January 23, 1914"
January 30,Lincoln's Inn House,"Lincoln's Inn House, Kingsway. Speakers' Class. Miss Rosa Leo",['Miss Rosa Leo'],,Speakers' Class,"January 23, 1914"
January 30,North Kensington,"North Kensington, Lancaster Road. Mrs. Dacre Fox. Chair: Miss Gay",['Mrs. Dacre Fox'],,,"January 23, 1914"
January 30,Poplar,"Poplar, 319, East India Dock Road. Mrs. Cook",['Mrs. Cook'],,,"January 23, 1914"
January 30,Sloane Square,Sloane Square. Mrs. Duval. Chair: Miss Coombs,['Mrs. Duval'],,,"January 23, 1914"
January 30,Walthamstow,"Walthamstow, Tower Corner, Hoe Street. Chair: Mrs. Gladman",,,Chair: Mrs. Gladman,"January 23, 1914"
January 30,West Ham,"West Ham, 71, Osborne Road, Forest Gate. Hostess: Miss Fairweather",,['Miss Fairweather'],,"January 23, 1914"
January 30,Westminster,"Westminster, Greycoat Place. Miss Canning",['Miss Canning'],,,"January 23, 1914"
January 30,Wimbledon,"Wimbledon, Queen's Hall, Broadway. Rev. Barbara Tehaykovsky. Chair: Miss Julian",['Rev. Barbara Tehaykovsky'],,,"January 23, 1914"
January 23,Dundee,"Dundee, Panmure Street. Miss Grant",['Miss Grant'],,,"January 23, 1914"
January 24,Aberdeen,"Aberdeen, Castlegate. Miss Leitch, M.A.",['Miss Leitch'],,,"January 23, 1914"
January 24,Dundee,"Dundee, Greenmarket. Miss Grant",['Miss Grant'],,,"January 23, 1914"
January 24,Edinburgh,"Edinburgh, Leith. Miss Mitchell, Miss Haly","['Miss Mitchell', 'Miss Haly']",,,"January 23, 1914"
January 24,Edinburgh,"Edinburgh, Musselburgh. Miss Lennox-Smithwick",['Miss Lennox-Smithwick'],,,"January 23, 1914"
January 24,Sheffield,Sheffield. Miss Key Jones,['Miss Key Jones'],,,"January 23, 1914"
January 25,Sheffield,Sheffield. Miss Key Jones,['Miss Key Jones'],,,"January 23, 1914"
January 26,Birmingham,"Birmingham, Selly Oak, The Institute. Miss C. Marsh",['Miss C. Marsh'],,,"January 23, 1914"
January 26,Cork,"Cork, City Hall, Council Chamber. Mrs. Webb-Smithwick",['Mrs. Webb-Smithwick'],,,"January 23, 1914"
January 26,Hastings,"Hastings, Metropole Hall. 4-6 p.m.",,,4-6 p.m.,"January 23, 1914"
January 27,Bexhill,"Bexhill, Marina. At Home. Mrs. Webb-Smithwick",['Mrs. Webb-Smithwick'],,At Home,"January 23, 1914"
January 27,Birmingham,"Birmingham, Queen's College, Small Hall. Miss Shea",['Miss Shea'],,,"January 23, 1914"
January 27,Cardiff,"Cardiff, Cory Hall. Mrs. Drummond. Chair: Mr. J. B. Finlay",['Mrs. Drummond'],,,"January 23, 1914"
January 27,Dundee,"Dundee, 61, Nethergate. Miss Allen",['Miss Allen'],,,"January 23, 1914"
January 27,Newport,"Newport, No. 1 Room, Temperance Hall. Miss Craig. Chair: Miss Gladys Hazel",['Miss Craig'],,,"January 23, 1914"
January 29,Bristol,"Bristol, Kingsley Hall. Mrs. Drummond",['Mrs. Drummond'],,,"January 23, 1914"
January 29,Edinburgh,"Edinburgh, 27, Frederick Street. Mrs. Crawford",['Mrs. Crawford'],,,"January 23, 1914"
January 29,Liverpool,"Liverpool, Welsh Congregational Church, Great Mersey Street. Mrs. John Edwards",['Mrs. John Edwards'],,,"January 23, 1914"
January 30,Bath,"Bath, Assembly Rooms. Mrs. Drummond",['Mrs. Drummond'],,,"January 23, 1914"
January 30,Doncaster,"Doncaster, Glynn Hotel. Miss Suffield",['Miss Suffield'],,,"January 23, 1914"
January 30,Dundee,"Dundee, Panmure Street. Miss Grant",['Miss Grant'],,,"January 23, 1914"
January 30,Glasgow,"Glasgow, Charing Cross Halls. Miss Agnes Kelly",['Miss Agnes Kelly'],,,"January 23, 1914"
January 30,Liverpool,"Liverpool, Protestant Reformer's Church. Miss Key Jones",['Miss Key Jones'],,,"January 23, 1914"
