Date,Location,Raw,Speakers,Description,Issue date
APRIL 14,"Nottingham - 36, Bridlesmith Gate","Nottingham - 36 , Bridlesmith Gate - At Home - Mr . Beilby .",['Mr . Beilby .'],,"APRIL 14 , 1910"
APRIL 15,Uxbridge - Old Meeting Schools,Uxbridge - Old Meeting Schools - Mr . T. Gugenheim .,['Mr . T. Gugenheim .'],,"APRIL 14 , 1910"
APRIL 18,Peebles,"Peebles - Paper on "" History of the Suffrage Movement , "" by Birmingham Mothers ' Meeting - Miss Gardner .","['Miss Gardner .', ""Birmingham Mothers ' Meeting - Miss Gardner .""]",,"APRIL 14 , 1910"
APRIL 18,Marple - Girls' Institute,Marple - Girls ' Institute Mrs. Philip Snowden .,['Mrs. Philip Snowden'],,"APRIL 14 , 1910"
APRIL 18,Falkirk,"Falkirk Miss Chrystal Macmillan , Miss Alice Low .","['Miss Chrystal Macmillan', 'Miss Alice Low']",,"APRIL 14 , 1910"
APRIL 18 and 19,Liskeard,Liskeard Public Meeting .,,,"APRIL 14 , 1910"
APRIL 19,Macclesfield - Town Hall,Macclesfield - Town Hall - Mrs . Snowden .,['Mrs . Snowden .'],,"APRIL 14 , 1910"
APRIL 19,Stevenage,Stevenage Public Meeting - Miss Abadam .,['Miss Abadam .'],,"APRIL 14 , 1910"
APRIL 19,Urmston Public Hall,Urmston Public Hall - Miss Margaret Robertson .,['Miss Margaret Robertson .'],,"APRIL 14 , 1910"
APRIL 19,Driffield,Driffield - Conversazione - Mrs . Rackham .,['Mrs . Rackham .'],Conversazione,"APRIL 14 , 1910"
APRIL 19,Brighton - Royal Pavilion,Brighton - Royal Pavilion - Men's League Meeting .,,,"APRIL 14 , 1910"
APRIL 19,"Glasgow - 11, Gt. Western Terrace","Glasgow - Mrs . Frame's Drawing - room Meeting - 11 , Gt . Western Terrace Lady Frances Balfour .",['Lady Frances Balfour .'],,"APRIL 14 , 1910"
APRIL 19,Sutton Coldfield,Sutton Coldfield - Drawing - room Meeting - Miss Gardner .,['Miss Gardner .'],,"APRIL 14 , 1910"
APRIL 19,London (Hackney) - Mrs Clennell's Drawing-room,London ( Hackney ) -Mrs Clennell's Drawing - room Meeting .,,,"APRIL 14 , 1910"
APRIL 19,Bushey - The Corner - Mrs. Erskine Murray's Drawing-room,Bushey The Corner - Mrs . Erskine Murray's Drawing - room Meeting Miss M. Corbett .,['Miss M. Corbett .'],,"APRIL 14 , 1910"
APRIL 20,London (Windsor and Eton) - Guildhall,London ( Windsor and Eton ) -Guildhall - Mr . Baillie - Weaver .,['Mr . Baillie - Weaver .'],,"APRIL 14 , 1910"
APRIL 20,Hull - Co-op. Educational Institute,Hull - Co - op . Educational Institute - Mrs . Rackham .,['Mrs . Rackham .'],,"APRIL 14 , 1910"
APRIL 20,Scarborough - Grand Hotel,Scarborough - Grand Hotel - Conversazione - Mrs . Swanwick,['Mrs . Swanwick'],Conversazione,"APRIL 14 , 1910"
APRIL 20,Birmingham - Bull Ring,Birmingham - Bull Ring - Miss McHardy .,['Miss McHardy .'],,"APRIL 14 , 1910"
APRIL 20,Bournville Village Guild,Bournville Village Guild - Miss Gardner .,['Miss Gardner .'],,"APRIL 14 , 1910"
APRIL 20,York - Friends' Meeting House,York - Friends ' Meeting House - Mrs . Swanwick .,['Mrs . Swanwick .'],,"APRIL 14 , 1910"
APRIL 20,Eccles - Town Hall,Eccles - Town Hall - Miss Ashton .,['Miss Ashton .'],,"APRIL 14 , 1910"
APRIL 20,Filey,""" How the Vote was Won , "" by Filey Society .",,,"APRIL 14 , 1910"
APRIL 21,London (Blackheath) - Jobbin's Tea Rooms,London ( Blackheath ) -Jobbin's Tea Rooms - Miss Sheepshanks .,['Miss Sheepshanks .'],,"APRIL 14 , 1910"
APRIL 21,"Dublin - 35, Molesworth Street","Dublin - 35 , Molesworth Street - Miss Mason's Lantern Lecture .","[""Miss Mason's Lantern Lecture ."", 'Miss Mason']",,"APRIL 14 , 1910"
APRIL 21,Birmingham,Birmingham - Mothers ' Meeting - Miss Gardner .,['Miss Gardner .'],,"APRIL 14 , 1910"
APRIL 21,Bridlington,"Bridlington - Mrs . Rackham - Chairman , The Mayoress .","['Mrs . Rackham - Chairman , The Mayoress .', 'Mrs. Rackham', 'The Mayoress']",,"APRIL 14 , 1910"
APRIL 21,London (North Wimbledon) - Mrs. Henderson's Drawing-room,London ( North Wimbledon ) -Mrs . Henderson's Drawing - room Meeting Mrs. Swanwick .,['Mrs. Swanwick .'],,"APRIL 14 , 1910"
APRIL 21,Southwell - Assembly Hall,"Southwell - Assembly Hall - Mrs . W. H. Blandy , Mrs. W. E. Dowson .","['Mrs . W. H. Blandy', 'Mrs. W. E. Dowson .']",,"APRIL 14 , 1910"
APRIL 21,Watford - Masonic Hall,"Watford - Masonic Hall - Miss Campbell on "" The Social Evil . """,['Miss Campbell'],,"APRIL 14 , 1910"
APRIL 22,Paisley - Small George Clark Hall,Paisley - Small George Clark Hall - Lady Frances Balfour .,['Lady Frances Balfour .'],,"APRIL 14 , 1910"
APRIL 22,"Uxbridge Brookfield Restaurant, High Street","Uxbridge Brookfield Restaurant , High Street - Miss Estelle Ross .",['Miss Estelle Ross .'],,"APRIL 14 , 1910"
APRIL 22,"Edinburgh - 40, Shandwick Place","Edinburgh 40 , Shandwick Place .",,,"APRIL 14 , 1910"
APRIL 25,Bath,Bath - Miss Fraser .,['Miss Fraser .'],,"APRIL 14 , 1910"
APRIL 26,Birmingham - Midland Institute,Birmingham - Midland Institute - Miss Mason's Lecture .,['Miss Mason'],,"APRIL 14 , 1910"
APRIL 27,"Nottingham - 36, Bridlesmith Gate","Nottingham - 36 , Bridlesmith Gate - At Home - Tea and Cocoa .",,At Home - Tea and Cocoa.,"APRIL 14 , 1910"
APRIL 28,"London (Stoke Newington) - Library Hall, Church Street","London ( Stoke Newington ) -Library Hall , Church Street - Miss Palliser .",['Miss Palliser .'],,"APRIL 14 , 1910"
APRIL 28,Birmingham - Bull Ring,Birmingham - Bull Ring .,,,"APRIL 14 , 1910"
APRIL 29,Letchworth - Pixmore Institute,Letchworth - Pixmore Institute - Mr . Baillie - Weaver .,['Mr . Baillie - Weaver .'],,"APRIL 14 , 1910"
APRIL 29,"Dublin - 35, Molesworth Street","Dublin - 35 , Molesworth Street - Miss McNaull .",['Miss McNaull .'],,"APRIL 14 , 1910"
APRIL 29,"Edinburgh - 40, Shandwick Place","Edinburgh 40 , Shandwick Place .",,,"APRIL 14 , 1910"
MAY 2,Birmingham,Birmingham - Miss Helen Fraser .,['Miss Helen Fraser .'],,"APRIL 14 , 1910"
MAY 2,"London (Stoke Newington) - 59, Springdale Road","London ( Stoke Newington ) -59 , Springdale Road - Miss Cockle .",['Miss Cockle .'],,"APRIL 14 , 1910"
MAY 2,Aspley Guise,Aspley Guise - Public Meeting - Rev . Hugh Chapman .,['Rev . Hugh Chapman .'],,"APRIL 14 , 1910"
MAY 2,Sutton Coldfield,Sutton Coldfield - Drawing - room Meeting - Miss Fraser .,['Miss Fraser .'],,"APRIL 14 , 1910"
MAY 2,Acocks Green - Public Hall,Acocks Green - Public Hall - Miss Fraser .,['Miss Fraser .'],,"APRIL 14 , 1910"
MAY 3,Edgbaston Hall,Edgbaston Hall - Drawing - room Meeting - Miss Fraser .,['Miss Fraser .'],,"APRIL 14 , 1910"
MAY 3,Coventry,Coventry Public Meeting - Lady Frances Balfour .,['Lady Frances Balfour .'],,"APRIL 14 , 1910"
MAY 4,Harborne - The Institute,Harborne - The Institute - At Home - Miss Fraser .,['Miss Fraser .'],,"APRIL 14 , 1910"
MAY 5,"Dublin - 35, Molesworth Street","Dublin 35 , Molesworth Street - Committee Meeting .",,,"APRIL 14 , 1910"
MAY 5,Edinburgh,Edinburgh Drawing - room Meeting - Dr . Elsie Inglis .,['Dr . Elsie Inglis .'],,"APRIL 14 , 1910"
MAY 5,Sutton Coldfield,Sutton Coldfield - Public Meeting - Miss Fraser .,['Miss Fraser .'],,"APRIL 14 , 1910"
