Date,Location,Raw,Speakers,Description,Issue date
OCTOBER 30,Brandon,"Brandon - Paget Hall - The Lady F. Balfour , Mrs. Rackham , Miss Eva Ward , Rev. Dr. Tennant ( chair ) .",,,"OCTOBER 19, 1911"
OCTOBER 31,Birmingham,Birmingham - Cotteridge - Open - air meeting - Miss Morrison .,,,"OCTOBER 19, 1911"
OCTOBER 31,Cardiff,Cardiff Mrs. Jones's Drawing - room Meeting - Miss H. Fraser .,,,"OCTOBER 19, 1911"
OCTOBER 31,Llanishen,Llanishen - Public Meeting - Miss Helen Fraser .,,,"OCTOBER 19, 1911"
NOVEMBER 1,Guildford,"Guildford - Borough Hall - Sweated Industries Exhibition - Opened by Lord Henry Bentinck , M.P. - Mrs. Pantber Reeves .",,,"OCTOBER 19, 1911"
NOVEMBER 1,Guildford,"Guildford - Lantern Lecture on Sweated Industries ( Mr. Mallon ) , followed by Suffrage Speeches by Miss Reddiss ard Mrs. Pamber Reeves .",,,"OCTOBER 19, 1911"
NOVEMBER 1,Wakefield,"Wakefield - Institute - Lord Lytton , Miss I.O. Ford .",,,"OCTOBER 19, 1911"
NOVEMBER 1,York,York - Assembly Rooms - Mrs. Jalland's Drawing - room Meeting - Miss Abadam .,,,"OCTOBER 19, 1911"
NOVEMBER 1,York,York Exhibition - Miss Abadam .,,,"OCTOBER 19, 1911"
NOVEMBER 1,Knutsford,"Knutsford - King's Coffee House - "" At Home "" - Miss Reddish .",,,"OCTOBER 19, 1911"
OCTOBER 19,Hampstead,"Hampstead , Mrs. Bellord's Drawing - room Meeting , Miss Dykes Spicer , Miss Emily Davies , LL.D. , Miss Clementina Black .",,,"OCTOBER 19, 1911"
OCTOBER 20,Central Hackney,"Central Hackney , Mrs. Card's Drawing - room Meeting , Miss Chrystal Macmillan .",,,"OCTOBER 19, 1911"
OCTOBER 20,Camberwell,"Camberwell , Collyer Place , Open - air Meeting , Miss Helen Ward .",,,"OCTOBER 19, 1911"
OCTOBER 20,Sutton,"Sutton , Clanricarde , Brighton Road , Annual Meeting , Miss M. Sheepshanks .",,,"OCTOBER 19, 1911"
OCTOBER 20,Southwark,"Southwark , Mrs. Davies - Colley's Drawing - room Meeting , Mrs. Theodore Williams ( chair ) . Mrs. Stanbury .",,,"OCTOBER 19, 1911"
OCTOBER 20,Highgate,"Highgate , Mrs. Seeking's Drawing - room Meeting , Some Notable Women of the Middle Ages , "" Miss Lena Eckstein .",,,"OCTOBER 19, 1911"
OCTOBER 21,Muswell Hill,"Muswell Hill , corner of Queen's Avenue , Open - air Meeting , Mrs. Malcolm Mitchell , Mrs. Jacobs , Mrs. McRae .",,,"OCTOBER 19, 1911"
OCTOBER 23,Hampstead,"Hampstead , Mrs. Thompson's Drawing - room Meeting , Miss Abadam .",,,"OCTOBER 19, 1911"
OCTOBER 24,Fulham,"Fulham , 20 , Talgarth Road , W. Kensington , Drawing - room Meeting , Mrs. Corbett Ashby , the Lady Frances Balfour ( chair ) .",,,"OCTOBER 19, 1911"
OCTOBER 24,Camberwell,"Camberwell , Tintagel Crescent , Dulwich , Open - air Meeting , Speaker from the Men's League .",,,"OCTOBER 19, 1911"
OCTOBER 24,Sutton,"Sutton , Mrs. Stuart Davies's Drawing - room Meeting , Miss Mildred Watson .",,,"OCTOBER 19, 1911"
OCTOBER 26,Small Queen's Hall,"Small Queen's Hall , Miss Abadam .",,,"OCTOBER 19, 1911"
OCTOBER 27,Norwood,"Norwood , Suffrage Offices , Miss Abadam , Miss Emily Green .",,,"OCTOBER 19, 1911"
OCTOBER 27,Camberwell,"Camberwell , Grove Lane , Open - air Meeting , Speaker from Men's League .",,,"OCTOBER 19, 1911"
OCTOBER 31,Camberwell,"Camberwell , The Tabernacle , Rye Lane , Open - air Meeting , Speaker from Men's League .",,,"OCTOBER 19, 1911"
OCTOBER 20,Haddington,"Haddington , Parish Church Hall , Sale to be opened by Lady Betty Balfour , J.D. Hope , Esq . , M.P. ( chair ) .",,,"OCTOBER 19, 1911"
OCTOBER 20,Edinburgh,"Edinburgh , St. Cuthbert's Hall , Fancy Fair to be opened by Lady Betty Balfour .",,,"OCTOBER 19, 1911"
OCTOBER 23,Falkirk,"Falkirk , Lesser Hall , Miss Hilda Cotterill .",,,"OCTOBER 19, 1911"
OCTOBER 24,Perth,"Perth , Guildhall , "" At Home . """,,,"OCTOBER 19, 1911"
OCTOBER 19,"St. George's, Hanover Square","St. George's , Hanover Square , Liberal Association , Debate , Miss Ruth Young .",,,"OCTOBER 19, 1911"
OCTOBER 19,West London,"West London Co - op . Guild Medical Institute , Miss Helen Ward .",,,"OCTOBER 19, 1911"
OCTOBER 23,Stratford,"Stratford , Grove House Literary and Debating Society , Miss Helen Ward .",,,"OCTOBER 19, 1911"
OCTOBER 23,Stepney,"Stepney , B.W.T.A. , East End Council , Latimer Hall Bridge , S.W. , Miss Rinder .",,,"OCTOBER 19, 1911"
OCTOBER 23,Harlesden,"Harlesden , Tubbs Road Adult School , Miss Cockle .",,,"OCTOBER 19, 1911"
OCTOBER 23,Sutton,"Sutton , Congregational Church Rooms , Mothers ' Meeting , Miss Martineau .",,,"OCTOBER 19, 1911"
OCTOBER 25,North Hackney,"North Hackney , Constitutional Club , Debate - Opener , Mrs. Gimingham , M.A.",,,"OCTOBER 19, 1911"
OCTOBER 19,Cardiff,"Cardiff , Canton Parochial Hall , Midwives Association , Miss Helen Fraser .",,,"OCTOBER 19, 1911"
OCTOBER 20,Cardiff,"Cardiff , Free Church Auxiliary , Miss Helen Fraser",,,"OCTOBER 19, 1911"
OCTOBER 20,Oldham,"Oldham , Reform Club , Liberal Union , & Young Liberals , Miss Robertson , B.A. , W. Barton , Esq . , M.P. ( chair ) .",,,"OCTOBER 19, 1911"
OCTOBER 23,Cardiff,"Cardiff , Junior Conservative Club , Debate , Miss Helen Fraser , V. , Mr. D.A. Harries .",,,"OCTOBER 19, 1911"
OCTOBER 25,Oldham,"Oldham , Y.M.C.A. , "" Should Women Have Votes , "" Miss Mabel Sharples .",,,"OCTOBER 19, 1911"
OCTOBER 25,Bristol,"Bristol , W.L.A. , Mrs. Barrett , Mrs. W.C.H. Cross",,,"OCTOBER 19, 1911"
OCTOBER 26,Cambridge,"Cambridge , March , Meeting for Women Ratepayers , Mrs. Rackham .",,,"OCTOBER 19, 1911"
OCTOBER 30,Cardiff,"Cardiff , Women's Labour League , Miss Helen Fraser .",,,"OCTOBER 19, 1911"
OCTOBER 30,Norwich,"Norwich , St. Mary's Women's Adult School , Miss E. Brodrick .",,,"OCTOBER 19, 1911"
OCTOBER 19,Dublin,"Dublin , Annexe Hall , 35 , Molesworth Street , Irish W.S. and Local Gov. Ass . , Committee Meeting .",,Committee Meeting,"OCTOBER 19, 1911"
