Date,Location,Raw,Issue date
Thursday,Canning Town,"Canning Town , 124 , Barking Road . Miss Paterson","December 12 , 1913"
Thursday,"Elysee Galleries, Queen's Road, Bayswater","Elysee Galleries , Queen's Road , Bayswater . Mrs. Dacre Fox , Mrs. Armstrong , Miss Joan Wickham","December 12 , 1913"
Thursday,North Kensington,"North Kensington , Lancaster Road and Portobello Road . Miss Gwen Richards . Chair : Miss Whateley","December 12 , 1913"
Thursday,Poplar,"Poplar , Piggott Street . Miss C. Townsend","December 12 , 1913"
Friday,Bow,"Friday , Bow , Ford Road . Miss P. Rickards","December 12 , 1913"
Friday,Fulham,"Fulham , Munster Road . Miss M Wright","December 12 , 1913"
Friday,Poplar,"Poplar , Manchester Road and East Ferry Road","December 12 , 1913"
Friday,Sloane Square,Sloane Square . Miss Haig,"December 12 , 1913"
Friday,Thornton Heath Clock,Thornton Heath Clock . Mr. Cameron Swan . Chair : Miss Hardy,"December 12 , 1913"
Friday,West Ham,"West Ham , The Grove , Stratford","December 12 , 1913"
Friday,Edinburgh,"Edinburgh , West End . Miss Melrose","December 12 , 1913"
Friday,Dundee,"Friday , Dundee , Panmure Street . Miss Grant","December 12 , 1913"
Friday,Glasgow,"Glasgow , Charing Cross Halls","December 12 , 1913"
Saturday,Dundee,"Saturday , Dundee , Greenmarket . Miss Grant","December 12 , 1913"
Saturday,Edinburgh,"Edinburgh , The Mound . Miss Melrose","December 12 , 1913"
Monday,Aberdeen,"Monday , Aberdeen , Central Hall , Skene Street . Dr. Lyons","December 12 , 1913"
Monday,Ayr,"Ayr , E. U. Congregational Church Hall . Mrs. Councillor Neil","December 12 , 1913"
Monday,Nottingham,"Nottingham , Market Place","December 12 , 1913"
Tuesday,Bexhill,"Tuesday , Bexhill , Shop , Marina . At Home","December 12 , 1913"
Wednesday,Dundee,"Wednesday , Dundee , 61 , Nethergate","December 12 , 1913"
Wednesday,Nottingham,"Nottingham , Corn Exchange , Thurland Street . General Drummond , Miss Naylor","December 12 , 1913"
Thursday,Eastbourne,"Thursday , Eastbourne , 58A , Grove Road . Mrs. Dove Wilcox","December 12 , 1913"
Thursday,Leicester,"Leicester , Temperance Hall . Mrs. Pankhurst","December 12 , 1913"
Thursday,Pontypool,"Pontypool , St. James ' Hall . Mrs. Hedley","December 12 , 1913"
Friday,Dundee,"Friday , Dindee , Panmure Street . Miss Grant","December 12 , 1913"
