Date,Location,Raw,Speakers,Description,Issue date
MARCH 31,Wallasey,Wallasey - Liscard Concert Hall - At Home - Miss Ashton .,['Miss Ashton.'],At Home,"MARCH 17 , 1910"
MARCH 31,Rugby,Rugby - Market - Miss Gardner .,['Miss Gardner.'],,"MARCH 17 , 1910"
APRIL 2,Warrington,"Warrington - Parr Hall - Mrs . Snowden , Miss Abadam .","['Mrs. Snowden', 'Miss Abadam.']",,"MARCH 17 , 1910"
APRIL 6,London (Windsor and Eton),London ( Windsor and Eton ) -General Meeting - Mrs . Stanbury .,['Mrs. Stanbury.'],General Meeting.,"MARCH 17 , 1910"
APRIL 7,Dublin,"Dublin - 35 , Molesworth Street - Committee Meeting .",,Committee Meeting.,"MARCH 17 , 1910"
APRIL 7,Dublin,"Dublin - 35 , Molesworth Street - Miss Mason's Lantern Lecture .",['Miss Mason.'],Lantern Lecture.,"MARCH 17 , 1910"
APRIL 11,Salisbury,Salisbury - Miss Abadam - Evening Meeting .,['Miss Abadam.'],,"MARCH 17 , 1910"
APRIL 15,Bournemouth,"Bournemouth - Princes ' Hall , St. Peter's Road - Miss M. Corbett .",['Miss M. Corbett.'],,"MARCH 17 , 1910"
APRIL 20,Alderley Edge,Alderley Edge - Public Hall - Miss M. Robertson .,['Miss M. Robertson.'],,"MARCH 17 , 1910"
APRIL 20,London (Windsor and Eton),London ( Windsor and Eton ) -Guildhall - Mr . Baillie - Weaver .,['Mr. Baillie-Weaver.'],,"MARCH 17 , 1910"
APRIL 20,Hull,Hull - Co - op . Educational Institute - Mrs . Rackham .,['Mrs. Rackham.'],,"MARCH 17 , 1910"
APRIL 21,London (Blackheath),London ( Blackheath ) -Jobbin's Tea Rooms - Miss Sheepshanks .,['Miss Sheepshanks.'],,"MARCH 17 , 1910"
APRIL 21,Dublin,"Dublin - 35 , Molesworth Street - Committee Meeting .",,Committee Meeting.,"MARCH 17 , 1910"
