Date,Location,Raw,Speakers,Hosts,Issue date
OCTOBER 5,Dundee,"Dundee 12, Meadowside - Scottish Federation Execu- tive meeting",[],,"OCTOBER 3, 1912"
OCTOBER 8,Glasgow,"Glasgow - 11, Sherbrooke Avenue, Pollokshields- Hostess, Miss Morrison Speaker, Lady Frances Balfour",['Lady Frances Balfour'],,"OCTOBER 3, 1912"
OCTOBER 9,Glasgow,"Glasgow - Queen Margaret College - Hostess, Miss Melville- Speaker, Lady Frances Balfour",['Lady Frances Balfour'],,"OCTOBER 3, 1912"
OCTOBER 9,Glasgow,Glasgow - Charing Cross Hall Reception - Lady Frances Balfour,['Lady Frances Balfour'],,"OCTOBER 3, 1912"
OCTOBER 11,Newport,"Newport - Blyth Hall - Miss Maude Royden - Chair, Rev. C. Halliday, B.A.","['Miss Maude Royden', 'Rev. C. Halliday']",,"OCTOBER 3, 1912"
OCTOBER 11,Kilmarnock,Kilmarnock Oddfellows' Hall - Lady Frances Balfour,['Lady Frances Balfour'],,"OCTOBER 3, 1912"
OCTOBER 17,Hillhead,"Hillhead - 30, Sutherland Terrace Hostess, Mrs. Toms Speaker, Miss Watson",['Miss Watson'],,"OCTOBER 3, 1912"
OCTOBER 3,Highgate,"Highgate , N. - Chair, Mrs. F. T. Swan- wick, M.A.; Speaker, Mrs. Walter Hogg, L.L.B.- ""Why Men are Opposed to Women's Suffrage.""","['Mrs. F. T. Swanwick', 'Mrs. Walter Hogg']",,"OCTOBER 3, 1912"
OCTOBER 4,Deptford,"Deptford - Corner of Pepy's Road, New Cross Gate -open - air meeting - Speakers, Miss Ruth Young, Miss M. E. Hewitt","['Miss Ruth Young', 'Miss M. E. Hewitt']",,"OCTOBER 3, 1912"
OCTOBER 5,Norwood,"Norwood - Suffrage Offices - Mr. and Mrs. Shaw, Miss L. G. Ascher (chair)","['Mr. and Mrs. Shaw', 'Miss L. G. Ascher']",,"OCTOBER 3, 1912"
OCTOBER 5,Muswell Hill,"Muswell Hill The Exchange - open - air meeting- Speakers, Miss P. Fawcett, Miss H. D. Cockle","['Miss P. Fawcett', 'Miss H. D. Cockle']",,"OCTOBER 3, 1912"
OCTOBER 6,Croydon,"Croydon - Coombe Cliff, Coombe Road - drawing- room meeting - Miss Dempster (by kind invitation of Mrs. Allen)",['Miss Dempster'],,"OCTOBER 3, 1912"
OCTOBER 6,Chate,"Chate - Coilinson's Café - Miss I. O. Ford, Miss Seddon (chair)","['Miss I. O. Ford', 'Miss Seddon']",,"OCTOBER 3, 1912"
OCTOBER 7,North Paddington,"North Paddington - 47a, Clifton Gardens - Sewing meeting for London Society's Bazaar - Members and friends from all constituencies welcome",[],,"OCTOBER 3, 1912"
OCTOBER 7,Southwark,"Southwark, W. - Webber Street Mission, Webber Street, Blackfriars Road Speaker, Mrs. Rogers",['Mrs. Rogers'],,"OCTOBER 3, 1912"
OCTOBER 8,Chingford,"Chingford - W.L.A. - Spicer Memorial Hall, Buxton Road, Chingford - Debate - Speakers, Mrs. Stanbury, Miss Mabel Smith","['Mrs. Stanbury', 'Miss Mabel Smith']",,"OCTOBER 3, 1912"
OCTOBER 8,Fulham,"Fulham - 12, Fairholme Road, West Kensington- Drawing - room meeting - Speaker, Miss Janet Thomson, B.A.",['Miss Janet Thomson'],,"OCTOBER 3, 1912"
OCTOBER 9,Kennington,"Kennington - Moffatt Institute, Y. branch (temper- ance) Speaker, Miss Charlotte Elkin",['Miss Charlotte Elkin'],,"OCTOBER 3, 1912"
OCTOBER 10,South Paddington,"South Paddington - 75, Hereford Road, W. - Sewing meeting for the London Society's Bazaar Members and friends from all constituencies welcome",[],,"OCTOBER 3, 1912"
OCTOBER 10,North London,"North London Receptions - Y.M.C.A. - 17, Camden Road, N. - Speaker, Mrs. Savory",['Mrs. Savory'],,"OCTOBER 3, 1912"
OCTOBER 10,West Southwark,"West Southwark Corner of Friar Street and Great Suffolk Street Open - air meeting- Speakers, Miss Helen Ward, Mr. F. N. Sargeant","['Miss Helen Ward', 'Mr. F. N. Sargeant']",,"OCTOBER 3, 1912"
OCTOBER 10,"Hackney, Central","Hackney, Central - Clapton Presbyterian Church of England Lecture Hall, Cricketfield Road Speaker, Miss P. Fawcett",['Miss P. Fawcett'],,"OCTOBER 3, 1912"
OCTOBER 11,Memorial Hall,"Memorial Hall - Farringdon Street, E.C. - Publio meeting arranged specially for members of printing and allied trades. -Chair, Miss Helen Ward - Speakers, Miss Margaret Robertson, Mr. C. W. Bowerman, M.P., Mr. Evans, Mr. Naylor, Mr. Holmes","['Miss Helen Ward', 'Miss Margaret Robertson', 'Mr. C. W. Bowerman', 'Mr. Evans', 'Mr. Naylor', 'Mr. Holmes']",,"OCTOBER 3, 1912"
OCTOBER 11,Deptford,"Deptford Deptford Broadway - Open - air meeting- Speakers, Miss W. A. Elkin, Miss M. Goddard","['Miss W. A. Elkin', 'Miss M. Goddard']",,"OCTOBER 3, 1912"
OCTOBER 14,North Paddington,"North Paddington - 47a, Clifton Gardens, Maida Vale, W. - Sewing meeting for the London Society's Bazaar Members and friends from all constituencies welcome",[],,"OCTOBER 3, 1912"
OCTOBER 14,Highgate,"Highgate - 26, West Hill - Working meeting for London Society's Bazaar Members and friends from all neighbouring constituencies welcome",[],,"OCTOBER 3, 1912"
OCTOBER 14,Tottenham,"Tottenham Branch Women's Co-operative Guild- Speaker, Mrs. H. E. Rawlings, on Women's Suffrage",['Mrs. H. E. Rawlings'],,"OCTOBER 3, 1912"
OCTOBER 14,Northwood,"Northwood - Drawing - room meeting - Hostess, Mrs. Abbott, Croyland Road Speaker, Miss M. Sheepshanks",['Miss M. Sheepshanks'],,"OCTOBER 3, 1912"
OCTOBER 14,West Southwark,"West Southwark - Corner of Borough Road and St. George's Oircus - open - air meeting- Speakers, Miss Agnes Dawson, Miss Stoehr, Miss Fielden","['Miss Agnes Dawson', 'Miss Stoehr', 'Miss Fielden']",,"OCTOBER 3, 1912"
OCTOBER 15,Woodford,"Woodford - I.L.P. - Women's Suffrage meeting- ""Sir Wilfred Lawson Hotel,"" Wood- ford Green",[],,"OCTOBER 3, 1912"
OCTOBER 16,Islington,"Islington - Unitey Church Schoolroom - Upper Street Women's Suffrage meeting- debate Anti, Mrs. Southgate; Pro, Miss J. H. Thomson, M.A.","['Mrs. Southgate', 'Miss J. H. Thomson']",,"OCTOBER 3, 1912"
OCTOBER 6,Birmingham,"Birmingham - Somerset Road, Handsworth - Men's Brotherhood - Mrs. Ring",['Mrs. Ring'],,"OCTOBER 3, 1912"
OCTOBER 6,Westminster,"Westminster Men's Adult School Hop Gardens- St. Martin's Lane Speaker, Miss I. B. O'Malley","[""Miss I. B. O'Malley""]",,"OCTOBER 3, 1912"
OCTOBER 6,Islington,"Islington W.L.A. - 314, Caledonian Road - Speaker on W.S. for Women's Suffrage",[],,"OCTOBER 3, 1912"
OCTOBER 6,Highgate,"Highgate - 26, West Hill - Working meeting for London Society's Bazaar - Members and friends from all neighbouring constituencies welcome",[],,"OCTOBER 3, 1912"
OCTOBER 6,West Newington,"West Newington - Corner of Trinity Street and Borough High Street - Speakers, Miss Ellen Walshe, Miss H. D. Cockles, Mr. Walter Hogg","['Miss Ellen Walshe', 'Miss H. D. Cockles', 'Mr. Walter Hogg']",,"OCTOBER 3, 1912"
OCTOBER 11,Darlington,"Darlington Ferry Hill Literary and Debating Society - Miss Lucas on Suffrage ""Women's""",['Miss Lucas'],,"OCTOBER 3, 1912"
