Date,Location,Raw,Speakers,Description,Issue date
September 13,"Leeds, East End Park","Leeds , East End Park",,,"September 10 , 1909"
September 14,"Birmingham, Portland Street, Aston and Wheeley's Lane Rooms","Birmingham , Portland Street , Aston and Wheeley's Lane Rooms",['Mrs. B. Smith'],,"September 10 , 1909"
September 14,Campden Hill Square,"2 , Campden Hill Square","['Miss Evelyn Sharp', 'Mrs. Eates', 'Miss Brackenbury']",,"September 10 , 1909"
September 14,"Torquay, Strand","Torquay , Strand",['Miss Howey'],,"September 10 , 1909"
September 14,"Sheffield, Pool Square","Sheffield , Pool Square","['Miss C. Marsh', 'Miss Irons']",,"September 10 , 1909"
September 15,"Birmingham, Rainsford's, Jarrett and Iron","Birmingham , Rainsford's , Jarrett and Iron",['Miss Laura Ainsworth'],,"September 10 , 1909"
September 15,"Birmingham, Midland Vinegar Works, Aston","Birmingham , Midland Vinegar Works , Aston",['Mrs. B. Smith'],,"September 10 , 1909"
September 15,"Birmingham, Carriage Works","Birmingham , Carriage Works",['Miss Laura Ainsworth'],,"September 10 , 1909"
September 15,"Birmingham, Handsworth","Birmingham , Handsworth",['Miss Mary Gawthorpe'],,"September 10 , 1909"
September 15,"Birmingham, Green Lane and Grange Road","Birmingham , Green Lane and Grange Road",['Mrs. Dove - Willcox'],,"September 10 , 1909"
September 15,"Birmingham, Common Lane and Washwood Heath","Birmingham , Common Lane and Washwood Heath","['Miss Woodlock', 'Miss Maud Crewe']",,"September 10 , 1909"
September 15,Stockport,Stockport,,,"September 10 , 1909"
September 15,"Bristol, Horsefair","Bristol , Horsefair",,,"September 10 , 1909"
September 16,"Birkenhead, Park Gates","Birkenhead , Park Gates",['Miss Mary Gawthorpe'],,"September 10 , 1909"
September 16,"Birmingham, Albion Works, Saltley","Birmingham , Albion Works , Saltley",['Mrs. Dove - Willcox'],,"September 10 , 1909"
September 16,"Birmingham, Dunlop's Works, Aston","Birmingham , Dunlop's Works , Aston",['Miss Laura Ainsworth'],,"September 10 , 1909"
September 16,"Birmingham, Belliss and Marcom, Ladywood","Birmingham , Belliss and Marcom , Ladywood",['Miss Laura Ainsworth'],,"September 10 , 1909"
September 16,"Birmingham, Stratford Place and Camp Hill","Birmingham , Stratford Place and Camp Hill","['Miss G. M. Hazel', 'Miss Burkitt']",,"September 10 , 1909"
September 16,Burnley,Burnley,,,"September 10 , 1909"
September 16,St. James's Hall,"St. James's Hall , At Home","['Mrs. Pethick Lawrence', 'Miss Christabel Pankhurst']",At Home,"September 10 , 1909"
September 16,"St. Mary Church, Monument","St. Mary Church , Monument",['Miss Howey'],,"September 10 , 1909"
September 16,"Bristol, Temple Church, Victoria Street","Bristol , Temple Church , Vic- toria Street",['Mrs. Dove - Willcox'],,"September 10 , 1909"
September 17,"Forfar, Meffar Institute","Forfar , At Home , Meffar In- stitute",['Mrs. Drummond'],At Home,"September 10 , 1909"
September 17,Rochdale,Rochdale,,,"September 10 , 1909"
September 17,"Bristol, Armoury Square","Bristol , Armoury Square",['Mrs. Bessie Smith'],,"September 10 , 1909"
September 25,Coventry,Coventry Demonstration,,Demonstration,"September 10 , 1909"
September 28,Redcar,Redcar,['Mrs. Pethick Lawrence'],,"September 10 , 1909"
September 29,Middlesbrough,Middlesbrough,['Mrs. Pethick Lawrence'],,"September 10 , 1909"
October 4,"Queen's Hall, London","Queen's Hall , At Home",,At Home,"September 10 , 1909"
October 7,"Royal Albert Hall, London",Royal Albert Hall,['Mrs. Pankhurst'],,"September 10 , 1909"
October 9,"Waverley, Edinburgh","Edinburgh , Great Scottish Demonstration , Waverley",['Mrs. Pankhurst'],Great Scottish Demonstration,"September 10 , 1909"
October 11,"Sun Hall, Liverpool","Liverpool , Sun Hall",['Mrs. Pankhurst'],,"September 10 , 1909"
October 13,Blackheath Concert Hall,Blackheath Concert Hall,"['Mrs. Pethick Lawrence', 'Lady Constance Lytton']",,"September 10 , 1909"
October 21,"Town Hall, Launceston","Launceston , Town Hall","['Mrs. Pethick Lawrence', 'Miss Annie Kenney']",,"September 10 , 1909"
October 21,"Public Rooms, Truro","Truro , Public Rooms",,,"September 10 , 1909"
October 22,Market,Market,"['Mrs. Pethick Lawrence', 'Miss Annie Kenney']",,"September 10 , 1909"
October 27,"Whitefield's Tabernacle, Tottenham Court Road, London","Whitefield's Tabernacle , Tottenham Court Road",['Miss Christabel Pankhurst'],,"September 10 , 1909"
