Date,Location,Raw,Description,Speakers,Hosts,Issue date
FEBRUARY 9,Croydon Adult School Hall,Croydon Adult School Hall - At Home - Mrs . Auerbach . 4.0,At Home,,['Mrs. Auerbach'],"FEBRUARY 2, 1911"
FEBRUARY 9,"Newcastle - 27, Ridley Place","Newcastle - 27 , Ridley Place - Discussion . 7.0",Discussion,[],,"FEBRUARY 2, 1911"
FEBRUARY 9,Colwyn Bay St. Paul's Church Room,"Colwyn Bay St. Paul's Church Room- "" How the Vote was Won . "" 8.0","""How the Vote was Won""",[],,"FEBRUARY 2, 1911"
FEBRUARY 9,Weston-super-Mare,"Weston - super - Mare - Public 3.15 Meeting Miss Abadam , Mrs. W. C. H. Cross ( chair ) .",Public Meeting,"['Miss Abadam', 'Mrs. W.C.H. Cross (chair)']",,"FEBRUARY 2, 1911"
FEBRUARY 10,"Brighton - Steine House, Old Steine","Brighton - Steine House , Old Steine - Annual Meeting - Members 3.30 Only Mrs. Cooper .",Annual Meeting - Members Only,['Mrs. Cooper'],,"FEBRUARY 2, 1911"
FEBRUARY 3,"Sutton, Miss Close's","LONDON , Feb. 3 : Sutton , Miss Close's Drawing - room Meeting , Lecture , "" Miss Buss and Miss Beale , "" Miss J. Thomson . 3.30","Drawing-room Meeting, Lecture, ""Miss Buss and Miss Beale""",['Miss J. Thomson'],['Miss Close'],"FEBRUARY 2, 1911"
FEBRUARY 4,"Norwood, Suffrage Offices","Feb. 4 : Norwood , Suffrage Offices , Debate , Miss Abadam , Mrs. Stewart . 8.0",Debate,"['Miss Abadam', 'Mrs. Stewart']",,"FEBRUARY 2, 1911"
FEBRUARY 6,"S. Paddington, Ethical Church Lecture Hall","Feb. 6 : S. Paddington , Ethical Church Lecture Hall , Miss E. A. Bompas , Miss M. Hodge , Mr. F. Henlé ( chair ) . 8.30",,"['Miss E.A. Bompas', 'Miss M. Hodge', 'Mr. F. Henlé (chair)']",,"FEBRUARY 2, 1911"
FEBRUARY 8,"Windsor, Albert Institute","Feb. 8 : Windsor , Albert Institute , Play and Concert .",Play and Concert,[],,"FEBRUARY 2, 1911"
FEBRUARY 15,"Epsom, Mrs. Newsom's","Feb. 15 : Epsom , Mrs. Newsom's Drawing - room Meeting , Lecture , "" Mary Carpenter and Frances Power Cobb , "" Miss Bompas . 3.15","Drawing-room Meeting, Lecture, ""Mary Carpenter and Frances Power Cobb""",['Miss Bompas'],['Mrs. Newsom'],"FEBRUARY 2, 1911"
FEBRUARY 3,"Edinburgh, 40, Shandwick Place","SCOTLAND . Feb. 3 : Edinburgh , 40 , Shandwick Place , At Home , "" Is Our Demand Merely Political ? "" Mrs. Cumming- Craig . 4.30","At Home, ""Is Our Demand Merely Political?""",['Mrs. Cumming-Craig'],,"FEBRUARY 2, 1911"
FEBRUARY 3,"Edinburgh, Pipe Street Hall, Portobello","Edinburgh , Pipe Street Hall , Portobello , Miss Frances Parker . 8.0",,['Miss Frances Parker'],,"FEBRUARY 2, 1911"
FEBRUARY 7,"Perth, Grand Hotel","Feb. 7 : Perth , Grand Hotel , Mrs. Hunter ( Glasgow ) . 8.0",,['Mrs. Hunter (Glasgow)'],,"FEBRUARY 2, 1911"
FEBRUARY 8,"Edinburgh, Mrs. White's","Feb. 8 : Edinburgh , Mrs. White's Drawing - room Meeting , Miss Alice Low . 4.0",Drawing-room Meeting,['Miss Alice Low'],['Mrs. White'],"FEBRUARY 2, 1911"
FEBRUARY 10,"Edinburgh, 40, Shandwick Place","Feb. 10 : Edinburgh , 40 , Shandwick Place , At Home , Mrs. Malcolm Darling . 4.30",At Home,['Mrs. Malcolm Darling'],,"FEBRUARY 2, 1911"
FEBRUARY 15,"Edinburgh, Mrs. Melville's","Feb. 15 : Edinburgh , Mrs. 8.0 Melville's Drawing - room Meeting , Miss Mair , Miss Alice Low . 4.30",Drawing-room Meeting,"['Miss Mair', 'Miss Alice Low']",['Mrs. Melville'],"FEBRUARY 2, 1911"
