Date,Location,Raw,Speakers,Hosts,Description,Issue date
JUNE 7,GATESHEAD,"GATESHEAD - Garden Party - The Red House , Durham Road ( Mr. and Mrs. Fred Emley ) - Addresses , Mrs. Biltcliffe - Music , conjuring , & c .",['Mrs. Biltcliffe'],,,"MAY 30 , 1913"
MAY 30,"Westminster Palace Hotel, Victoria Street, S.W.","WESTMINSTER PALACE HOTEL London Society's Reception - Chair , Mrs. F. T. Swan- wick , M.A. - Speakers , Miss K. D. Courtney , Mrs. Rackham , P.L.G. , Miss A. M. Royden","['Mrs. F.T. Swanwick', 'Miss K.D. Courtney', 'Mrs. Rackham', 'Miss A.M. Royden']",,,"MAY 30 , 1913"
MAY 30,Muswell Hill,"MUSWELL HILL - Open - air Meeting at The Exchange ( Corner of Queen's Avenue ) - Speakers , Miss P. Fawcett , Miss O'Malley","['Miss P. Fawcett', ""Miss O'Malley""]",,,"MAY 30 , 1913"
MAY 31,N. Kensington,"N. KENSINGTON - Open - air Meeting , corner Lancaster Road and Ladbroke Grove- Speakers , Miss Agnes Dawson , Miss Elkin","['Miss Agnes Dawson', 'Miss Elkin']",,,"MAY 30 , 1913"
MAY 31,Norwood,"NORWOOD - Office of the Suffrage Society , 42 , Anerley Road - Speaker , Miss Abadam - Chair , Miss Archer",['Miss Abadam'],,,"MAY 30 , 1913"
JUNE 2,Epsom,"EPSOM - Annual Meeting at Orchard Dene- Hostess , Mrs. Horner - Speaker , Mrs. Giming- ham , M.A. - Chair , Mrs. Homan","['Mrs. Gimmingham', 'Mrs. Homan']",,,"MAY 30 , 1913"
JUNE 3,Lambeth and Southwark,"LAMBETH AND SOUTHWARK - Jumble Sale at Aldford House , 10 , Lambeth Walk , S.E.",,,,"MAY 30 , 1913"
JUNE 3,Kennington,"KENNINGTON - Wesleyan Women's Meeting , Wesleyan Chapel , Vauxhall Walk , S.W.- Speaker , Miss R. Young",['Miss R. Young'],,,"MAY 30 , 1913"
JUNE 4,Clerkenwell,"CLERKENWELL - Meeting of the Finsbury Independent Labour Party at 41 , Exmouth Street Speaker , Mrs. J. Baker",['Mrs. J. Baker'],,,"MAY 30 , 1913"
JUNE 4,Islington,"ISLINGTON - Open - air Meeting at Packington Street , Essex Road - Chair , Miss McGrigor- Speaker , Miss Hewitt","['Miss McGrigor', 'Miss Hewitt']",,,"MAY 30 , 1913"
JUNE 5,Deptford,"DEPTFORD Public Meeting at L.C.C. School , Childeric Road - Chair , R. C. Phillimore , Esq . , L.C.C. - Speakers , Miss I. O. Ford , Miss Mar- garet McMillan , Dr. J. F. Unstead , M.A. , F.R.G.S.","['R.C. Phillimore', 'Miss I.O. Ford', 'Miss Margaret McMillan', 'Dr. J.F. Unstead']",,,"MAY 30 , 1913"
JUNE 5,Walthamstow,"WALTHAMSTOW - Meeting at the Pioneer In- stitute , 182 , Hoe Street - Chair , Mrs. Reeve- Speaker , Miss J. H. Thomson , M.A.","['Mrs. Reeve', 'Miss J.H. Thomson']",,,"MAY 30 , 1913"
JUNE 6,Finchley,"FINCHLEY - Meeting of the Finchley Branch and the local Women's Liberal Association at 5 , Fenstanton Avenue , Woodhouse Road , N. Finchley Hostess , Mrs. Macfarlane - Speaker , Miss Anna Martin , B.A. , on "" The Mother and the Vote ""","['Mrs. Macfarlane', 'Miss Anna Martin']",,,"MAY 30 , 1913"
JUNE 8,Gravesend and Northfleet,"GRAVESEND AND NORTHFLEET - Meeting of the local Branch of the Independent Labour Party at the Labour Hall , London Road , Rosherville Speaker , Mrs. Stanbury ( Member of Executive Committee , N.U.W.S.S. )",['Mrs. Stanbury'],,,"MAY 30 , 1913"
MAY 30,EDINBURGH,"EDINBURGH - 40 , Shandwick Place , "" At Home """,,,"""At Home""","MAY 30 , 1913"
JUNE 3,FAULDHOUSE,"FAULDHOUSE - Open - air Meeting - Speakers , Miss Alice Low , Miss Lisa M. Gordon","['Miss Alice Low', 'Miss Lisa M. Gordon']",,,"MAY 30 , 1913"
JUNE 5,BROXBURN,"BROXBURN - Open - air Meeting Speakers , Miss Alice Low , Miss Pressley - Smith","['Miss Alice Low', 'Miss Pressley-Smith']",,,"MAY 30 , 1913"
