Date,Location,Raw,Speakers,Description,Issue date
JUNE 15,Battersea Park,"Battersea Park . Mrs. Hughes , Mrs. Duval","['Mrs. Hughes', 'Mrs. Duval']",,"June 13 , 1913"
JUNE 15,"Bethnal Green, Church Socialist League","Bethnal Green , Church Socialist League . Miss E. Billing",['Miss E. Billing'],,"June 13 , 1913"
JUNE 15,Ealing Common,"Ealing Common . Mrs. Tidswell . Chair : Mr. Fred G. Arney , M.A.",['Mrs. Tidswell'],,"June 13 , 1913"
JUNE 15,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Mrs. Bouvier",['Mrs. Bouvier'],,"June 13 , 1913"
JUNE 15,"Hyde Park, W","Hyde Park , W",,"Hyde Park, W","June 13 , 1913"
JUNE 15,"Kensington High Street, King Street","Kensington High Street , King Street , M.F.W.S.",,M.F.W.S.,"June 13 , 1913"
JUNE 15,Lewisham Market Place,Lewisham Market Place . Miss Jacobs,['Miss Jacobs'],,"June 13 , 1913"
JUNE 15,Regent's Park,"Regent's Park . M.P.U. Miss E. Myers , Mr. Charles Gray","['Miss E. Myers', 'Mr. Charles Gray']",,"June 13 , 1913"
JUNE 15,Streatham Common,Streatham Common . Miss Naylor,['Miss Naylor'],,"June 13 , 1913"
JUNE 15,Victoria Park,Victoria Park,,,"June 13 , 1913"
JUNE 16,"Bow, Out-and-Out Mission Hall, Tredegar Road","Bow , Out - and - Out Mission Hall , Tredegar Road . Miss Evelyn Billing",['Miss Evelyn Billing'],,"June 13 , 1913"
JUNE 16,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Working Women's Meeting : Mrs. Smith",['Mrs. Smith'],,"June 13 , 1913"
JUNE 16,"London Pavilion, Piccadilly Circus, W","the London Pavilion , Piccadilly Circus , W. Rev. Gertrude von Petzold",['Rev. Gertrude von Petzold'],,"June 13 , 1913"
JUNE 16,"Pigott Street, Burdett Road, E","Pigott Street , Burdett Road , E. Miss Evelyn Billing",['Miss Evelyn Billing'],,"June 13 , 1913"
JUNE 16,"South Kensington, Junction of Richmond Road and Warwick Road","South Kensington , Junction of Richmond Road and Warwick Road . Miss Rushbrooke . Chair : Mrs. Hinchley",['Miss Rushbrooke'],,"June 13 , 1913"
JUNE 17,Chelsea,Chelsea Miss Coombs,['Miss Coombs'],,"June 13 , 1913"
JUNE 17,"Stepney, Mile End Waste","Stepney , Mile End Waste . Miss Bonwick , B.A. Chair : Miss Newstead","['Miss Bonwick, B.A.']",,"June 13 , 1913"
JUNE 17,Chelsea,Chelsea . Mrs. Temple Bird,['Mrs. Temple Bird'],,"June 13 , 1913"
JUNE 17,"Chelsea, King's Road, Manor Street","Chelsea , King's Road , Manor Street . M.F.W.S.",,M.F.W.S.,"June 13 , 1913"
JUNE 17,"Croydon, Katherine Street","Croydon , Katherine Street . Miss Kelly , Miss Hardy","['Miss Kelly', 'Miss Hardy']",,"June 13 , 1913"
JUNE 17,"Limehouse, The Triangle","Limehouse , The Triangle . Miss E. Billing",['Miss E. Billing'],,"June 13 , 1913"
JUNE 17,Thornton Heath Clock,"Thornton Heath Clock . Miss Macaulay , Miss P. Julian","['Miss Macaulay', 'Miss P. Julian']",,"June 13 , 1913"
JUNE 18,Hackney Baths,Hackney Baths,,,"June 13 , 1913"
JUNE 18,Hammersmith Broadway,Hammersmith Broadway . M.F.W.S,,M.F.W.S,"June 13 , 1913"
JUNE 18,"Stepney, Oxford Street and Jamaica Street","Stepney , Oxford Street and Jamaica Street . Miss R. E. Barry",['Miss R. E. Barry'],,"June 13 , 1913"
JUNE 18,"Jamaica Street, Commercial Road, E","Jamaica Street , Commercial Road , E. Miss E. Billing",['Miss E. Billing'],,"June 13 , 1913"
JUNE 18,"Palmer's Green, 6, Stonard Road","Palmer's Green , 6 , Stonard Road . Fireside Talks",,Fireside Talks,"June 13 , 1913"
JUNE 18,Southfields,Southfields . Chair : Mrs. Huggett,,,"June 13 , 1913"
JUNE 19,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss Gwen Richard",['Miss Gwen Richard'],,"June 13 , 1913"
JUNE 19,"Harringay, Green Lanes and Chesterfield Gardens","Harringay , Green Lanes and Chesterfield Gardens .",['Miss Ada Moore'],,"June 13 , 1913"
JUNE 19,"Memorial Hall, Farringdon Street, E.C.","Memorial Hall , Farringdon Street , E.C. Miss Naylor , Miss Bonwic's , B.A. , Miss Jarvis","['Miss Naylor', ""Miss Bonwic's, B.A."", 'Miss Jarvis']",,"June 13 , 1913"
JUNE 19,"Kensington, Wright's Lane, High Street","Kensington , Wright's Lane , High Street . Miss Macaulay . Chair : Miss Haig",['Miss Macaulay'],,"June 13 , 1913"
JUNE 20,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Speakers ' Class",,Speakers' Class,"June 13 , 1913"
JUNE 20,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road ,",['Mrs. Leigh'],,"June 13 , 1913"
JUNE 20,Limehouse Town Hall,Limehouse Town Hall .,"['Miss Sylvia Pankhurst', 'Miss Gwen Richard', 'Councillor Sumner']",,"June 13 , 1913"
JUNE 20,Kensington,Kensington . Miss Evelyn Sharp . Hostess : Miss Rock,['Miss Evelyn Sharp'],,"June 13 , 1913"
JUNE 20,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway . Speakers ' Class .",,Speakers' Class,"June 13 , 1913"
JUNE 20,"North Kensington, Free Library, Ladbroke Grove","North Kensington , Free Library , Ladbroke Grove . Miss Gwen Richard",['Miss Gwen Richard'],,"June 13 , 1913"
JUNE 20,Sloane Square,Sloane Square . Mrs. Penn Gaskell,['Mrs. Penn Gaskell'],,"June 13 , 1913"
JUNE 20,"West Ham, Stratford Broadway","West Ham , Stratford Broadway",,,"June 13 , 1913"
JUNE 13,"Glasgow, Charing Cross Halls","Glasgow , Charing Cross Halls . Mrs. Beldon",['Mrs. Beldon'],,"June 13 , 1913"
JUNE 13,"Dundee, Greenmarket","Dundee , Greenmarket",['Miss Grant'],,"June 13 , 1913"
JUNE 13,"Arbroath, Brothy Bridge","Arbroath , Brothy Bridge . Mrs. Renny",['Mrs. Renny'],,"June 13 , 1913"
JUNE 13,"Dundee, Panmure Street","Dundee , Panmure Street .",[],,"June 13 , 1913"
JUNE 13,"Edinburgh, Leopold Place","Edinburgh , Leopold Place . Miss Lambie , Madame Liptay","['Miss Lambie', 'Madame Liptay']",,"June 13 , 1913"
JUNE 13,"Edinburgh, Haymarket","Edinburgh , Haymarket . Miss Burn - Murdoch",['Miss Burn-Murdoch'],,"June 13 , 1913"
JUNE 13,Morpeth,"Morpeth . Miss L. Mitchell , Mrs. Crow","['Miss L. Mitchell', 'Mrs. Crow']",,"June 13 , 1913"
JUNE 13,North Shields,"North Shields . Miss S. Eden , Mrs. Bates , Miss E. Fussell","['Miss S. Eden', 'Mrs. Bates', 'Miss E. Fussell']",,"June 13 , 1913"
JUNE 13,"Norwich, Thatched Assembly Rooms","Norwich , Thatched Assembly Rooms . Miss Naylor , Miss West","['Miss Naylor', 'Miss West']",,"June 13 , 1913"
JUNE 13,"Reading, The Butts","Reading , The Butts . Miss Gwen Richard . Chair : Miss Garrett",['Miss Gwen Richard'],,"June 13 , 1913"
JUNE 14,"Edinburgh, Country","Edinburgh , Country . Miss Melrose",['Miss Melrose'],,"June 13 , 1913"
JUNE 14,"Newcastle, Annfield Plain","Newcastle , Annfield Plain . Miss L. Mitchell , Miss M. Smith","['Miss L. Mitchell', 'Miss M. Smith']",,"June 13 , 1913"
JUNE 14,"Newcastle, Birtley","Newcastle , Birtley . Miss S. Eden , Miss Faulkner","['Miss S. Eden', 'Miss Faulkner']",,"June 13 , 1913"
JUNE 14,"Newcastle, Penshaw","Newcastle , Penshaw . Mrs. Crow , Mrs. Bell , Miss E. Fussell","['Mrs. Crow', 'Mrs. Bell', 'Miss E. Fussell']",,"June 13 , 1913"
JUNE 15,"Cardiff, Tondu, N.U.R.","Cardiff , Tondu , N.U.R. Miss Annie Williams",['Miss Annie Williams'],,"June 13 , 1913"
JUNE 15,"Edinburgh, Leith Links","Edinburgh , Leith Links . Mrs. Finlayson Gauld",['Mrs. Finlayson Gauld'],,"June 13 , 1913"
JUNE 15,"Norwich, Tombland","Norwich , Tombland . Miss West",['Miss West'],,"June 13 , 1913"
JUNE 16,"Dundee, Methven Street, Lochee","Dundee , Methven Street , Lochee",,,"June 13 , 1913"
JUNE 16,"Edinburgh, Tollcross","Edinburgh , Tollcross . Miss Lambie , Madame Liptay","['Miss Lambie', 'Madame Liptay']",,"June 13 , 1913"
JUNE 17,"Barrow, Cavendish Square","Barrow , Cavendish Square . Miss Elizabeth Grew",['Miss Elizabeth Grew'],,"June 13 , 1913"
JUNE 17,Perth,Perth,,,"June 13 , 1913"
JUNE 18,"Birmingham, 97, John Bright Street","Birmingham , 97 , John Bright Street",,,"June 13 , 1913"
JUNE 19,"Reading, Palmer Hall","Reading , Palmer Hall . Miss Barbara Wylie . Chair : Miss Garrett",['Miss Barbara Wylie'],,"June 13 , 1913"
JUNE 19,"Reading, Tilehurst","Reading , Tilehurst . Miss Barbara Wylie . Chair : Miss Garrett",['Miss Barbara Wylie'],,"June 13 , 1913"
JUNE 20,"Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"June 13 , 1913"
JUNE 20,"Reading, The Butts","Reading , The Butts . Miss Guttridge . Chair : Miss Garrett",['Miss Guttridge'],,"June 13 , 1913"
