Date,Location,Raw,Description,Speakers,Hosts,Issue date
NOVEMBER 24,Wolverhampton - Saunders' Café,"Wolverhampton - Saunders ' Café - Meeting for Women Teacher Mrs. Ring , Miss Pearson ( chair ) .",Meeting for Women Teacher,['Mrs. Ring'],,"NOVEMBER 16 , 1911"
NOVEMBER 24,Tynemouth,Tynemouth - Miss Atkinson's Drawing - room Meeting - Miss Margaret Ashton .,Miss Atkinson's Drawing-room Meeting,['Miss Margaret Ashton'],,"NOVEMBER 16 , 1911"
NOVEMBER 25,"Ventnor, Isle of Wight - Pavillion Hall","Ventnor , Isle of Wight - Pavillion Hall - The Lady Betty Balfour , Dr. Robertson ( chair ) .",,['The Lady Betty Balfour'],,"NOVEMBER 16 , 1911"
NOVEMBER 25,Bristol - Fine Arts Academy,"Bristol - Fine Arts Academy - Grand Forest of Christmas Trees Side Shows , etc. ","Grand Forest of Christmas Trees Side Shows, etc.",,,"NOVEMBER 16 , 1911"
NOVEMBER 25,Leeds - Albert Hall,Leeds - Albert Hall - Performance by Actresses ' Franchise League .,Performance by Actresses' Franchise League,,,"NOVEMBER 16 , 1911"
NOVEMBER 27,"Newcastle-on-Tyne - 27, Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place - Speakers ' Class conducted by Miss C. M. Gordon , M.A. "" The Disabilities of Married Women . ""","Speakers' Class conducted by Miss C. M. Gordon, M.A. ""The Disabilities of Married Women.""",,,"NOVEMBER 16 , 1911"
NOVEMBER 27,Blackburn - Town Hall,"Blackburn Town Hall - The Lady Frances Balfour , Mrs. Philip Snowden , and others .",,"['The Lady Frances Balfour', 'Mrs. Philip Snowden']",,"NOVEMBER 16 , 1911"
NOVEMBER 27,"Eccles - St. Andrew's School, Monton","Eccles St. Andrew's School , Monton- "" The Progress of the Ele- mentary School "" -J . H. Hudson , M.A.",,"['J. H. Hudson, M.A.']",,"NOVEMBER 16 , 1911"
NOVEMBER 28,"Hull - 17, Jameson Street","Hull - 17 , Jameson Street "" White Elephant "" Sale .","""White Elephant"" Sale",,,"NOVEMBER 16 , 1911"
NOVEMBER 28,Bournemouth - Town Hall Avenue,"Bournemouth - Town Hall Avenue- "" At Home . ""","""At Home""",,,"NOVEMBER 16 , 1911"
NOVEMBER 28,Chester - Music Hall,Chester - Music Hall - The Lady Frances Balfour .,,['The Lady Frances Balfour'],,"NOVEMBER 16 , 1911"
NOVEMBER 29,"Newcastle-on-Tyne - 27, Ridley Place","Newcastle - on - Tyne 27 , Ridley Place - Teachers ' "" At Home "" - Monologue , Miss Edith Ericsson . Speaker : Dr. E. Williams .","Teachers' ""At Home"" - Monologue, Miss Edith Ericsson",['Dr. E. Williams'],,"NOVEMBER 16 , 1911"
NOVEMBER 29,Ashton-under-Lyne - Town Hall,"Ashton - under - Lyne Town Hall - The Lady Betty Balfour , Mrs. Stewart Brown , Miss M. Robertson , B.A. , Coun- cillor G. H. Coop , J.P. ( chair ) .",,"['The Lady Betty Balfour', 'Mrs. Stewart Brown', 'Miss M. Robertson, B.A.']",,"NOVEMBER 16 , 1911"
NOVEMBER 29,Penarth - All Saints' Church Rooms,Penarth - All Saints ' Church Rooms - Cake and Apron Sale .,Cake and Apron Sale,,,"NOVEMBER 16 , 1911"
NOVEMBER 29,Frodsham - Drill Hall,Frodsham - Drill Hall - The Lady Frances Balfour .,,['The Lady Frances Balfour'],,"NOVEMBER 16 , 1911"
NOVEMBER 29,"Nottingham - Offices, 54, Long Row","Nottingham - Offices , 54 , Long Row- "" At Home "" -Mrs . Greenwood .","""At Home""",['Mrs. Greenwood'],,"NOVEMBER 16 , 1911"
NOVEMBER 29,Burton-on-Trent - Town Hall,"Burton - on - Trent - Town Hall - The Earl of Lytton , Mrs. Philip Snowden , Ald . Tresise ( chair ) .",,"['The Earl of Lytton', 'Mrs. Philip Snowden']",,"NOVEMBER 16 , 1911"
NOVEMBER 29,"Sunderland - Reception Room, ""The Royalty""","Sunderland - Reception Room , "" The Royalty "" -Mrs . Philip Snowden .",,['Mrs. Philip Snowden'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Mile End, Latimer Hall, Bridge Street","Mile End , Latimer Hall , Bridge Street , B.W.T.A. , Miss Rinder .",,['Miss Rinder'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Hoxton, Market Ragged School Mission","Hoxton , Market Ragged School Mission , Miss Janet Thomson .",,['Miss Janet Thomson'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Wimbledon, Queen Mary's Hospital for Children, Carshalton","Wimbledon , Queen Mary's Hospital for Children , Carshalton , Meeting for Nurses , Mrs. Stanbury",Meeting for Nurses,['Mrs. Stanbury'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Westminster, Liberal Association","Westminster , Liberal Association , Miss Helen Ward .",,['Miss Helen Ward'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Epsom, St. John's Dorcas Society","Epsom , St. John's Dorcas Society , "" Women as Citizens , "" Miss M. Martineau .","""Women as Citizens""",['Miss M. Martineau'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Clerkenwell, Peel Mission, 38, St. John's Lane","Clerkenwell , Peel Mission , 38 , St. John's Lane , Miss Helen Ward .",,['Miss Helen Ward'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Kennington, Moffat Institute, Esk Road","Kennington , Moffat Institute , Esk Road .",,,,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Enfield, St. Matthew's Vicarage, Ponders Road","Enfield St. Matthew's Vicarage , Ponders Road , Mrs. Johnson's Drawing - room Meeting , Miss Cockle .",Mrs. Johnson's Drawing-room Meeting,['Miss Cockle'],,"NOVEMBER 16 , 1911"
NOVEMBER 16,Sutton,Sutton - Miss Close's Drawing - room Meeting .,Miss Close's Drawing-room Meeting,,,"NOVEMBER 16 , 1911"
NOVEMBER 16,"Islington, Beales Rooms, Holloway Road","Islington , Beales Rooms , Holloway Road , Mrs. Holman , Rev. F. M. Green , Malcolm Mitchell , Esq . , and others .",,"['Mrs. Holman', 'Rev. F. M. Green', 'Malcolm Mitchell, Esq.']",,"NOVEMBER 16 , 1911"
NOVEMBER 16,N. Hackney,"N. Hackney , Mrs. Frank Bishop's Drawing - room Meeting , Miss Eve , Mrs. Gimingham , Mrs. Challis .",Mrs. Frank Bishop's Drawing-room Meeting,"['Miss Eve', 'Mrs. Gimingham', 'Mrs. Challis']",,"NOVEMBER 16 , 1911"
NOVEMBER 17,"Epsom, ""King's Head"" Assembly Rooms","Epsom , "" King's Head "" Assembly Rooms , The Lady Frances Balfour , Miss Mildred Watson , Mrs. Langdon - Davies ( chair ) .",,"['The Lady Frances Balfour', 'Miss Mildred Watson']",,"NOVEMBER 16 , 1911"
NOVEMBER 18,W. Lambeth,"W. Lambeth , Mrs. Wilkie Jones's Drawing - room Meeting , Mrs. Stanbury , Rev. A. O. Hayes , M.A. ( chair ) .",Mrs. Wilkie Jones's Drawing-room Meeting,['Mrs. Stanbury'],,"NOVEMBER 16 , 1911"
NOVEMBER 18,"Peckham, St. Luke's Guild House","Peckham , St. Luke's Guild House .",,,,"NOVEMBER 16 , 1911"
NOVEMBER 20,"Kennington, W.L.A.","Kennington , W.L.A. , Miss Ruth Young .",,['Miss Ruth Young'],,"NOVEMBER 16 , 1911"
NOVEMBER 20,Borough Polytechnic Debating Society,"Borough Polytechnic Debating Society , Miss Margaret Hodge .",,['Miss Margaret Hodge'],,"NOVEMBER 16 , 1911"
NOVEMBER 20,"East Islington, Liberal and Radical Association, 281 St. Paul's Road","East Islington , Liberal and Radical Association , 281 St. Paul's Road , Mrs. G. H. Holman .",,['Mrs. G. H. Holman'],,"NOVEMBER 16 , 1911"
NOVEMBER 21,"London Society's Reception Empress Rooms, Royal Palace Hotel, Kensington","London Society's Reception Empress Rooms , Royal Palace Hotel , Kensington , Miss Sterling , Mrs. Rackham , Miss Macmillan , Mrs. Theodore Williams ( chair ) .",London Society's Reception,"['Miss Sterling', 'Mrs. Rackham', 'Miss Macmillan']",,"NOVEMBER 16 , 1911"
NOVEMBER 21,"Walworth, Robert Browning Settlement","Walworth , Robert Browning Settlement , Miss C. Black .",,['Miss C. Black'],,"NOVEMBER 16 , 1911"
NOVEMBER 21,"52, St. Martin's Lane, Women's Adult School","52 , St. Martin's Lane , Women's Adult School , Miss Helen Ward .",,['Miss Helen Ward'],,"NOVEMBER 16 , 1911"
NOVEMBER 22,"Stepney, Meeting Hall, Garden Street","Stepney , Meeting Hall , Garden Street , B.W.T.A. Workers ' Meeting .",B.W.T.A. Workers' Meeting,,,"NOVEMBER 16 , 1911"
NOVEMBER 22,"Deptford, 4, Park Road, New Cross","Deptford , 4 , Park Road , New Cross , Drawing - room Meeting , Miss H. D. Cockle , Mrs. Roskhill ( chair ) .",Drawing-room Meeting,['Miss H. D. Cockle'],,"NOVEMBER 16 , 1911"
NOVEMBER 22,"Wimbledon, The Green, Parkside Wimbledon Common","Wimbledon , The Green , Parkside Wimbledon Com- mon , Annual Members ' Meeting , Miss Courtney , Mrs. Paston Brown ( chair ) .",Annual Members' Meeting,['Miss Courtney'],,"NOVEMBER 16 , 1911"
NOVEMBER 22,"S. Islington, 132, Upper Street","S. Islington , 132 , Upper Street , Meeting to be held by kind permission of Conservative and Unionist Women's Association , Miss H. D. Cockle .",,['Miss H. D. Cockle'],,"NOVEMBER 16 , 1911"
NOVEMBER 23,"Plaistow, Women's Settlement, Canning Town","Plaistow , Women's Settlement , Canning Town , Miss J. Thomson .",,['Miss J. Thomson'],,"NOVEMBER 16 , 1911"
NOVEMBER 24,"Highgate, 3, Holly Terrace","Highgate , 3 , Holly Terrace , Drawing - room Meeting , Hostesses : Mrs. Harrington and Mrs. Rand , Miss J. Thomson on "" Florence Nightingale , "" Dr. Alice Vance ( chair ) .",Drawing-room Meeting,['Miss J. Thomson'],"['Mrs. Harrington', 'Mrs. Rand']","NOVEMBER 16 , 1911"
