Date,Location,Raw,Issue date
DECEMBER 18,"Newcastle - on - Tyne - 27 , Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place Speakers ' Class "" Deputation to M.Ps. ""","DECEMBER 14 , 1911"
DECEMBER 18,"Guildford - The Village Hall , Shalford","Guildford - The Village Hall , Shalford - Miss I. O.Ford , Mr. H. Rolleston Stables , Lady Chance ( chair ) ..","DECEMBER 14 , 1911"
DECEMBER 19,West Bromwich - Library Lecture Room,West Bromwich - Library Lecture Room - Miss Abadam .,"DECEMBER 14 , 1911"
DECEMBER 19,Yeovil,"Yeovil Town Hall - Mrs . Philip Snowden , Miss K. M. S. Robertson , Rev. A. W. G. Butt ( chair ) .","DECEMBER 14 , 1911"
DECEMBER 19,South Farnborough - Town Hall,South Farnborough - Town Hall - Mrs . R. Lyall- Dempster .,"DECEMBER 14 , 1911"
DECEMBER 20,Folkestone,"Folkestone Town Hall- "" How the Vote was Won "" ; * Press Cuttings "" ( A.F.L. ) Speaker , Miss Abadam .","DECEMBER 14 , 1911"
DECEMBER 20,Highbridge,"Highbridge Town Hall - Mrs . Philip Snowden , Miss K. M. S. Robertson , - Carp , Esq . ( chair ) .","DECEMBER 14 , 1911"
DECEMBER 14,Islington,"Islington - Miss E. Hills's "" At Home , "" Mrs. R. C. Garnett , Mrs. Bartram ( chair ) .","DECEMBER 14 , 1911"
DECEMBER 14,Central Hackney,"Central Hackney - 144 , Clapton Common - Cake and Candy Sale , "" Alice in Ganderland . ""","DECEMBER 14 , 1911"
DECEMBER 15,"50 , Porchester Terrace , W","50 , Porchester Terrace , W - The Hon . Mrs. Franklin's Drawing - room Meeting Mrs. F. T. Swanwick M.A. , on "" The Common Cause . "" Cards of invitation to be had on application to Mrs. Franklin .","DECEMBER 14 , 1911"
DECEMBER 16,Kensington - Bosworth Hall,Kensington - Bosworth Hall on W.S.,"DECEMBER 14 , 1911"
DECEMBER 14,Liberton - Anderson Hall,"Liberton - Anderson Hall - Miss Chrystal Macmillan , Miss Alice Low , Dr. Taylor ( Men's League , chair ) .","DECEMBER 14 , 1911"
DECEMBER 14,Forres - Mechanics ' Institute,"Forres - Mechanics ' Institute "" The position of Women under the Insurance Bill , with special reference to the Servants ' Tax , "" Mrs. Hunter and Mrs. Fraser .","DECEMBER 14 , 1911"
DECEMBER 15,"Glasgow - Office , 202 , Hope Street","Glasgow - Office , 202 , Hope Street - Miss Miller's "" At Home .","DECEMBER 14 , 1911"
DECEMBER 15,"Edinburgh - 40 , Shandwick Place","Edinburgh - 40 , Shandwick Place "" Council meeting of the N.U. , "" Miss Alice Low .","DECEMBER 14 , 1911"
DECEMBER 16,Gourock - Gamble Institute,Gourock - Gamble Institute - Cake and Candy Sale .,"DECEMBER 14 , 1911"
DECEMBER 18,Falkirk,Falkirk Lower Institute Hall - Miss K. Scott Mon- crieff .,"DECEMBER 14 , 1911"
DECEMBER 19,Grantown - on - Spey,"Grantown - on - Spey- "" The Insurance Bill and the Servant Tax , "" Mrs. Hunter , Miss McEwen .","DECEMBER 14 , 1911"
DECEMBER 14,"Dublin 35 , Molesworth Street , Annexe Hall","Dublin 35 , Molesworth Street , Annexe Hall - Irish W. S. and Local Government Association Committee Meeting .","DECEMBER 14 , 1911"
DECEMBER 14,Swanage Hall over Conservative Club,"Swanage Hall over Conservative Club - C.U.W.F.A.- Miss Abadam , Laurence Housman , Esq . Colonel Slater ( chair ) .","DECEMBER 14 , 1911"
DECEMBER 14,Great Missenden - Liberal Association,Great Missenden - Liberal Association - Mrs . Rackham,"DECEMBER 14 , 1911"
DECEMBER 17,"Oldham - Bartlam Place , Horsedge Street - United Jrish League","Oldham - Bartlam Place , Horsedge Street - United Jrish League- "" Women's Suffrage , "" Miss Field .","DECEMBER 14 , 1911"
DECEMBER 18,Radcliffe Conservative Association,Radcliffe Conservative Association - Miss Robertson .,"DECEMBER 14 , 1911"
