Date,Location,Raw,Speakers,Issue date
OCTOBER 10,Maidenhead At Fernley,"Maidenhead At Fernley ( by kind invitation of Mrs. Lucian Oldershaw ) , a discussion on Women's Suffrage , to be opened by Mrs. Ada Swanwick , M.A. , and opposed by Mr. Lucian Oldershaw , M.A.","['Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick', 'Mr. Lucian Oldershaw', 'Mrs. Ada Swanwick']","OCTOBER 10 , 1913"
OCTOBER 10,York - Assembly Rooms,"York Public Meeting in the Assembly Rooms -Speakers , Mr. Schloesser and Mr. K. E. J. Wilkinson","['Mr. Schloesser', 'Mr. K. E. J. Wilkinson']","OCTOBER 10 , 1913"
OCTOBER 10-OCTOBER 11,"Guildford - Suffrage Office , la , Mount Street","Guildford - Sale of Plants and Bulbs at Suffrage Office , la , Mount Street",,"OCTOBER 10 , 1913"
OCTOBER 11,Bristol - Coliseum,Bristol - Stall at Coliseum - Miss Lyle Brown and Miss Dixen,,"OCTOBER 10 , 1913"
OCTOBER 11,Houghton - le - Spring - Spring Row,Houghton - le - Spring - Organisation Committee- Spring Row,,"OCTOBER 10 , 1913"
OCTOBER 13,"Manchester - Parker's Restaurant , St. Ann's Square","Manchester - "" At Home "" at Parker's Restaurant , St. Ann's Square - Councillor Margaret Ashton , M.A.",['Councillor Margaret Ashton'],"OCTOBER 10 , 1913"
OCTOBER 13,Bristol - Coliseum,Bristol - Stall at Coliseum - Miss David and Miss Campbell,,"OCTOBER 10 , 1913"
OCTOBER 13,Birmingham - Warley Women's Liberal Asso- ciation - Abbey Road Schools,Birmingham - Warley Women's Liberal Asso- ciation - Abbey Road Schools - Mrs . Harrison Barrow and Mrs. Ring,"['Mrs. Harrison Barrow', 'Mrs. Ring']","OCTOBER 10 , 1913"
OCTOBER 13,Wetherby - Town Hall,"Wetherby Town Hall - The Lady Betty Balfour and Mrs. Renton - Chair , E. W. Foster , Esq . , J.P. , C.C.","['The Lady Betty Balfour', 'Mrs. Renton', 'E. W. Foster']","OCTOBER 10 , 1913"
OCTOBER 13,Ryhope,Ryhope Women's Suffrage Society,,"OCTOBER 10 , 1913"
OCTOBER 14,Hastings - The Suffrage Club,Hastings - The Suffrage Club - Lady Mathews,,"OCTOBER 10 , 1913"
OCTOBER 14,King's Sutton - Council Schools,"King's Sutton - Council Schools - Miss Geral- dine Cooke , the Rev. H. Wynne - Chair , Arnold Thornton , Esq .","['Miss Geraldine Cooke', 'Rev. H. Wynne', 'Arnold Thornton']","OCTOBER 10 , 1913"
OCTOBER 14,Salisbury - Victoria Hall,"Salisbury - Victoria Hall - The Countess of Selborne and Athelstan Rendall , Esq . , M.P.","['Countess of Selborne', 'Athelstan Rendall']","OCTOBER 10 , 1913"
OCTOBER 14,Bristol - Coliseum,Bristol - Stall at Coliseum - Mrs . Senington and Miss Stark,,"OCTOBER 10 , 1913"
OCTOBER 14,Doncaster - Town Hall,Doncaster - Town Hall The Lady Betty Balfour - Miss I. O. Ford,"['Lady Betty Balfour', 'Miss I. O. Ford']","OCTOBER 10 , 1913"
OCTOBER 14,Stoke - on - Trent,Stoke - on - Trent - Miss Ashton,,"OCTOBER 10 , 1913"
OCTOBER 14,Hulme - York Street Temperance Hall,"Hulme Suffrage Club , York Street Temperance Hall Mr. F. Leigh",['Mr. F. Leigh'],"OCTOBER 10 , 1913"
OCTOBER 14,"Gateshead - Berwick Hall , High West Street","Gateshead - Berwick Hall , High West Street- Mrs. G. W. Bittcliffe- "" A Survey of the Women's Movement , "" Part . IV .",['Mrs. G. W. Bittcliffe'],"OCTOBER 10 , 1913"
OCTOBER 14,Bristol - Coliseum,Bristol Stall at Coliseum - Miss Maud Leonard,,"OCTOBER 10 , 1913"
OCTOBER 14,Shinfield - Village Hall,"Shinfield Village Hall - Mrs . Robie Uniacke , Miss Violet Eustace - Chair , Mr. R. Curtis","['Mrs. Robie Uniacke', 'Miss Violet Eustace', 'Mr. R. Curtis']","OCTOBER 10 , 1913"
OCTOBER 14,Wilton,"Wilton - Debate between the Countess of Selborne and Miss Gladys Pott - Chair , C. R. Straton , Esq .","['Countess of Selborne', 'Miss Gladys Pott', 'C. R. Straton']","OCTOBER 10 , 1913"
OCTOBER 15,Shieldon - Dean Street School,"Shieldon Dean Street School - Miss Matters - Chair , Miss St. John","['Miss Matters', 'Miss St. John']","OCTOBER 10 , 1913"
OCTOBER 15,Ilkley - Town Hall,"Ilkley Town Hall - Chair , County Councillor Ernest H. Foster , J.P. - Speakers , The Lady Betty Balfour , Miss I. O. Ford","['Ernest H. Foster', 'Lady Betty Balfour', 'Miss I. O. Ford']","OCTOBER 10 , 1913"
OCTOBER 15,Griton ( West Cambs . ) - Old Rectory,"Griton ( West Cambs . ) - Drawing - room Meeting at the Old Rectory - Chair , Miss Sargant- Speaker , Mrs. Bethune Baker","['Miss Sargant', 'Mrs. Bethune Baker']","OCTOBER 10 , 1913"
OCTOBER 15,Bristol - Coliseum,Bristol - Stall at Coliseum - Mrs . A. Daniell and Mrs. Haile,,"OCTOBER 10 , 1913"
OCTOBER 15,"Horsham - 60 , West Street","Horsham - 60 , West Street - Miss Hay Cooper",,"OCTOBER 10 , 1913"
OCTOBER 15-OCTOBER 16,"Salisbury At Fairfield , Downtown , Salisbury - Downton , Salisbury","Salisbury At Fairfield , Downtown , Salisbury -Hostess , Mrs. Marriott - Smith - Debate between Lady Selborne and Miss G. Pott - Chair , Colonel Marriott - Smith Public Meeting at Downton - Speaker , Lady Selborne",,"OCTOBER 10 , 1913"
OCTOBER 15,Keighley - Oakworth Manor,"Keighley Oakworth Manor Hostess , Mrs. Haggas Lady Betty Balfour , Miss I. O. Ford",,"OCTOBER 10 , 1913"
OCTOBER 16,"Gateshead - Christian Mission Hall , 333a , High Street","Gateshead Christian Mission Hall , 333a , High Street - Miss Tooke , on "" Women's Position in the Old Testament """,['Miss Tooke'],"OCTOBER 10 , 1913"
OCTOBER 16,Hitchin - Drawing - room Meeting,"Hitchin - Drawing - room Meeting - Hostess , Mrs. Smithson - Chair , Miss Plowden - Speaker , Miss Geraldine Cooke","['Miss Plowden', 'Miss Geraldine Cooke']","OCTOBER 10 , 1913"
OCTOBER 16,Stevenage - Town Hall,"Stevenage Public Meeting - Town Hall - Chair , H Bond Holding , Esq . , J.P. - Speaker , Miss Geraldine Cooke","['H Bond Holding', 'Miss Geraldine Cooke']","OCTOBER 10 , 1913"
OCTOBER 17,Newport - Temperance Hall,"Newport - Public Debate - For the Suffrage , Miss Helen Fraser - Against , Mrs. Archibald Colquhoun - Temperance Hall","['Miss Helen Fraser', 'Mrs. Archibald Colquhoun']","OCTOBER 10 , 1913"
OCTOBER 17,St. Leonards - on - Sea - Royal Concert Hall,"St. Leonards - on - Sea - Royal Concert Hall- Great Suffrage Rally of the Hastings , St. Leonards , and East Sussex N.U.W.S.S.- Speakers , The Rt . Hon . the Earl of Lytton and Councillor Margaret Ashton - Chair , The Rt . Hon . the Earl of Brassey , G.C.B.","['Earl of Lytton', 'Councillor Margaret Ashton', 'Earl of Brassey']","OCTOBER 10 , 1913"
OCTOBER 17,Wallasey and Wirral - Liscard Concert Hall,Wallasey and Wirral Annual Liscard Concert Hall Meeting-,,"OCTOBER 10 , 1913"
OCTOBER 17,Bristol - Coliseum,Bristol - Stall at Coliseum - Mrs . J. Martin and,,"OCTOBER 10 , 1913"
OCTOBER 17,"Bradford - Rossefield School , Heaton","Bradford - Drawing - room Meeting - Hostesses , Misses Gregson and Rendall - Rossefield School , Heaton - Speaker , Lady Betty Balfour and others .",['Lady Betty Balfour'],"OCTOBER 10 , 1913"
