Date,Location,Raw,Description,Speakers,Hosts,Issue date
MAY 2,"London - Wimbledon, Mrs. Dewey's Drawing-room","Wimbledon , Mrs. Dewey's Drawing - room Meeting , Miss A. Maude Royden . 3.30",Drawing-room Meeting,['Miss A. Maude Royden'],['Mrs. Dewey'],"APRIL 20, 1911"
MAY 3,"London - Portman Rooms, Baker Street","May 3 : Highgate and N. St. Pancras , Cobden Statue , Camden 7.30 Town , Miss A. Maude Royden , Miss O'Malley . Portman Rooms , Baker Street , N.U. Demonstration in support of Sir G. Kemp's Bill , Mrs. Fawcett ( chair ) .",N.U. Demonstration in support of Sir G. Kemp's Bill,"['Miss A. Maude Royden', ""Miss O'Malley"", 'Mrs. Fawcett']",,"APRIL 20, 1911"
MAY 4,"London - Wandsworth, Mrs. Badcock's Drawing-room","May 4 : Wandsworth , Mrs. Badcock's Drawing - room Meeting , Miss Sheepshanks . 3.30",Drawing-room Meeting,['Miss Sheepshanks'],['Mrs. Badcock'],"APRIL 20, 1911"
MAY 4,"London - Esher and E. Molesey, The Fountain","Esher and E. Molesey , The Fountain , Open - air Meeting . 8.0",Open - air Meeting,,,"APRIL 20, 1911"
APRIL 21,"Edinburgh - 40, Shandwick Place","April 21 : Edinburgh , 40 , Shandwick Place , "" At Home , "" Miss F. Raeburn .","""At Home""",['Miss F. Raeburn'],,"APRIL 20, 1911"
APRIL 20,Mallow - The Castle,"APRIL 20 : Mallow , Drawing - room Meeting , The Castle .",Drawing-room Meeting,,,"APRIL 20, 1911"
APRIL 20,Waterford - Large Concert Hall,"Waterford , Large Concert Hall . Chairman , The Dean of Waterford .",,['The Dean of Waterford'],,"APRIL 20, 1911"
APRIL 21,Dublin - Leinster Hall,"April 21 : Dublin , Leinster Hall . Chairman , Sir C. Cameron , M.D. , C.B. 11.30",,['Sir C. Cameron'],,"APRIL 20, 1911"
APRIL 22,Dublin - Mrs. C. L. Townshend's Drawing-room,"April 22 : Dublin , Drawing - room Meeting , Mrs. C. L. Townshend . 3.30",Drawing-room Meeting,,['Mrs. C. L. Townshend'],"APRIL 20, 1911"
APRIL 25,Wick,April 25 - Wick .,,['Miss Abadam'],,"APRIL 20, 1911"
APRIL 26,Thurso,April 26 - Thurso .,,['Miss Abadam'],,"APRIL 20, 1911"
APRIL 27,Tain,April 27 - Tain .,,['Miss Abadam'],,"APRIL 20, 1911"
APRIL 28,Dingwall,April 28 - Dingwall .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 1,Nairn,May 1 - Nairn - Miss Abadam - Northern Federation .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 2,Aberdeen,May 2 Aberdeen - Miss Abadam - Local Society .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 2-4,East Edinburgh,May 2-4 East Edinburgh - Miss Nina Boyle - Local Society .,,['Miss Nina Boyle'],,"APRIL 20, 1911"
MAY 2,"Montrose Burghs, Forfar","May 3 Montrose Burghs , Forfar - Miss Abadam - Miss Kirby .",,['Miss Abadam'],,"APRIL 20, 1911"
MAY 3,"Montrose Burghs, Brechin","May 4 Montrose Burghs , Brechin - Miss Abadam - Miss Kirby .",,['Miss Abadam'],,"APRIL 20, 1911"
MAY 4,"Montrose Burghs, Montrose","May 5 Montrose Burghs , Montrose - Miss Abadam - Miss Kirby .",,['Miss Abadam'],,"APRIL 20, 1911"
MAY 5,"Montrose Burghs, Arbroath","May 6 - Montrose Burghs , Arbroath - Miss Abadam - Miss Kirby .",,['Miss Abadam'],,"APRIL 20, 1911"
MAY 5,"Kirkcaldy Burghs, Kinghorn","May 5 - Kirkcaldy Burghs , Kinghorn - Miss Boyle - Miss Swan .",,['Miss Boyle'],,"APRIL 20, 1911"
MAY 6,"St. Andrews Burghs, Anstruther","May 6 - St . Andrews Burghs , Anstruther - Miss Boyle - Local Society .",,['Miss Boyle'],,"APRIL 20, 1911"
MAY 8,"St. Andrews Burghs, St. Andrews","May 8 - St . Andrews Burghs , St. Andrews - Miss Boyle - Local Society .",,['Miss Boyle'],,"APRIL 20, 1911"
MAY 8,"St. Andrews Burghs, Cupar","May 8 St. Andrews Burghs , Cupar - Miss Abadam - Local Society .",,['Miss Abadam'],,"APRIL 20, 1911"
MAY 9,Dundee,May 9 Dundee - Miss Abadam and Miss Boyle - Local Society .,,"['Miss Abadam', 'Miss Boyle']",,"APRIL 20, 1911"
MAY 10,"St. Andrews Burghs, Craill","May 10 - St . Andrews Burghs , Craill - Miss Abadam - Local Society .",,['Miss Abadam'],,"APRIL 20, 1911"
MAY 10-12,Glasgow,May 10-12 - Glasgow Campaign - Miss Boyle - Local Society .,,['Miss Boyle'],,"APRIL 20, 1911"
MAY 11,Kirkcaldy,May 11 Kirkcaldy . Miss Abadam .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 12-15,Border Burghs and Melrose,May 12-15 - Border Burghs and Melrose - Miss Smith and Barber .,,"['Miss Smith', 'Miss Barber']",,"APRIL 20, 1911"
MAY 16,Berwick,May 16 - Berwick . Miss Abadam .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 17,Glasgow,May 17 - Glasgow . Miss Abadam .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 18,Port Glasgow,May 18 - Port Glasgow . Miss Abadam .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 19,Kilmarnock,May 19 - Kilmarnock . Miss Abadam .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 20,Thornhill (Dumfries County),May 20 - Thornhill ( Dumfries Miss Abadam . Miss Abadam . Miss Abadam . Abadam - Misses Local Society . Local Society . Local Society . Local Society . County ) -Miss Abadam - Miss Wright .,,"['Miss Abadam', 'Miss Wright']",,"APRIL 20, 1911"
MAY 22,Inverleithen,May 22 - Inverleithen . Miss Abadam .,,['Miss Abadam'],,"APRIL 20, 1911"
MAY 23,Selkirk,May 23 - Selkirk . Miss Beauchamp .,,['Miss Beauchamp'],,"APRIL 20, 1911"
APRIL 28,"Edinburgh - 40, Shandwick Place","April 28 : Edinburgh , 40 , Shandwick Place , Miss F. Raeburn .",,['Miss F. Raeburn'],,"APRIL 20, 1911"
APRIL 29,"Glasgow - 202, Hope Street","April 29 : Glasgow , 202 , Hope Street , Opening of New Offices , Cake and Candy Sale .","Opening of New Offices, Cake and Candy Sale",,,"APRIL 20, 1911"
MAY 1,"Edinburgh, 40, Shandwick Place","May 1 : Edinburgh , 40 , Shandwick Place , Mrs. Guyer , Miss E. Foggo .",,"['Mrs. Guyer', 'Miss E. Foggo']",,"APRIL 20, 1911"
