Date,Location,Raw,Speakers,Hosts,Description,Issue date
April 8,"E. St. Pancras, corner of Pratt Street","E. St. Pancras , corner of Pratt Street , Open - air Meet- ing , Miss Rinder .",['Miss Rinder'],,,"APRIL 6 , 1911"
April 8,Norwood - Suffrage Office,"Norwood - Suffrage Office , Rev. R. Pyke , Miss Green .","['Rev. R. Pyke', 'Miss Green']",,,"APRIL 6 , 1911"
April 11,"Lambeth, 24, Lower Marsh, Westminster Bridge Road","Lambeth , 24 , Lower Marsh , Westminster Bridge Road , Meeting for Mothers , Miss A. H. Ward .",['Miss A. H. Ward'],,,"APRIL 6 , 1911"
April 12,"Kingston, Market Place","Kingston , Market Place , Open - air Meeting , Miss Dawson .",['Miss Dawson'],,,"APRIL 6 , 1911"
April 15,"Norwood, Suffrage Office","Norwood , Suffrage Office , Miss Eunice Murray , Miss Abadam .","['Miss Eunice Murray', 'Miss Abadam']",,,"APRIL 6 , 1911"
April 19,"Kingston, Market Place","Kingston , Market Place , Open - air Meeting , Speakers from Men's League .",,,,"APRIL 6 , 1911"
April 7,"Edinburgh, 40, Shandwick Place","Edinburgh , 40 , Shandwick Place , Miss F. G. Matheson .",['Miss F. G. Matheson'],,,"APRIL 6 , 1911"
April 7,"North Berwick, Parish Church Public Hall","North Berwick , Parish Church Public Hall , Miss Alice Crompton , M.A.",['Miss Alice Crompton'],,,"APRIL 6 , 1911"
April 21,"Edinburgh, 40, Shandwick Place","Edinburgh , 40 , Shandwick Place , Miss F. Raeburn .",['Miss F. Raeburn'],,,"APRIL 6 , 1911"
April 17,Killarney - Victoria Hotel,April 17th - Killarney - Victoria Hotel .,,,,"APRIL 6 , 1911"
April 17,Killarney - Dr. Bruner's Drawing-room,April Killarney Dr. Bruner's Drawing - room Meeting .,,,,"APRIL 6 , 1911"
April 18,Limerick - Athenæum Hall,"April 18th - Limerick - Athenæum Hall - Lady Clarina , chair- man",['Lady Clarina'],,,"APRIL 6 , 1911"
April 19,Cork - The Imperial Hotel,April 19th - Cork - The Imperial Hotel .,,,,"APRIL 6 , 1911"
April 20,Mallow - Drawing-room Meeting at the Castle,April 20th - Mallow - Drawing - room Meeting at the Castle .,,,,"APRIL 6 , 1911"
April 20,Waterford - Large Concert Hall,"April 20th - Waterford - Large Concert Hall - Chairman , The Dean of Waterford .",['The Dean of Waterford'],,,"APRIL 6 , 1911"
April 21,Dublin - Leinster Hall,"April 21st - Dublin - Leinster Hall - Sir C. Cameron , M.D. , C.B. , chairman .",['Sir C. Cameron'],,,"APRIL 6 , 1911"
April 22,Dublin - Drawing-room Meeting - Mrs. C. L. Townshend,22nd - Dublin - Drawing - room Meeting - Mrs . C. L. Townshend .,['Mrs. C. L. Townshend'],,,"APRIL 6 , 1911"
