Date,Location,Raw,Speakers,Description,Issue date
July 6,Dundee,"Dundee , Panmure Street .",['Miss Clunas'],,"July 3 , 1914"
July 6,Edinburgh,"Edinburgh , West End .",['Miss Macaulay'],,"July 3 , 1914"
July 8,Birmingham,"Birmingham , Queen's College , Small Hall",,,"July 3 , 1914"
July 10,Kensington Town Hall,"Public meeting at Kensington Town Hall , Friday , July 10th , 8 p.m.",,,"July 3 , 1914"
July 5,Hyde Park,"Hyde Park , Marble Arch , 3 p.m. ,","['Miss D. Coombs', 'Mr S. Maycock']",,"July 3 , 1914"
July 5,Finsbury Park,"Fins bury Park , 11.30 a.m. ,","['Mrs Laski', 'Mr Lidiard']",,"July 3 , 1914"
July 5,Ridley Road,"Ridley Road , Kingsland , 12.30 p.m. ,","['Messrs E. W Roberts', 'M. Myers']",,"July 3 , 1914"
July 16,Holland Park Skating Rink,"Thursday Evening , July 16 , in the Holland Park Skating Rink , Holland Park , London , W",,The meeting is for women only.,"July 3 , 1914"
July 6,Knightsbridge Hall,"The meeting at the Knightsbridge Hall , on Monday , July 6th ,",['Miss Katherine Margesson'],,"July 3 , 1914"
July 9,Elysee Galleries,"the evening meeting on Thursday , July 9th , at the Elysee Galleries , Queen's Road , Bayswater ,","['Miss Leonora Tyson', 'Miss P. Rickards']",,"July 3 , 1914"
July 8,Beresford Square,Beresford Square on July 8th,,,"July 3 , 1914"
July 18,Aldermans Hill,"July 18 , afternoon , free for garden meeting at Aldermans Hill .",,,"July 3 , 1914"
July 11,"Bredbury Hall, near Stockport","Mrs Hyde's garden party , Bredbury Hall , near Stockport , on Saturday , July 11th , 3.30 p.m.",,,"July 3 , 1914"
July 7,York,Next open- air meeting July 7th .,,,"July 3 , 1914"
July 12,Llanelly,Llanelly on July 12th .,,,"July 3 , 1914"
July 23,"Overdale Munster Road, Parkstone","Overdale Munster Road , Parkstone , Thursday afternoon , July 23rd .",['Mrs Penn Gaskell .'],,"July 3 , 1914"
July 4,King's Road,private view on July 4th .,,,"July 3 , 1914"
July 2 and 3,Common,"Thursday and Friday , 2nd and 3rd July , on Common",,,"July 3 , 1914"
July 7,County Cafe,"County Cafe , 8 p.m. , Tuesday , July 7th .",,,"July 3 , 1914"
