Date,Location,Raw,Speakers,Description,Hosts,Issue date
MAY 2,Acock's Green,Acock's Green - Public Hall - Miss Fraser .,['Miss Fraser'],Public Hall,,"APRIL 28, 1910"
MAY 3,Edgbaston Hall,Edgbaston Hall - Drawing - room Meeting - Miss Fraser .,['Miss Fraser'],,,"APRIL 28, 1910"
MAY 3,Coventry,Coventry Public Meeting - St . Mary's Hall - Lady Frances Balfour .,['Lady Frances Balfour'],Public Meeting - St. Mary's Hall,,"APRIL 28, 1910"
MAY 4,Shrewsbury,Shrewsbury - Ladies ' Association for Abolition of State Regulation of Vice St. Alkmund's Schoolroom Dr. Katherine Bushnell .,['Dr. Katherine Bushnell'],"Ladies' Association for Abolition of State Regulation of Vice, St. Alkmund's Schoolroom",,"APRIL 28, 1910"
MAY 4,Shrewsbury,Shrewsbury - At Home - Mrs . Mayer .,['Mrs. Mayer'],,,"APRIL 28, 1910"
MAY 4,Shrewsbury,Shrewsbury - St . Alkmund's Schoolroom .,,St. Alkmund's Schoolroom,,"APRIL 28, 1910"
MAY 4,Harborne,Harborne The Institute - At Home - Miss Fraser .,['Miss Fraser'],The Institute - At Home,,"APRIL 28, 1910"
MAY 4,Nottingham,"Nottingham - 36 , Bridlesmith Gate - At Home - Tea and Cocoa .",,"36, Bridlesmith Gate - At Home - Tea and Cocoa",,"APRIL 28, 1910"
MAY 4,Knutsford Division,"Knutsford Division - Annual Meeting at 84 , Deansgate Arcade , Manchester .",,"Annual Meeting at 84, Deansgate Arcade, Manchester",,"APRIL 28, 1910"
MAY 5,Dublin,"Dublin 35 , Molesworth Street - Committee Meeting",,"35, Molesworth Street - Committee Meeting",,"APRIL 28, 1910"
MAY 5,Edinburgh,Edinburgh - Drawing - room Meeting - Dr . Elsie Inglis .,['Dr. Elsie Inglis'],,,"APRIL 28, 1910"
MAY 5,Sutton Coldfield,Sutton Coldfield - Public Meeting - Miss Fraser .,['Miss Fraser'],Public Meeting,,"APRIL 28, 1910"
MAY 5,Erdington,Erdington - Drawing - room Meeting - Mrs . C. H. Pugh .,['Mrs. C. H. Pugh'],,,"APRIL 28, 1910"
MAY 5,North Herts - Watford,"North Herts Watford - Masonic Hall - Mrs . Workman- "" Women's Suffrage and Education . """,['Mrs. Workman'],Masonic Hall - Women's Suffrage and Education,,"APRIL 28, 1910"
MAY 5,Bramhall,Bramhall - Drawing - room Meeting .,,,,"APRIL 28, 1910"
MAY 5,Shrewsbury,Shrewsbury - Public Meeting - Mns . Mayer .,['Mns. Mayer'],Public Meeting,,"APRIL 28, 1910"
MAY 6,Selly Oak,Selly Oak Mrs. Henry Lloyd Wilson's Drawing - room Meeting Miss Fraser .,['Miss Fraser'],Mrs. Henry Lloyd Wilson's Drawing-room Meeting,,"APRIL 28, 1910"
MAY 6,Selly Oak,Selly Oak - Public Meeting - The Institute - Miss Fraser .,['Miss Fraser'],Public Meeting - The Institute,,"APRIL 28, 1910"
MAY 6,Edinburgh,"Edinburgh - 40 , Shandwick Place - Miss Margaret Drummond .",['Miss Margaret Drummond'],"40, Shandwick Place",,"APRIL 28, 1910"
MAY 7,Edgbaston - Westbourne,Edgbaston - Westbourne - For Men - Mr . Cholmeley and Miss Fraser .,"['Mr. Cholmeley', 'Miss Fraser']",For Men,,"APRIL 28, 1910"
MAY 9,London ( Highgate ),London ( Highgate ) -Spears Memorial Hall - Miss Mason's Lecture,,Spears Memorial Hall - Miss Mason's Lecture,,"APRIL 28, 1910"
MAY 9,Edinburgh,"Edinburgh - 9 , Learmouth Terrace - Drawing - room Meeting - Miss Lamond and Dr. Inglis .","['Miss Lamond', 'Dr. Inglis']","9, Learmouth Terrace - Drawing-room Meeting",,"APRIL 28, 1910"
MAY 10,Sunderland,Sunderland - Alexandria Hall - Drawing - room Meeting .,,Alexandria Hall - Drawing-room Meeting,,"APRIL 28, 1910"
MAY 10,London - Caxton Hall,"London - Caxton Hall - Church League for W.S. "" Politics as Applied to Christianity . """,,Church League for W.S. Politics as Applied to Christianity,,"APRIL 28, 1910"
MAY 10,London ( Wimbledon ),London ( Wimbledon ) -Drawing - room Meeting - Miss Clementina Black .,['Miss Clementina Black'],,,"APRIL 28, 1910"
MAY 10,London ( Ealing ),"London ( Ealing ) -At Home- "" Women under the Law . """,,At Home - Women under the Law,,"APRIL 28, 1910"
MAY 11,London ( Balham ),"London ( Balham ) -Drawing - room Meeting - Hostess , Mrs. Hodder -Mr . Malcolm Mitchell and Miss H. D. Cockle- Chair , Mr. Hodder .","['Mr. Malcolm Mitchell', 'Miss H. D. Cockle']",,['Mrs. Hodder'],"APRIL 28, 1910"
MAY 11,London ( Kensington ),"London ( Kensington ) -Drawing - room Meeting - Hostess , Miss Holland .",,,['Miss Holland'],"APRIL 28, 1910"
MAY 12,London ( N. Paddington ),London ( N. Paddington ) -Social Gathering - Town Hall ( small room ) -Miss Hodge and Mr. E. G. Smith - Music and Recitations .,"['Miss Hodge', 'Mr. E. G. Smith']",Social Gathering - Town Hall (small room) - Music and Recitations,,"APRIL 28, 1910"
MAY 12,Tunbridge Wells,Tunbridge Wells - Dr . Louise Martindale .,['Dr. Louise Martindale'],,,"APRIL 28, 1910"
MAY 12,Shrewsbury,Shrewsbury - Trinity Schools - Rummage Sale .,,Trinity Schools - Rummage Sale,,"APRIL 28, 1910"
MAY 13,Uxbridge,"Uxbridge Church League for W.S. - Inaugural Public Meeting- The Rev. C. Hinscliff , Miss Canning .","['Rev. C. Hinscliff', 'Miss Canning']",Church League for W.S. - Inaugural Public Meeting,,"APRIL 28, 1910"
