Date,Location,Raw,Speakers,Description,Issue date
Wed. 3,"Wood Green , Unity Hall , Self- denial tea and public mtg","Wood Green , Unity Hall , Self- denial tea and public mtg",['Miss Gladice Keevil'],,"February 26 , 1909"
Wed. 3,"Kensington , At Home","Kensington , At Home",,Kensington W.S.P.U.,"February 26 , 1909"
Wed. 3,Swindon,Swindon,['Miss Barrett'],,"February 26 , 1909"
Thur . 4,"Chelsea Pal . , S. Kensington , and Knightsbridge Stations","Chelsea Pal . , S. Kensington , and Knightsbridge Stations",,Open - air Collections,"February 26 , 1909"
Thur . 4,"Edinburgh , Synod Hall","Edinburgh , Synod Hall","['Mrs. Pankhurst', 'Mrs. Clarke . Chair', 'Mrs. Ivory']",,"February 26 , 1909"
Thur . 4,"London , At Home , St. James ' Hall , Gt . Portland Street","London , At Home , St. James ' Hall , Gt . Portland Street",['Miss Christabel Pankhurst'],,"February 26 , 1909"
Thur . 4,"Coventry , Social Evening","Coventry , Social Evening",,,"February 26 , 1909"
Thur . 4,"Glasgow , At Home , 141 , Bath Street","Glasgow , At Home , 141 , Bath Street",,,"February 26 , 1909"
Fri. 5,"Droitwich , Salters Hall","Droitwich , Salters Hall",,,"February 26 , 1909"
Fri. 5,"Wood Green , Unity Hall","Wood Green , Unity Hall",,Bowes Park W.S.P.U.,"February 26 , 1909"
Fri. 5,"Paignton , Masonic Hall","Paignton , Masonic Hall",['Miss Gladice Keevil'],,"February 26 , 1909"
Fri. 5,"Coventry , Factory Meeting","Coventry , Factory Meeting",,,"February 26 , 1909"
Fri. 5,"Plymouth , Treville St. Hall","Plymouth , Treville St. Hall",,,"February 26 , 1909"
Fri. 5,"Bristol , Assembly Rooms , Stokes Croft","Bristol , Assembly Rooms , Stokes Croft",,,"February 26 , 1909"
Fri. 5,"Manchester , At Home , On- ward Buildings , Deansgate","Manchester , At Home , On- ward Buildings , Deansgate",,,"February 26 , 1909"
Fri. 5,"Aberdeen , Music Hall","Aberdeen , Music Hall",,,"February 26 , 1909"
Fri. 5,"Penzance , Central Hall","Penzance , Central Hall",,,"February 26 , 1909"
Fri. 5,"Bridgwater , Town Hall","Bridgwater , Town Hall",,,"February 26 , 1909"
Fri. 5,St. Andrew's University,St. Andrew's University,,,"February 26 , 1909"
Sat. 6,"Chelsea Palace , S. Kensington and Knightsbridge Stations","Chelsea Palace , S. Kensington and Knightsbridge Stations",,Open - air Collections,"February 26 , 1909"
Sat. 6,"Glasgow , At Home , Charing Cross Hall","Glasgow , At Home , Charing Cross Hall",['Dr. Marion Gilchrist'],,"February 26 , 1909"
Sat. 6,"Cambridge , Girton College","Cambridge , Girton College",['Miss Gladice Keevil'],,"February 26 , 1909"
Sat. 6,"Kensington , Debate","Kensington , Debate",,,"February 26 , 1909"
