Date,Location,Raw,Speakers,Description,Issue date
"Monday , September 8","West Ham , Stratford Broadway","West Ham , Stratford Broadway . M.P.U. Mr. G. W. A. Dean , Mr. A fred Bill.nghurst","['Mr. G. W. A. Dean', 'Mr. Alfred Billinghurst']",,"September 5 , 1913"
"Monday , September 8","Bow , Ford Road","Bow , Ford Road . Miss Mary Phillips",['Miss Mary Phillips'],,"September 5 , 1913"
"Monday , September 8","Kingston , 51 , Clarence Street","Kingston , 51 , Clarence Street . Mrs. Dacre Fox , Miss Barbara Wylie","['Mrs. Dacre Fox', 'Miss Barbara Wylie']",,"September 5 , 1913"
"Tuesday , September 9","Palmer's Green , 6 , Stonard Road","l'aimer's Green , 6 , Stonard Road . Fireside Falks",,Fireside Falks,"September 5 , 1913"
"Tuesday , September 9","Hammersm th , The Grove","Hammersm th , The Grove . Miss R. Anderson , Miss Ennis","['Miss R. Anderson', 'Miss Ennis']",,"September 5 , 1913"
"Tuesday , September 9","Hammersmith , The Grove","Hammersmith , The Grove . M.P.U. Mr. G. W. A. Lean , M. A. B. Randle","['Mr. G. W. A. Lean', 'M. A. B. Randle']",,"September 5 , 1913"
"Tuesday , September 9","Ilford , Myrtle Place","Ilford , Myrtle Place . Miss Wingrove",['Miss Wingrove'],,"September 5 , 1913"
"Tuesday , September 9","Islington , Huntington Stre t","Islington , Huntington Stre t . Miss ftandall , B.Sc.",['Miss Randall'],,"September 5 , 1913"
"Tuesday , September 9",Islington,"Islington , M.F.W.S. Parkington Street , Mr. H. Brown.e . Rond , Mr. W. Cullen , Mr. Quinn","['Mr. H. Browne', 'Mr. W. Cullen', 'Mr. Quinn']",,"September 5 , 1913"
"Tuesday , September 9",Upper Holloway . Corner of Pemb rton Gardens,"Upper Holloway . Corner of Pemb rton Gardens . M.P.U. Mr. E. Rubbshaw , Mr. Allan Clark","['Mr. E. Rubbshaw', 'Mr. Allan Clark']",,"September 5 , 1913"
"Wednesday , September 10","Poplar , Chrisp Street and Morris Road","Poplar , Chrisp Street and Morris Road",,,"September 5 , 1913"
"Wednesday , September 10","Harrow , Greenhall Schools","Harrow , Greenhall Schools , M.P.U. Miss Evelyn Sharp . Mr. John Seurr , Mr. Charles Gruy","['Miss Evelyn Sharp', 'Mr. John Seurr', 'Mr. Charles Gruy']",,"September 5 , 1913"
"Thursday , September 11","Row , Knapp Road","Row , Knapp Road . Women's Meeting",,Women's Meeting,"September 5 , 1913"
"Thursday , September 11","Hampstead Heath , Flagst ff Row , 321 , Roman Road","Hampstead Heath , Flagst ff Row , 321 , Roman Road . Women's Meeting",,Women's Meeting,"September 5 , 1913"
"Thursday , September 11",Poplar . Est India Road and Piggott Street,Poplar . Est India Road and Piggott Street . Miss Emma Wylie,['Miss Emma Wylie'],,"September 5 , 1913"
"Thursday , September 11","Poplar , East India Dock Gates","Poplar , East India Dock Gates . M.P.U. Mr. C. R. Rembridge and others",['Mr. C. R. Rembridge'],,"September 5 , 1913"
"Thursday , September 11",w . Campbell Road and Knapp Road,w . Campbell Road and Knapp Road . Miss Jacobs,['Miss Jacobs'],,"September 5 , 1913"
"Thursday , September 11","Harringay , Green Lanes and Chesterfeld Gard.ns","Harringay , Green Lanes and Chesterfeld Gard.ns. Miss Bonwick , B.A. Chair : Miss McNamara",['Miss Bonwick'],,"September 5 , 1913"
"Friday , September 12","Bow , Ford Road","Bow , Ford Road . Mr. Duval",['Mr. Duval'],,"September 5 , 1913"
"Friday , September 12",Stepney Green Triangle,Stepney Green Triangle . Miss R. E. Burry,['Miss R. E. Burry'],,"September 5 , 1913"
"Friday , September 12","West Ham , Leyton N.U.R. , "" The King Harold , "" High Road , Leyton","West Ham , Leyton N.U.R. , "" The King Harold , "" High Road , Leyton . Miss Tyson",['Miss Tyson'],,"September 5 , 1913"
"Friday , September 12",Statiord Broadway,Statiord Broadway,,,"September 5 , 1913"
"Friday , September 12",West Ealing . Opposite Ye Olde Hotel,"West Ealing . Opposite Ye Olde Hotel . M.P.U. Mr. H. Bark , Mrs. E. Duval","['Mr. H. Bark', 'Mrs. E. Duval']",,"September 5 , 1913"
"Friday , September 12",Sloane Square,Sloane Square . Mrs. T'heresa Gough . Chair : Mrs. Laslie,['Mrs. Theresa Gough'],,"September 5 , 1913"
"Friday , September 12","Croydon , 50 , High Street","Croydon , 50 , High Street . M.P.U. Local Members",,Meeting,"September 5 , 1913"
"Friday , September 12","Battersea , Strath Terrace","Battersea , Strath Terrace . M.P.U. Mr. Ailan Clark , Mr. A. Billinghurst","['Mr. Ailan Clark', 'Mr. A. Billinghurst']",,"September 5 , 1913"
"Saturday , September 13","Bow , Out and Out Mission Hall","Bow , Out and Out Mission Hall , Miss Isabel Green",['Miss Isabel Green'],,"September 5 , 1913"
"Friday , September 5","Dundee , Panmure Street","Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"September 5 , 1913"
"Friday , September 5","Manchester , Alexandra Park Gates","Manchester , Alexandra Park Gates . Miss Woodlock",['Miss Woodlock'],,"September 5 , 1913"
"Saturday , September 30",Dundee,"Dundee , "" At Home , "" Craigie Barn Platt Fields .",,At Home,"September 5 , 1913"
"Saturday , September 30",Manchester,"Manchester Demonstration . Miss P. Woodlock , Dr. Helena Jones , Miss Jessie Russell , Miss Edith Drummond , and others","['Miss Patricia Woodlock', 'Dr. Helena Jones', 'Miss Jessie Russell', 'Miss Edith Drummond']",Demonstration,"September 5 , 1913"
"Sunday , September 7","Nottingham , Sneinton Adult School","Nottingham , Sneinton Adult School",,,"September 5 , 1913"
"Monday , September 8",Joche . Bank Street,Joche . Bank Street . Miss Grant,['Miss Grant'],,"September 5 , 1913"
"Monday , September 8","Harrogate , Stray ( West park )","Harrogate , Stray ( West park ) . Miss Tyson",['Miss Tyson'],,"September 5 , 1913"
"Monday , September 8","Nottingham , Market Place","Nottingham , Market Place",,,"September 5 , 1913"
"Tuesday , September 9",Arbroath,Arbroath . Miss Grant,['Miss Grant'],,"September 5 , 1913"
"Tuesday , September 9",Harrogate . The Stray ( West Park ),Harrogate . The Stray ( West Park ) . Miss Canning . Mrs. A. M. Warren,"['Miss Canning', 'Mrs. A. M. Warren']",,"September 5 , 1913"
"Wednesday , September 10","Dundee , 61 , Nethergate","Dundee , 61 , Nethergate",,,"September 5 , 1913"
"Wednesday , September 10","Bournemouth , Meyrick Road . Easteliff","Bournemouth , Meyrick Road . Easteliff . Miss Pridden",['Miss Pridden'],,"September 5 , 1913"
"Wednesday , September 10","Cambridge , Market Place","Cambridge , Market Place , Miss Glidewell",['Miss Glidewell'],,"September 5 , 1913"
"Friday , September 12","Dundee , Paninure Street","Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"September 5 , 1913"
