Date,Location,Raw,Speakers,Description,Issue date
"Monday, April 6","Chelsea, 308, King's Road","Chelsen , 308 , King's Road . Women 's Meeting . Mrs. W. Roche . Chair : Miss B. Edwards .",['Mrs. W. Roche'],Women's Meeting,"April 3, 1914"
"Monday, April 6","Croydon, 50, High Street","Croydon , 50 , High Street . Miss I. Green",['Miss I. Green'],,"April 3, 1914"
"Monday, April 6","Kentish Town, Victoria Road","Kentish Town , Victoria Road . Miss Jacobs",['Miss Jacobs'],,"April 3, 1914"
"Monday, April 6","Kilburn, Messina Avenue","Kilburn , Messina Avenue . Miss Shoults , Miss Bransfield ...","['Miss Shoults', 'Miss Bransfield']",,"April 3, 1914"
"Monday, April 6","Knightsbridge Hall, W","Knightsbridge Hall , W. Miss Barbara Wylie , the Rev. E. H. Taylor . Chair : Miss D. Gordon","['Miss Barbara Wylie', 'the Rev. E. H. Taylor']",,"April 3, 1914"
"Tuesday, April 7","Hampstead, 178, Finchley Road","Hampstead , 178 , Finchley Road . Speakers ' Class",[],Speakers' Class,"April 3, 1914"
"Tuesday, April 7",Purley Tram Terminus,Purley Tram Terminus . Mrs. E. Duval ...,['Mrs. E. Duval'],,"April 3, 1914"
"Tuesday, April 7",Willesden Green Library,"Willesden Green Library . Miss Beauchamp , Miss Jacobs ...","['Miss Beauchamp', 'Miss Jacobs']",,"April 3, 1914"
"Wednesday, April 8","Kilburn, Victoria Road","Kilburn , Victoria Road . Mrs. Davies , Miss Jacobs ...","['Mrs. Davies', 'Miss Jacobs']",,"April 3, 1914"
"Wednesday, April 8","Palmer's Green, 6, Stonard Road","Palmer 's Green , 6 , Stonard Road . Fireside Talks ....",[],Fireside Talks,"April 3, 1914"
"Wednesday, April 8","Chelsea, World's End","Chelsea , World 's End . Miss Medwin . Chair : Miss F. Haig",['Miss Medwin'],,"April 3, 1914"
"Wednesday, April 8","Ilford, Manor Park, Earl of Essex","liford , Manor Park , Earl of Essex . Miss Haslam . Chair : Miss Hamilton",['Miss Haslam'],,"April 3, 1914"
"Wednesday, April 8","Battersea, Latchmere Baths","Battersea , Latchmere Baths . Mrs. Tyson",['Mrs. Tyson'],,"April 3, 1914"
"Thursday, April 9","Aberdeen, West Front Room, Music Hall","Aberdeen , West Front Room , Music Hall . Miss L. Tyson . Chair : Mrs. Innes .",['Miss L. Tyson'],,"April 3, 1914"
"Saturday, April 4","Edinburgh, Portobello","Edinburgh , Portobello",[],,"April 3, 1914"
"Saturday, April 4","Edinburgh, Leith Walk","Edinburgh , Leith Walk",[],,"April 3, 1914"
"Saturday, April 4","Edinburgh, Musselburgh","Edinburgh , Musselburgh .",[],,"April 3, 1914"
"Saturday, April 4","Truro, Town Hall","Truro , Town Hall . Rev. Hatty Baker . Chair : Mr. Tremayne ...",['Rev. Hatty Baker'],,"April 3, 1914"
"Monday, April 6","Hastings, Rainbow Hall, Silverhill","Hastings , Rainbow Hall , Silverhill . Women 's Meeting . Miss . Bourne , Mrs , Bradford","['Miss Bourne', 'Mrs. Bradford']",Women's Meeting,"April 3, 1914"
"Monday, April 6","Tonypandy, Judges' Hall","Tonypandy , Judges ' Hall . Mrs. Drummond , Miss Annie Williams . Chair : Pro : essor Jevons , M.A.","['Mrs. Drummond', 'Miss Annie Williams']",,"April 3, 1914"
"Tuesday, April 7","Wales, Cwmaman, Cwmaman Hall","Wales , Cwmaman , Cwmaman Hall . Mrs. Drummond , Miss Annie Williams . Chair : Professor Jevons , M.A. ,","['Mrs. Drummond', 'Miss Annie Williams']",,"April 3, 1914"
"Wednesday, April 8","Bexhill, Victoria Hall","Bexhill , Victoria Hall . Women 's Meeting , Miss Frankerd , B.Sc.","['Miss Frankerd, B.Sc.']",Women's Meeting,"April 3, 1914"
"Wednesday, April 8","Birmingham, 97, John Bright Street","Birmingham , 97 , John Bright Street . Miss Morley ...",['Miss Morley'],,"April 3, 1914"
"Wednesday, April 8","Cardiff, 109, Queen Street","Cardiff , 109 , Queen Street . Special Members ' Meeting",[],Special Members' Meeting,"April 3, 1914"
