Date,Location,Raw,Speakers,Hosts,Description,Issue date
November 27,Wimbledon,"Wimbledon , Lecture Hall , Lingfield - road . Mrs. Brailsford , Mr. J. Y. Kennedy . Chair : Mrs. Lamartine Yates","['Mrs. Brailsford', 'Mr. J. Y. Kennedy']",,,"November 22 , 1912"
November 28,Steinway Hall,"Steinway Hall , Lower Seymour - street , Port- man - square , W. Miss Evelyn Sharp , Miss Barrett , B.Sc. , Mrs. Degen","['Miss Evelyn Sharp', 'Miss Barrett', 'Mrs. Degen']",,,"November 22 , 1912"
November 29,Croydon,"Croydon , Katherine - street . Miss Naylor , Miss Hardy","['Miss Naylor', 'Miss Hardy']",,,"November 22 , 1912"
November 29,Stepney,Stepney . Miss Medwin,['Miss Medwin'],,,"November 22 , 1912"
November 29,Woolwich,"Woolwich , Eleanor - road . Miss Gilliatt . Chair : Miss Clifford",['Miss Gilliatt'],,,"November 22 , 1912"
November 22,Edinburgh,"Edinburgh , Tollcross . Miss M. Scott . Chair : Mrs. Currall",['Miss M. Scott'],,,"November 22 , 1912"
November 22,Edinburgh,"Edinburgh , Nicolson - square . Miss A. Scott . Chair : Miss Brown",['Miss A. Scott'],,,"November 22 , 1912"
November 22,Edinburgh,"Edinburgh , Leith Walk . Miss E. Macdonald . Chair : Miss Shaw",['Miss E. Macdonald'],,,"November 22 , 1912"
November 22,Hitchin,"Hitchin , South View , Victoria - road . Mrs. Kidd , Miss Garrett . Hostess : Mrs. Green","['Mrs. Kidd', 'Miss Garrett']",,,"November 22 , 1912"
November 22,Hull,"Hull , Fulford Rooms , Beverley - road . Miss Harrison",['Miss Harrison'],,,"November 22 , 1912"
November 22,Perth,Perth . Hostess : Mrs. Crichton,,,,"November 22 , 1912"
November 22,Pontycymmer,Pontycymmer ( I.L.P. ) . Miss Annie Williams . Chair : Miss F. Thomas,['Miss Annie Williams'],,,"November 22 , 1912"
November 23,Brighton,"Brighton , Seafront . Miss P. Ayrton",['Miss P. Ayrton'],,,"November 22 , 1912"
November 23,Edinburgh,"Edinburgh , West End . Miss Melrose . Chair : Miss Brown",['Miss Melrose'],,,"November 22 , 1912"
November 23,Edinburgh,"Edinburgh , St. David - street . Miss Scott . Chain : Miss Shaw",['Miss Scott'],,,"November 22 , 1912"
November 23,Hitchin,"Hitchin , Market - place . Miss Garrett",['Miss Garrett'],,,"November 22 , 1912"
November 24,Brighton,"Brighton , Seafront . Miss P. Ayrton",['Miss P. Ayrton'],,,"November 22 , 1912"
November 24,Leith,"Leith , Society of Railway Servants . Miss M. Scott",['Miss M. Scott'],,,"November 22 , 1912"
November 25,Barrow,"Barrow , Prince's Hall , School - street , Women's Co - operative Guild . Miss Grew",['Miss Grew'],,,"November 22 , 1912"
November 25,Bristol,"Bristol , Montpelier , Station - road . Miss Pridden",['Miss Pridden'],,,"November 22 , 1912"
November 25,Cardiff,"Cardiff , 35 , Windsor - place . Miss A. Williams",['Miss A. Williams'],,,"November 22 , 1912"
November 25,Rochester,"Rochester , Northgate . Miss Evelyn Billing",['Miss Evelyn Billing'],,,"November 22 , 1912"
November 26,Barrow,"Barrow , Parkfield , Rampside . Miss Grew . Hostess : Mrs. Agar",['Miss Grew'],,,"November 22 , 1912"
November 26,Bedminster Bridge,Bedminster Bridge . Miss Jessie Smith,['Miss Jessie Smith'],,,"November 22 , 1912"
November 26,Brighton,"Brighton , 8 , North - street - quadrant Miss G. Brackenbury",['Miss G. Brackenbury'],,,"November 22 , 1912"
November 26,Chatteris,"Chatteris . "" At Home . "" Miss Evelyn Billing",['Miss Evelyn Billing'],,,"November 22 , 1912"
November 26,Gillingham,"Gillingham , King - street . Miss Sylvia Pankhurst",['Miss Sylvia Pankhurst'],,,"November 22 , 1912"
November 26,Hastings,"Hastings , Public Hall . Mrs. Pankhurst",['Mrs. Pankhurst'],,,"November 22 , 1912"
November 26,March,"March , Monica College , Miss G. Brackenbury",['Miss G. Brackenbury'],,,"November 22 , 1912"
November 26,Redhill,"Redhill , Small Market Hall . Miss Ayrton . Chair : Miss Rose",['Miss Ayrton'],,,"November 22 , 1912"
November 27,Bristol,"Bristol , City - road Chapel . Miss Pridden",['Miss Pridden'],,,"November 22 , 1912"
November 27,Cardiff,"Cardiff , 27 , Charles - streets Miss Annie Williams",['Miss Annie Williams'],,,"November 22 , 1912"
November 27,Hythe Institute,Hythe Institute . Miss Sylvia Pankhurst . Chair : Lady Lumb,['Miss Sylvia Pankhurst'],,,"November 22 , 1912"
November 27,Walsall,"Walsall , Co - operative Hall . Miss Haly",['Miss Haly'],,,"November 22 , 1912"
November 28,Birmingham Town Hall,Birmingham Town Hall . Mrs. Pankhurst,['Mrs. Pankhurst'],,,"November 22 , 1912"
November 28,Bristol,"Bristol , Midland - road , St. Phillips . Miss Smith",['Miss Smith'],,,"November 22 , 1912"
November 28,Eastbourne,"Eastbourne , 58A , Grove - road . Mrs. Penn Gaskell",['Mrs. Penn Gaskell'],,,"November 22 , 1912"
November 28,Southsea,"Southsea , 118 , Clarendon - road . Mr. C. Gray . Chair : Mrs. Faste . Hostess : Mrs. Hamilton",['Mr. C. Gray'],,,"November 22 , 1912"
November 28,Southsea,"Southsea , Albert Hall . Mr. Charles Gray . Chair : Miss Wallis",['Mr. Charles Gray'],,,"November 22 , 1912"
November 29,Bristol,"Bristol , Fishponds . Miss Pridden",['Miss Pridden'],,,"November 22 , 1912"
November 29,Chatham,"Chatham , near Town Hall . Miss Evelyn Billing",['Miss Evelyn Billing'],,,"November 22 , 1912"
November 29,Hitchin,"Hitchin , New Town Hall . Mrs. Drummond , Mr. Mark Wilks","['Mrs. Drummond', 'Mr. Mark Wilks']",,,"November 22 , 1912"
November 29,Leicester,Leicester . Mrs. Pankhurst,['Mrs. Pankhurst'],,,"November 22 , 1912"
November 29,Newbury,"Newbury , Lecture Hall , Northbrook - street . Mrs. A. J. Webbe , Rev. G. H. Davis . Chair : Misa Daukes","['Mrs. A. J. Webbe', 'Rev. G. H. Davis']",,,"November 22 , 1912"
November 29,Newbury,"Newbury , Guildhall Hotel , Mansion House - street . Mrs. A. J. Webbe , Rev. G. H. Davis . Chair : Mrs. Peake","['Mrs. A. J. Webbe', 'Rev. G. H. Davis']",,,"November 22 , 1912"
November 29,Walsall,"Walsall , Co - operative Hall . Miss Hicks , M.A. Chair : Mr. Frank G. Layton , M.R.C.S.",['Miss Hicks'],,,"November 22 , 1912"
