Date,Location,Raw,Speakers,Issue date
"Sunday , December 8",Melrose Brighton,"Melrose Brighton , Seafront . Mrs. Mary Davis",['Mrs. Mary Davis'],"December 6 , 1912"
"Sunday , December 8",Glasgow,"Glasgow , Panopticon . Lantern Lecture . Miss G. Brackenbury",['Miss G. Brackenbury'],"December 6 , 1912"
"Sunday , December 8",Leith,"Leith , I.L.P. Miss",[],"December 6 , 1912"
"Sunday , December 8",Norwich,"Norwich , Market - place . Mrs. Bartlett",['Mrs. Bartlett'],"December 6 , 1912"
"Monday , December 9",Bradford,Bradford . Women's Meeting . Miss Millar Wilson . Hostess : Mrs. Lund,['Miss Millar Wilson'],"December 6 , 1912"
"Monday , December 9",Chichester,"Chichester , Assembly Rooms . Miss Abadam . Chair : Mrs. Zangwill ...",['Miss Abadam'],"December 6 , 1912"
"Monday , December 9",Chichester,"Chichester , Assembly Rooms . Miss Abadam , Captain St. John . Chair : Miss G. Allen","['Miss Abadam', 'Captain St. John']","December 6 , 1912"
"Monday , December 9",Hastings,"Hastings , Lower Public Hall , Mrs. Hicks ..",['Mrs. Hicks'],"December 6 , 1912"
"Monday , December 9",Norwich,"Norwich , Carrow Works . Mrs , Bartlett ..",['Mrs. Bartlett'],"December 6 , 1912"
"Monday , December 9",Norwich,"Norwich , Market - place . Mrs. Bartlett-",['Mrs. Bartlett'],"December 6 , 1912"
"Monday , December 9",Nottingham,"Nottingham , Friend's Adult , School . The Lady Isabel Hampden Margesson . Chair : Miss Hutchinson",['The Lady Isabel Hampden Margesson'],"December 6 , 1912"
"Tuesday , December 10",Barrow,"Barrow , 25 , Furness Park - road . Miss Grew . Hostess Mrs. Saddler",['Miss Grew'],"December 6 , 1912"
"Tuesday , December 10",Bedford,"Bedford , St. Peter's Hall . Miss Hicks , M.A.",['Miss Hicks'],"December 6 , 1912"
"Tuesday , December 10",Bexhill,"Bexhill , W.S.P.U. Shop . At Home . "" Mrs. Hicks",['Mrs. Hicks'],"December 6 , 1912"
"Tuesday , December 10",Chatham,"Chatham , Women's Labour League . Miss Sharman",['Miss Sharman'],"December 6 , 1912"
"Tuesday , December 10",Ilkeston Town Hall,"Ilkeston Town Hall . Lady Isabel Hampden Margesson , Mrs. Pethick Lawrence","['Lady Isabel Hampden Margesson', 'Mrs. Pethick Lawrence']","December 6 , 1912"
"Tuesday , December 10",Norwich,"Norwich , Carrow Works . Mrs. Bartlett",['Mrs. Bartlett'],"December 6 , 1912"
"Tuesday , December 10",Norwich,"Norwich , St. George's Plain . Mrs. Bartlett",['Mrs. Bartlett'],"December 6 , 1912"
"Wednesday , December 11",Birmingham,"Birmingham , Queen's College . Nurse Hutchinson",['Nurse Hutchinson'],"December 6 , 1912"
"Wednesday , December 11",Cardiff,"Cardiff , 27 , Charles - street . Miss Annie Williams ..",['Miss Annie Williams'],"December 6 , 1912"
"Wednesday , December 11",Newcastle,"Newcastle , 77 , Blackett - street . Miss Hicks , M.A ....",['Miss Hicks'],"December 6 , 1912"
"Wednesday , December 11",Newcastle,"Newcastle , Cullercoats , Co - operative Hall . Miss Hicks , M.A.",['Miss Hicks'],"December 6 , 1912"
"Wednesday , December 11",Norwich,"Norwich , St. Andrew's drews Hall . Mrs. Pankhurst . Chair : Mrs. Vans Agnew Corbett",['Mrs. Pankhurst'],"December 6 , 1912"
"Wednesday , December 11",Walsall,"Walsall , Co - operative Hall . Mr. Frank G. Layton , M.R.C.S ...",['Mr. Frank G. Layton'],"December 6 , 1912"
"Wednesday , December 11",York,"York , Pitvar , Thorne - road . "" At Home , "" Miss Key Jones . Hostess : Mrs. Lechmere Anderson",['Miss Key Jones'],"December 6 , 1912"
"Thursday , December 12",Bath,"Bath , 12 , Walcot - street . Miss Pridden ...",['Miss Pridden'],"December 6 , 1912"
"Thursday , December 12",Cambridge Guildhall,Cambridge Guildhall . Mrs. Pankhurst .,['Mrs. Pankhurst'],"December 6 , 1912"
"Thursday , December 12",Clacton,"Clacton , Winter Gardens . Lantern Lecture . Miss Isabel Green ..",[],"December 6 , 1912"
"Thursday , December 12",Eastbourne,"Eastbourne , 58a , Grove - road . "" At Home """,[],"December 6 , 1912"
"Thursday , December 12",Edinburgh,"Edinburgh , 27 , Frederick - street . Miss Emily Davison , B.A ...",['Miss Emily Davison'],"December 6 , 1912"
"Thursday , December 12",Edinburgh,"Edinburgh , Marshall - street Hall . Miss Davison , B.A.",['Miss Davison'],"December 6 , 1912"
"Thursday , December 12",Gillingham,"Gillingham , Queen's - road Hall . Miss Billing",['Miss Billing'],"December 6 , 1912"
"Thursday , December 12",Reading,"Reading , Palmer Hall . Mrs. Brailsford",['Mrs. Brailsford'],"December 6 , 1912"
"Thursday , December 12",Sunderland,"Sunderland , Edward Hall . Miss Hicks , M.A. Chair : Dr. Alice Burn ..",['Miss Hicks'],"December 6 , 1912"
"Friday , December 13",Canterbury,"Canterbury , Miss Evelyn Billing",['Miss Evelyn Billing'],"December 6 , 1912"
"Friday , December 13",Cardiff,"Cardiff , Queen's Hall , Queen's - street . Mrs. Drummond . Chair : Mr. Vernon Hartshorn ...",['Mrs. Drummond'],"December 6 , 1912"
"Friday , December 13",Glasgow,"Glasgow , 502 , Sauchiehall - street . Davison , B.A.",['Miss E. Davison'],"December 6 , 1912"
