Date,Location,Raw,Speakers,Hosts,Description,Issue date
July 27,Southport,"Southport North meeting - Horace Crawfurd , Esq . , Liberal candidate for the division .","['Horace Crawfurd, Esq.']",,,"July 24, 1914"
July 27,"Wellington, Salop",Wellington ( Salop ) -The Square - A.S.L . Meet- ing - Miss Leadley Browne,['Miss Leadley Browne'],,,"July 24, 1914"
July 28,Barrasford,"Barrasford Miss C. M. Miss Armstrong Gordon , M.A. , 6.30","['Miss C. M. Miss Armstrong Gordon, M.A.']",,,"July 24, 1914"
July 28,Cambridge,"Cambridge - Market Place - Chair , Mrs. Rack- ham - Miss Matters 8.0",['Miss Matters'],,,"July 24, 1914"
July 28,Fourstones,"Fourstones Open - air - Miss Meickle , Miss E. A. Westwood 7.0","['Miss Meickle', 'Miss E.A. Westwood']",,,"July 24, 1914"
July 28,Humshaugh,"Humshaugh Miss Beaver , Miss E , G. West- wood 6.30","['Miss Beaver', 'Miss E.G. Westwood']",,,"July 24, 1914"
July 28,Market Drayton,"Market Drayton - The Butter Market - A.S.L . meeting - Mrs . Harley , Miss Leadley Brown , and others 8.0","['Mrs. Harley', 'Miss Leadley Brown']",,,"July 24, 1914"
July 28,Rotherham,"Rotherham Roman Terrace - Chair . Councillor Siddall ( of Roman Terrace ) , Mrs. Oldham",['Mrs. Oldham'],,,"July 24, 1914"
July 28,St. Margaret-at-Cliff,St. Margaret - at - Cliff Mrs. Herzberg and Miss Hamilton,"['Mrs. Herzberg', 'Miss Hamilton']",,,"July 24, 1914"
July 28,Southwold,"Southwold - Market Place - Chair , Mrs. Charles Foster Mr. W. H. Murlees . 7.0",['Mr. W. H. Murlees'],,,"July 24, 1914"
July 29,Acomb,"Acomb Miss Beaver , Miss A. E. Westwood","['Miss Beaver', 'Miss A.E. Westwood']",,,"July 24, 1914"
July 29,Allendale Town,"Allendale Town - Miss C. M. Gordon , Miss E. G. Westwood 7.0","['Miss C. M. Gordon', 'Miss E.G. Westwood']",,,"July 24, 1914"
July 29,Bournemouth,Bournemouth - Open - air meeting,,,,"July 24, 1914"
July 29,Deal,Deal South Street - Miss Hamilton and Miss Barnett 8.0,"['Miss Hamilton', 'Miss Barnett']",,,"July 24, 1914"
July 29,Kingsdown,Kingsdown Whitchurch Miss Leadley,['Miss Leadley'],,,"July 24, 1914"
July 29,Hexham,Hexham Armstrong Coleman 8.0,['Armstrong Coleman'],,,"July 24, 1914"
July 29,Bellingham,Bellingham Branch End E. G. Westwood,['E.G. Westwood'],,,"July 24, 1914"
July 29,Corbridge,Corbridge - A. E. Westwood 4.30,['A.E. Westwood'],,,"July 24, 1914"
July 29,Great Mongeham,Great Mongeham Barnett,['Barnett'],,,"July 24, 1914"
July 29,Guildford,Guildford permission Baker Miss 8.0,['Baker'],,,"July 24, 1914"
July 30,Ellesmere Port,Ellesmere Port Leadley Brown,['Leadley Brown'],,,"July 24, 1914"
July 30,Mickley,Mickley Leadley Brown,['Leadley Brown'],,,"July 24, 1914"
July 30,Ovingham,Ovingham Leadley Brown,['Leadley Brown'],,,"July 24, 1914"
July 30,Prudhoe,Prudhoe Leadley Brown,['Leadley Brown'],,,"July 24, 1914"
July 30,Sandwich,Sandwich Miss Barnett,['Miss Barnett'],,,"July 24, 1914"
July 30,Stamfordham,Stamfordham Armstrong 7.30,['Armstrong'],,,"July 24, 1914"
July 30,West Wylam,West Wylam wood 3.0,['wood'],,,"July 24, 1914"
July 31,Margate,Margate Miss Griffith,['Miss Griffith'],,,"July 24, 1914"
July 31,Oswestry,"Oswestry Harley , Miss",['Harley'],,,"July 24, 1914"
July 31,Hunterfield,Hunterfield,,,"One or two meetings may be held in villages near Hunterfield, without previous notice.","July 24, 1914"
July 31,Wem,Wem ( meeting arranged at short notice ) Mr. and others 8.15,['Mr.'],,,"July 24, 1914"
July 31,Worthing,"Worthing - Shrubbery , pany - Monologue 8.0",,,,"July 24, 1914"
July 25,Bow,"Bow - Garden Meeting at Harley House , Bow Road Entertainment by East London Girls ' Club - Refreshments - Chair , the Rev E. T. Kitcat",,,,"July 24, 1914"
July 27,W. St. Pancras,"W. St. Pancras - Open - air Meeting - Corner of Park and Arlington Road - Speakers , Miss Ellen Walshe , Miss Meikle","['Miss Ellen Walshe', 'Miss Meikle']",,,"July 24, 1914"
July 28,N. Lambeth,"N. Lambeth - Open - air Meeting - Corner of Sancroft Street and Kennington Road - Speaker , Miss Fawcett",['Miss Fawcett'],,,"July 24, 1914"
July 29,Ealing,"Ealing Garden Party at "" Ingleside , "" Edge- hill Road Hostess , Mrs. McBride - Chair , Prof. de Sumichrast - Speaker , Mrs. Corbett Fisher",['Mrs. Corbett Fisher'],['Mrs. McBride'],Garden Party,"July 24, 1914"
July 30,Barnes,"Barnes Open - air Meeting - Opposite Sun Inn -Speakers , Miss Sheepshanks , Miss Fawcett , Mrs. Baker","['Miss Sheepshanks', 'Miss Fawcett', 'Mrs. Baker']",,,"July 24, 1914"
July 30,Southwark,"Southwark Open - air Meeting - Corner of Teni- son Street and York Road , Waterloo - Speakers , Miss Jameson , Miss Walshe","['Miss Jameson', 'Miss Walshe']",,,"July 24, 1914"
July 30,Muswell Hill,"Muswell Hill - Exchange - Chair , Mr. Watts- Miss Philippa Fawcett , Mrs. Ffranbury 8.0","['Miss Philippa Fawcett', 'Mrs. Ffranbury']",,,"July 24, 1914"
July 31,Battersea,"Battersea Open - air Meeting Rush Hill Road , Lavender Hill - Chair , Mrs. Worthy- Speaker , Mr. Clifford Ewen",['Mr. Clifford Ewen'],,,"July 24, 1914"
July 31,Walmer,Walmer,,,A.S.L. Meeting,"July 24, 1914"
July 31,Eastrig,Eastrig - Miss,['Miss'],,,"July 24, 1914"
August 1,Aberdeen,"Aberdeen "" Newcraighall Aldersley",,,"Open-air meeting at Alexandra Park, Newcraighall Aldersley.","July 24, 1914"
August 1,Levenshulme,"Open - air meeting at Alexandra Park , Stockport Road , Levenshulme - Coun- cillor Ashton , M.A. , and Mr. Crane","['Councillor Ashton, M.A.', 'Mr. Crane']",,,"July 24, 1914"
August 1,Dalton,"Dalton Brook Open - air - Chair , of Dalton ) , Councillor D. B. Foster ,",['Councillor D.B. Foster'],,,"July 24, 1914"
August 1,"Wellington, Salop","Wellington ( Salop ) The Cricket Field - A.S.L . Harley , Miss Leadley Brown ,","['Harley', 'Miss Leadley Brown']",,,"July 24, 1914"
August 1,Broadwater,"Garden meeting for Friends - The Broadwater - Speaker , Miss Tym- , Mrs. Chapman","['Miss Tym', 'Mrs. Chapman']",,,"July 24, 1914"
July 24,E. Islington,"E. Islington - Open - air Meeting - Corner of Riversdale Road and Blackstock Road - Chair , Mr. Few , Miss McGrigor","['Mr. Few', 'Miss McGrigor']",,,"July 24, 1914"
July 27,West Horsley,"West Horsley ( by kind permission of Mrs. Riddock ) -Chair , Aston 8.0",['Aston'],['Mrs. Riddock'],,"July 24, 1914"
July 11,Leith,Leith ( 11.0,,,,"July 24, 1914"
July 24,Edinburgh,"Edinburgh ,",,,,"July 24, 1914"
July 25,Addiewell,Addiewell ( ley 11.0,,,,"July 24, 1914"
July 27,Aberdeen,Aberdeen - St. Andrew's Hall . 8.0,,,"The Women's Freedom League are to be congratulated on their demonstration on the 19th, when they came out for the first time with the men's unions to demand the total abolition of fines, deductions, and living-in. Marching in procession, with bands and banners, to Southwark Park, the demonstrators were there addressed by leaders of labour.","July 24, 1914"
July 27-31,Newburgh and district,"Newburgh and district , Stuart Paterson","['Miss Moody', 'Miss Stuart Paterson']",,,"July 24, 1914"
