Date,Location,Raw,Speakers,Description,Issue date
APRIL 14,"Kennington - Wheatsheaf Hall, South Lambeth Road","Kennington - Wheatsheaf Hall, South Lambeth Road - Women's Meeting",,Women's Meeting,"APRIL 11, 1913"
APRIL 14,"Catford - Girls' Club - Church Schoolroom, Torridon Road","Catford - Girls ' Club - Church Schoolroom, Torridon Road, Catford - Speaker, Goddard",['Goddard'],,"APRIL 11, 1913"
APRIL 14,Islington,"Islington - Miss M. E. Andrade's, 17, Aberdeen Park, Highbury - Study Circle",,,"APRIL 11, 1913"
APRIL 14,"S. Wimbledon - Johnston's Rooms, 6, Broadway","S. Wimbledon - Johnston's Rooms, 6, Broadway- Meeting Chair, Mrs. Mallett -- Speaker, Miss Mildred Ransom",['Miss Mildred Ransom'],,"APRIL 11, 1913"
APRIL 15,"N. Paddington 7, Clifton Gardens, Maida Vale, W.","N. Paddington 7, Clifton Gardens, Maida Vale, W. -Drawing - room Meeting - Chair, Miss Constance Jacob - Hostess, Mrs. Owen -Speaker, Mrs. Arthur Savory",['Mrs. Arthur Savory'],,"APRIL 11, 1913"
APRIL 15,"Rotherhithe Empire Club, 104, Jamaica Boad","Rotherhithe Empire Club, 104, Jamaica Boad- Meeting Speaker, Miss Ruth Young",['Miss Ruth Young'],,"APRIL 11, 1913"
APRIL 15,"Islington - People's Literary and Debating Society, St. Peter's Institute, Vincent Terrace, Colebrooke Row","Islington - People's Literary and Debating Society, St. Peter's Institute, Vincent Terrace, Colebrooke Row - Speaker, Mrs. Rack- ham",['Mrs. Rackham'],,"APRIL 11, 1913"
APRIL 16,Greenwich + St. Alfege Church Room,"Greenwich + St. Alfege Church Room Young People's Meeting -- Speaker, Miss M. Goddard",['Miss M. Goddard'],,"APRIL 11, 1913"
APRIL 18,Islington,"Islington -- Miss J. Bissett Smith's, 57, Hillmarton Road, N. - Study Circle",,,"APRIL 11, 1913"
APRIL 23,"Holborn and S. St. Pancras - 25, Cartwright Gardens, Euston Road, W.C.","Holborn and S. St. Pancras - 25, Cartwright Gardens, Euston Road, W.C. - Social Meeting for Working Women - Speaker, Miss Auna Martin- (Tea)",['Miss Auna Martin'],,"APRIL 11, 1913"
APRIL 13,Birmingham Aston Manor Baptist P.S.A.,Birmingham Aston Manor Baptist P.S.A. - Mrs. Ring,['Mrs. Ring'],,"APRIL 11, 1913"
APRIL 16,Birmingham - Erdington Women's Co-operative Guild,Birmingham - Erdington Women's Co - operative Guild Mrs. Ring,['Mrs. Ring'],,"APRIL 11, 1913"
APRIL 16,Totterdown,Totterdown - Annual meeting - Liberal Women- Wycliffe Schoolroom - Mrs. W. C. H. Cross,['Mrs. W. C. H. Cross'],,"APRIL 11, 1913"
APRIL 16,Bristol - St. Phillip's Liberal Club,"Bristol - St. Phillip's Liberal 3.0
7.30
7.30 The Association, Shaftesbury, Kingsland Road - Miss J. M. Baretti",['Miss J. M. Baretti'],,"APRIL 11, 1913"
APRIL 17,Kirkstall,Kirkstall - Liberal Association - Mrs. Renton,['Mrs. Renton'],,"APRIL 11, 1913"
APRIL 17,Wallasey Girls' Club,"Wallasey Girls ' 8.0
M. McPherson 1.30 Easington - The Schools - Miss A. M. Royden, Mrs. Hancock Chair, The Rev. G. A. West","['M. McPherson', 'Miss A. M. Royden', 'Mrs. Hancock']",,"APRIL 11, 1913"
APRIL 11,"Edinburgh 40, Shandwick Place","Edinburgh 40, Shandwick Place - At Home ' Speaker, Miss Hilda Cotterill - Chair, Mrs. Purves",['Miss Hilda Cotterill'],,"APRIL 11, 1913"
APRIL 16,Kirkcaldy,Kirkcaldy Mrs. Maonicol.,['Mrs. Maonicol'],,"APRIL 11, 1913"
APRIL 17,"THE SUFFRAGE CLUB, 3, York Street, St. Jan S.W.","THE SUFFRAGE CLUB, 3, York Street, St. Jan S.W. A Lecture will be given at the above on Thursday, April 17th, at 8.30 p.m. Sper Rev. C. Llewellyn Smith. Subject: ""The Si cance of the Suffrage Movement."" Boyd Carpenter. Chair",['Rev. C. Llewellyn Smith'],,"APRIL 11, 1913"
May 15th,"Horsham , via He field to Brighton","A March THE MARCHERS QUI VIVE CORPS. Brighton will start from the depôt, 60, West Stre Horsham, on May 15th, and will proceed via He field.",,A march,"APRIL 11, 1913"
APRIL 16,Caxton Hall,"Public M WOMEN'S FREEDOM LEAGUE. Caxton Hall, Wednesday, April 16th, at 3.3 Speakers: Mrs. Cobden Sanderson and Mrs. Bower. Adm Chair, Mrs. Huntsman. free.","['Mrs. Cobden Sanderson', 'Mrs. Bower']",,"APRIL 11, 1913"
