Date,Location,Raw,Description,Speakers,Hosts,Issue date
OCTOBER 3,Carnforth - Co-operative Hall,"Carnforth - Co - operative Hall - Miss Royden , Rev. J. Whiteside ( Chairman ) .",,"['Miss Royden', 'Rev. J. Whiteside (Chairman)']",,"SEPTEMBER 22 , 1910"
OCTOBER 4,Cirencester,"Cirencester - Debate - Miss Mildred Ransom , Miss Mabel Smith ( A.-S. League ) .",Debate,"['Miss Mildred Ransom', 'Miss Mabel Smith (A.-S. League)']",,"SEPTEMBER 22 , 1910"
OCTOBER 4,Farnworth Moor Hall,Farnworth Moor Hall - Miss Robertson .,,['Miss Robertson'],,"SEPTEMBER 22 , 1910"
OCTOBER 4,Leeds Leeds Parliament,Leeds Leeds Parliament - Debate - Miss Fielden .,Debate,['Miss Fielden'],,"SEPTEMBER 22 , 1910"
OCTOBER 4,Norwood - N.L. of Young Liberals,"Norwood - N.L . of Young Liberals - Debate , Women's Suffrage- Miss Emily Hill .","Debate, Women's Suffrage",['Miss Emily Hill'],,"SEPTEMBER 22 , 1910"
OCTOBER 4,London Enfield - Constitutional Club,London Enfield - Constitutional Club - Debate - Miss Rinder .,Debate,['Miss Rinder'],,"SEPTEMBER 22 , 1910"
OCTOBER 4,"Chirnside, Berwickshire","Chirnside , Berwickshire - Grand Variety Sale - Lady Low , Lady Frances Balfour .",Grand Variety Sale,"['Lady Low', 'Lady Frances Balfour']",,"SEPTEMBER 22 , 1910"
OCTOBER 5,Radcliffe - Co-operative Hall,Radcliffe - Co - operative Hall - Miss Robertson .,,['Miss Robertson'],,"SEPTEMBER 22 , 1910"
OCTOBER 5,Leeds,"Leeds Drawing - room Meeting - Dr . Mary Phillips , Miss Fielden .",Drawing-room Meeting,"['Dr. Mary Phillips', 'Miss Fielden']",,"SEPTEMBER 22 , 1910"
OCTOBER 5,Knutsford - Ruskin Recreation Room,Knutsford - Ruskin Recreation Room - Women's Meeting - Rev . Kirk Mackonochie .,Women's Meeting,['Rev. Kirk Mackonochie'],,"SEPTEMBER 22 , 1910"
OCTOBER 6,Dublin,Dublin Irish W.S. and Local Government Association - Com- mittee Meeting,Committee Meeting,,,"SEPTEMBER 22 , 1910"
OCTOBER 6,North Herts. - Letchworth,North Herts . Letchworth - Drawing - room Meeting - Mr . Laurence Housman .,Drawing-room Meeting,['Mr. Laurence Housman'],,"SEPTEMBER 22 , 1910"
OCTOBER 6,North Herts. - Letchworth - Pixmore Institute,North Herts . - Letchworth - Pixmore Institute - Suffrage Enter- tainment .,Suffrage Entertainment,,,"SEPTEMBER 22 , 1910"
OCTOBER 6,Leeds,"Leeds - Drawing - room Meeting - Mrs . Hart , Miss Fielden .",Drawing-room Meeting,"['Mrs. Hart', 'Miss Fielden']",,"SEPTEMBER 22 , 1910"
OCTOBER 6,London - Highgate,"London - Highgate - Drawing - room Meeting - Mrs . Seekings , Mrs. Arthur Gillett .",Drawing-room Meeting,"['Mrs. Seekings', 'Mrs. Arthur Gillett']",,"SEPTEMBER 22 , 1910"
OCTOBER 6,Liphook Vicarage Hall,Liphook Vicarage Hall - Mrs . Stanbury .,,['Mrs. Stanbury'],,"SEPTEMBER 22 , 1910"
OCTOBER 7,Haslemere Educational Hall,Haslemere Educational Hall - Meeting for Rate - paying Women -Mrs . Stanbury .,Meeting for Rate-paying Women,['Mrs. Stanbury'],,"SEPTEMBER 22 , 1910"
OCTOBER 7,Edinburgh,Edinburgh - First Weekly Meeting .,First Weekly Meeting,,,"SEPTEMBER 22 , 1910"
OCTOBER 8,Haslemere,Haslemere - Open - air Meeting - Mrs . Stanbury . Evening .,Open-air Meeting,['Mrs. Stanbury'],,"SEPTEMBER 22 , 1910"
OCTOBER 11,London - E Finchley - Baptist Church Debating Society,"London - E Finchley - Baptist Church Debating Society - Miss J. Hamilton Thomson , B.A. .",,"['Miss J. Hamilton Thomson, B.A.']",,"SEPTEMBER 22 , 1910"
OCTOBER 13,London Enfield - Co-operative Society,London Enfield - Co - operative Society - Miss Ward .,,['Miss Ward'],,"SEPTEMBER 22 , 1910"
OCTOBER 14,Gateshead - Bewick Hall,"Gateshead - Bewick Hall - Mrs . H. Fawcett , LL.D. , Mrs. Spence Watson .",,"['Mrs. H. Fawcett, LL.D.', 'Mrs. Spence Watson']",,"SEPTEMBER 22 , 1910"
OCTOBER 14,Knutsford Society,Knutsford Society Meeting in Disley - Miss Abadam .,Meeting in Disley,['Miss Abadam'],,"SEPTEMBER 22 , 1910"
OCTOBER 15,Stockport,"Stockport Meeting [ Offers of help to Mrs. Wild , 23 , Warwick Road , Romiley . ]",,,,"SEPTEMBER 22 , 1910"
OCTOBER 17,Stockport,Stockport Meeting .,,,,"SEPTEMBER 22 , 1910"
OCTOBER 18,London Ealing,London Ealing - At Home - Miss Lowndes .,At Home,['Miss Lowndes'],,"SEPTEMBER 22 , 1910"
OCTOBER 18,London - Enfield - St. Paul's Presbyterian Lit. Society,London - Enfield - St . Paul's Presbyterian Lit. Society - Miss E. A. Bompas .,,['Miss E. A. Bompas'],,"SEPTEMBER 22 , 1910"
OCTOBER 19,York Exhibition,York Exhibition - Miss Margaret Ashton .,,['Miss Margaret Ashton'],,"SEPTEMBER 22 , 1910"
OCTOBER 19,Grayshott,Grayshott Meeting for Rate - paying Women - Mrs . Marshall .,Meeting for Rate-paying Women,['Mrs. Marshall'],,"SEPTEMBER 22 , 1910"
OCTOBER 20,Dublin,Dublin Irish W.S. and Local Government Association - Com- mittee Meeting .,Committee Meeting,,,"SEPTEMBER 22 , 1910"
OCTOBER 20,"London - Islington - Salter's Hall Church Lit. Society, Canonbury","London - Islington - Salter's Hall Church Lit. Society , Canonbury -Debate - Miss C. Corbett , B.A. , Miss Stuart ( A.S.L. ) .",Debate,"['Miss C. Corbett, B.A.', 'Miss Stuart (A.S.L.)']",,"SEPTEMBER 22 , 1910"
