Date,Location,Raw,Speakers,Description,Issue date
"FRI., APRIL 25",Newcastle,"Newcastle, Cramlington. Miss Mardel",['Miss Mardel'],,"April 25 , 1913"
"SAT., APRIL 26",Battersea,"SAT., APRIL 26. - Battersea, Mossbury - road. Mr. Arthur Mackinlay",['Mr. Arthur Mackinlay'],,"April 25 , 1913"
"SAT., APRIL 26",Ilford,"Ilford, Balfour - road. Miss M. Scott",['Miss M. Scott'],,"April 25 , 1913"
"SAT., APRIL 26",Wimbledon Broadway,Wimbledon Broadway. Miss Eden. Chair: Miss Shaw,['Miss Eden'],,"April 25 , 1913"
"SAT., APRIL 26",Woolwich,"Woolwich, Eleanor - road. Miss Macaulay. Chair: Mrs. Atkinson","['Miss Macaulay', 'Mrs. Atkinson']",,"April 25 , 1913"
"SAT., APRIL 26",Brighton,"Brighton, Seafront. Miss Muriel Scott",['Miss Muriel Scott'],,"April 25 , 1913"
"SAT., APRIL 26",Dundee,"Dundee, Greenmarket. Miss Eden. Chair: Miss M. Smith",['Miss Eden'],,"April 25 , 1913"
"SAT., APRIL 26",Edinburgh,"Edinburgh, Leopold - place. Miss M. Burn Murdoch",['Miss M. Burn Murdoch'],,"April 25 , 1913"
"SAT., APRIL 26",Newcastle,"Newcastle, Cramlington. Miss Scott",['Miss Scott'],,"April 25 , 1913"
"SAT., APRIL 26",Newcastle,"Newcastle, Durham Ox. Miss Shaw",['Miss Shaw'],,"April 25 , 1913"
"SUN., APRIL 27",Ealing Common,"SUN., APRIL 27. - Ealing Common. Mrs. Penn Gaskell. Chair: Mr. Tom Norris","['Mrs. Penn Gaskell', 'Mr. Tom Norris']",,"April 25 , 1913"
"SUN., APRIL 27",Hampstead Heath,"Hampstead Heath, Flagstaff. Miss Nancy Lightman",['Miss Nancy Lightman'],,"April 25 , 1913"
"SUN., APRIL 27",Hyde Park,Hyde Park. M.F.W.S. Mr. H. B. Haley. Chair: Miss Macpherson,"['Mr. H. B. Haley', 'Miss Macpherson']",,"April 25 , 1913"
"SUN., APRIL 27",Lewisham,"Lewisham, Market - place. Dr. Macpherson",['Dr. Macpherson'],,"April 25 , 1913"
"SUN., APRIL 27",Regent's Park,Regent's Park. M.P.U. Mr. Reginald Pott,['Mr. Reginald Pott'],,"April 25 , 1913"
"SUN., APRIL 27",Streatham Common,Streatham Common. Mrs. Wingrove Macpherson. Chair: Mrs. Huggett,"['Mrs. Wingrove Macpherson', 'Mrs. Huggett']",,"April 25 , 1913"
"SUN., APRIL 27",Wimbledon Common,Wimbledon Common. Miss Wickham,['Miss Wickham'],,"April 25 , 1913"
"SUN., APRIL 27",Cardiff,"Cardiff, Railway Men No. 1 Branch, Cathay's Liberal Club. Miss Dacre Fox and Miss Sheppard","['Miss Dacre Fox', 'Miss Sheppard']",,"April 25 , 1913"
"SUN., APRIL 27",Cardiff,"Cardiff, Railway Men No. 3 Branch, Oddfellows' Hall Miss Elsa Myers",['Miss Elsa Myers'],,"April 25 , 1913"
"SUN., APRIL 27",Edinburgh,"Edinburgh, Mound. Miss Macaulay. Chair: Mrs. Crow","['Miss Macaulay', 'Mrs. Crow']",,"April 25 , 1913"
"SUN., APRIL 27",Nottingham,"Nottingham, West Bridgeford Adult School, Bridgford - road. Miss C. Marsh",['Miss C. Marsh'],,"April 25 , 1913"
"SUN., APRIL 27",Nottingham,"Nottingham, Cricket Pavilion Ferry Miss Prankerd. Chair: Dr. Macpherson","['Miss Prankerd', 'Dr. Macpherson']",,"April 25 , 1913"
"MON., APRIL 28",Bow,"Bow, Tredegar - road, Out - Class. Miss Rosa Leo",['Miss Rosa Leo'],,"April 25 , 1913"
"MON., APRIL 28",Chelsea,"Chelsea, 308, King's - road. Miss Ada Moore",['Miss Ada Moore'],,"April 25 , 1913"
"MON., APRIL 28",Hackney,"Hackney, Urswick - road. Miss N. Lightman. Chair: Dr. Macpherson","['Miss N. Lightman', 'Dr. Macpherson']",,"April 25 , 1913"
"MON., APRIL 28","London Pavilion, Piccadilly","London Pavilion, Piccadilly Thompson, Mrs. Dacre Fox","['Thompson', 'Mrs. Dacre Fox']",,"April 25 , 1913"
"MON., APRIL 28",Wimbledon,"Wimbledon, Queen's Hall, Broadway. Dr. Letitia Fairfield",['Dr. Letitia Fairfield'],,"April 25 , 1913"
"MON., APRIL 28",Dundee,"Dundee, Gray - street, Broughty Ferry Miss Barbara Wylie",['Miss Barbara Wylie'],,"April 25 , 1913"
"MON., APRIL 28",Ipswich,"Ipswich, St. Nicholas Church Miss Naylor",['Miss Naylor'],,"April 25 , 1913"
"MON., APRIL 28",Newcastle,"Newcastle, Whitley Bay. Miss Hilda Burkitt",['Miss Hilda Burkitt'],,"April 25 , 1913"
"MON., APRIL 28",Plymouth,"Plymouth, Mikado Café, 66, Old Town - street. Miss Mary Phillips",['Miss Mary Phillips'],,"April 25 , 1913"
"TUES., APRIL 29",Clapham,"Clapham. Morris Hall, North - street, Old Town. Women's Meeting. Mrs. Lamartine Yates Chair: Mrs. Barron","['Mrs. Lamartine Yates', 'Mrs. Barron']",,"April 25 , 1913"
"TUES., APRIL 29",Golder's Green,"Golder's Green, 26B, The Parade. Members' Rally",,Members' Rally,"April 25 , 1913"
"TUES., APRIL 29",Hackney,"Hackney, 39, Pembury - road. Debating Class",,,"April 25 , 1913"
"TUES., APRIL 29","Kingsway Hall, W.C.","Kingsway Hall, W.C. M.P.U. Demonstration. Mrs. Pethick Harben, Mr. Izrael Zangwill and Mr. W. Nevinson","['Mrs. Pethick Harben', 'Mr. Izrael Zangwill', 'Mr. W. Nevinson']",,"April 25 , 1913"
"TUES., APRIL 29",Palmer's Green,"Palmer's Green, 6, Stonard - road. Fireside Talks",,,"April 25 , 1913"
"TUES., APRIL 29",Stepney,"Stepney, Mile End, Junction Oxford - street and Jamaica - street. Miss Jacobs",['Miss Jacobs'],,"April 25 , 1913"
"TUES., APRIL 29",Bexhill,"Bexhill, Marina. Miss Dorothy Evans",['Miss Dorothy Evans'],,"April 25 , 1913"
"WED., APRIL 30",Ilford,"Ilford, Barking, New Town Hall (outside). Miss Harvey",['Miss Harvey'],,"April 25 , 1913"
"WED., APRIL 30",Kilburn,"Kilburn, 310, High - road, Lecture Room. Miss Macaulay",['Miss Macaulay'],,"April 25 , 1913"
"WED., APRIL 30",Birmingham,"Birmingham, Queen's College - street and Steelhouse - lane. Miss Barbara Wylie",['Miss Barbara Wylie'],,"April 25 , 1913"
"WED., APRIL 30",Doncaster,"Doncaster, Guild Hall Miss Annie Williams",['Miss Annie Williams'],,"April 25 , 1913"
"WED., APRIL 30",Hanley,"Hanley, Market - square. Miss Dorothy Evans",['Miss Dorothy Evans'],,"April 25 , 1913"
"WED., APRIL 30",Hastings,"Hastings, Lower Public Hall ""At Home"". Mrs. Beatty",['Mrs. Beatty'],,"April 25 , 1913"
"WED., APRIL 30",Worthing,"Worthing, St. James' Hall. Mrs. Zangwill",['Mrs. Zangwill'],,"April 25 , 1913"
"THURS., MAY 1",Hackney,"Hackney, Stamford Hill. Miss Bonwick, B.A.",['Miss Bonwick'],,"April 25 , 1913"
"THURS., MAY 1",Hampstead,"Hampstead, Drill Hall, Heath - street. Mrs. Percy Dearmer",['Mrs. Percy Dearmer'],,"April 25 , 1913"
"THURS., MAY 1","Essex Hall, Essex Street, Strand, W.C.","Essex Hall, Essex Street, Strand, W.c. Mrs. Dacre Fox",['Mrs. Dacre Fox'],,"April 25 , 1913"
"THURS., MAY 1",Hornsey Drinking Fountain,Hornsey Drinking Fountain Chair: Miss Dearn,['Miss Dearn'],,"April 25 , 1913"
"THURS., MAY 1","Lincoln's Inn House, Kingsway","Lincoln's Inn House, Kingsway Mrs. A. J. Webbe",['Mrs. A. J. Webbe'],,"April 25 , 1913"
"THURS., MAY 1",North Kensington,"North Kensington, Free Library, Ladbroke - grove. Miss Rogers",['Miss Rogers'],,"April 25 , 1913"
"THURS., MAY 1",Sloane - square,Sloane - square. Miss A. Kelly,['Miss A. Kelly'],,"April 25 , 1913"
"THURS., MAY 1","West Ham, Stratford Broadway","West Ham, Stratford Broadway Miss Rowe",['Miss Rowe'],,"April 25 , 1913"
"THURS., MAY 1",Barrow,"Barrow, Lyceum Hall. Miss Barbara Wylie",['Miss Barbara Wylie'],,"April 25 , 1913"
"THURS., MAY 1",Birmingham,"Birmingham, Corner Corporation - street. Miss Wylie, Chair: Misa York",['Miss Wylie'],,"April 25 , 1913"
"THURS., MAY 1",Edinburgh,"Edinburgh, New Café, 5A, St. Andrew - square. Miss B. Wylie",['Miss B. Wylie'],,"April 25 , 1913"
"THURS., MAY 1",Hanley,"Hanley, Market - square. Miss Dorothy Evans",['Miss Dorothy Evans'],,"April 25 , 1913"
"THURS., MAY 1",Leicester,"Leicester, Market - place. Miss Hilda Burkitt",['Miss Hilda Burkitt'],,"April 25 , 1913"
"THURS., MAY 1",Newcastle,"Newcastlo, Burnopfield. Miss E. Grew. Chair: Miss N. Parker","['Miss E. Grew', 'Miss N. Parker']",,"April 25 , 1913"
"THURS., MAY 1",Nottingham,"Nottingham, Albert Hall Miss C. Marsh",['Miss C. Marsh'],,"April 25 , 1913"
"THURS., MAY 1",Scarborough,"Scarborough, Rosco Rooms Mrs. A. J. Webbe. Chair: Nurso Wylie",['Mrs. A. J. Webbe'],,"April 25 , 1913"
"FRI., MAY 2",Chelsea,"Chelsea, 308, King's - road. Mrs. A. J. Webbe",['Mrs. A. J. Webbe'],,"April 25 , 1913"
"FRI., MAY 2",Chelsea,"Chelsea, 308, King's - road.",,Speakers' Class.,"April 25 , 1913"
"FRI., MAY 2",Hornsey,Hornsey Chair: Mrs. Dacre Fox,['Mrs. Dacre Fox'],,"April 25 , 1913"
"FRI., MAY 2","Lincoln's Inn House, Kingsway","Lincoln's Inn House, Kingsway Miss G. Richard",['Miss G. Richard'],,"April 25 , 1913"
"FRI., MAY 2",North Kensington,North Kensington Miss Rogers,['Miss Rogers'],,"April 25 , 1913"
"FRI., MAY 2",Sloane - square,"Sloane - square West Ham, Stratford",[],,"April 25 , 1913"
"FRI., MAY 2",Dundee,"Dundee, Panmure - street Miss Barbara Wylie",['Miss Barbara Wylie'],,"April 25 , 1913"
"FRI., MAY 2",Glasgow,"Glasgow, Carluke, Rankin Institute. Women only. Mrs. Beatty",['Mrs. Beatty'],,"April 25 , 1913"
"FRI., MAY 2",Bo'ness,"Bo'ness, Masonic Temple. Mrs. Charlton",['Mrs. Charlton'],,"April 25 , 1913"
"FRI., MAY 2",York,"York, Assembly Rooms Mrs. Beatty",['Mrs. Beatty'],,"April 25 , 1913"
