Date,Location,Raw,Speakers,Description,Issue date
MARCH 18,Bournemouth - Princes Hall Grand Hotel,"Bournemouth - Princes Hall Grand Hotel- Public Meeting - Speaker , Miss I. O. Ford- Chair , the Rev. D. Adderley",['Miss I. O. Ford'],,"MARCH 13 , 1914"
MARCH 18,"Brighton - Women's Franchise Club, 4, New Road","Brighton - Women's Franchise Club , 4 , New Road Meeting for Friends of Women's Suffrage -Speakers , Miss A. S. Verrall , Miss F. de G. Merrifield","['Miss A. S. Verrall', 'Miss F. de G. Merrifield']",,"MARCH 13 , 1914"
MARCH 18,Cowbridge Town Hall,"Cowbridge Town Hall - Speaker , Miss Foxley , M.A. - Chair , Councillor C. M. Davies",['Miss Foxley'],,"MARCH 13 , 1914"
MARCH 18,Croydon and Purley - St. Augustine's Hall,"Croydon and Purley - St . Augustine's Hall- Speaker , Mrs. Henry Fawcett - Chair , Miss T. E. Clark",['Mrs. Henry Fawcett'],,"MARCH 13 , 1914"
MARCH 18,Cuckfield Queen's Hall,"Cuckfield Queen's Hall - Mrs . Alys Russel , B.A. , on "" Maternity Schools for Mothers """,['Mrs. Alys Russel'],,"MARCH 13 , 1914"
MARCH 18,Dorking,"Dorking - Miss Irene Cox on "" Infant Mortality """,['Miss Irene Cox'],,"MARCH 13 , 1914"
MARCH 18,"Gateshead - Bewick Hall, High West Street","Gateshead - Bewick Hall , High West Street- Mrs. Price , M.A. , on "" Patriotism and the Vote "" -Soloist , Miss Denton .",['Mrs. Price'],,"MARCH 13 , 1914"
MARCH 18,Hexham- White's Café,"Hexham- White's Café Annual Meeting- Speaker , Miss St. John - Chair , Mrs. Pumphrey",['Miss St. John'],,"MARCH 13 , 1914"
MARCH 18,"Manchester - Milton Hall, Deansgate","Manchester - Milton Hall , Deansgate Dr. Sloan Chesser , M.B. , on "" The Mother and the State """,['Dr. Sloan Chesser'],,"MARCH 13 , 1914"
MARCH 18,"Winchester - Oddfellows' Hall, St. George's Street","Winchester - Oddfellows ' Hall , St. George's Street - Miss Tite ( Criminal Law Amendment Committee ) on "" Separation and Maintenance Orders """,['Miss Tite'],,"MARCH 13 , 1914"
MARCH 19,"Brighton - 55, Old Steine","Brighton - 55 , Old Steine - Y.M.C.A . Debating Society - Subject : "" Has England Gained by the Suffrage Movement ? "" - For : Mrs. Abbott- Against Mrs. H. Norris - Chair , Councillor Skinner","['Mrs. Abbott', 'Mrs. H. Norris']",,"MARCH 13 , 1914"
MARCH 19,Hindhead Tweenways,"Hindhead Tweenways "" -Members ' Meeting",,,"MARCH 13 , 1914"
MARCH 19,"Leamington - 35, Warwick Street","Leamington - 35 , Warwick Street - Annual Meet- ing of Members - Speaker , Miss Rogers ( of Coventry )",['Miss Rogers'],,"MARCH 13 , 1914"
MARCH 19,Maidenhead - Starerton Lodge,"Maidenhead - Starerton Lodge - Hostess , Mrs. Atherley Jones - Miss G. Cooke on "" The Dis- abilities of Wives and Mothers "" -Chair , Mrs. Robie Uniacke",['Miss G. Cooke'],,"MARCH 13 , 1914"
MARCH 19,Oxford,"Oxford - Drawing - room Meeting - Hostess , Mrs. Study Circle Subject , ""The Minority Report""",,"Study Circle Subject, ""The Minority Report""","MARCH 13 , 1914"
MARCH 20,"Guildford - Suffrage Office, 1a, Mount Street","Guildford - Suffrage Office , la , Mount Street- Miss Ogilvy ( Member of Godalming Town Council ) on "" The Need for Women on Local Government Bodies """,['Miss Ogilvy'],,"MARCH 13 , 1914"
MARCH 20,Knebworth Mission Room,"Knebworth Mission Room - Hitchin , Stevenage , and District Council Meeting - Speech and Presentation of Banner by the Rt . Hon . the Earl of Lytton",['Earl of Lytton'],,"MARCH 13 , 1914"
MARCH 20,Port Talbot - Central Schools,"Port Talbot - Central Schools - Speaker , Miss Foxley , M.A. - Chair , His Worship , the Mayor",['Miss Foxley'],,"MARCH 13 , 1914"
MARCH 20,Reigate St. Mark's Lecture Room,"Reigate St. Mark's Lecture Room - Miss Pen- rose Philp on "" 81,000 Poor Law Children "" . Chair , the Rev. F. C. Davies",['Miss Penrose Philp'],,"MARCH 13 , 1914"
MARCH 13,Dunfermline- St Margaret's Hall,"Dunfermline - St . Margaret's Hall - Annual Meeting Speaker , Miss Alice Crompton , M.H.- Chair , Miss Duguid .",['Miss Alice Crompton'],,"MARCH 13 , 1914"
MARCH 13,"Edinburgh - 40, Shandwick Place","Edinburgh 40 , Shandwick Place - At Home- Mrs. Shaw Maclaren on "" What the Woman's Movement Means to Some of Us """,['Mrs. Shaw Maclaren'],,"MARCH 13 , 1914"
MARCH 13,"Glasgow - 202, Hope Street","Glasgow - 202 , Hope Street - Dr . M'Laren , on "" Eugenics "" -Tea .","[""Dr. M'Laren""]",,"MARCH 13 , 1914"
MARCH 16,Auchterarder,"Auchterarder - Speaker , the Lady Frances Bal- four .",['Lady Frances Balfour'],,"MARCH 13 , 1914"
MARCH 16,Troon- Unionist Hall,"Troon - Unionist Hall - Speaker , Miss Muriel Matters Chair , Mr. A. B. Boyd",['Miss Muriel Matters'],,"MARCH 13 , 1914"
MARCH 18,Falkirk Town Hall,"Falkirk Town Hall - Café Chantant - Speaker , Miss M. Matters .",['Miss M. Matters'],,"MARCH 13 , 1914"
MARCH 18,Galashiels - Masonic Hall,"Galashiels - Masonic Hall - Whist Drive- Speaker , Dr. Elsie Inglis .",['Dr. Elsie Inglis'],,"MARCH 13 , 1914"
MARCH 19,Dingwall,Dingwall - Whist Drive and Dance .,,,"MARCH 13 , 1914"
MARCH 19,Melrose Corn Exchange,"Melrose Corn Exchange - Speaker , Miss M. Matters Chair , Mrs. Streeker .",['Miss M. Matters'],,"MARCH 13 , 1914"
MARCH 19,Stranraer New Town Hall,"Stranraer New Town Hall - Speaker , the Lady Frances Balfour - Chair , Mr. Andrew Ballantyne ( Chairman of Scottish Federation ) .",['Lady Frances Balfour'],,"MARCH 13 , 1914"
MARCH 20,Bridgeton,"Bridgeton - Open - air Meeting ( weather per- mitting ) Speaker , Miss Stuart Patterson - Chair , Mrs. Toms .",['Miss Stuart Patterson'],,"MARCH 13 , 1914"
MARCH 20,Duns,Duns - Meeting .,,,"MARCH 13 , 1914"
MARCH 20,"Glasgow - 202, Hope Street","Glasgow - 202 , Hope Street - Miss L. Shakes- peare on "" The Child and the State "" -Tea .",['Miss L. Shakespeare'],,"MARCH 13 , 1914"
MARCH 20,Kilmarnock,Kilmarnock - Social Sweating .,,,"MARCH 13 , 1914"
MARCH 17,Perth,"Perth Annual Business Meeting - Chair , Mrs. Scott Murray ( President ) .",,,"MARCH 13 , 1914"
MARCH 17,Edinburgh - Newington Unionist Club,"Edinburgh Newington Unionist Club - Debate opened by Miss Alice Low on "" Why Women Want the Vote "" -Chair , Councillor Bruce Lindsay",['Miss Alice Low'],,"MARCH 13 , 1914"
MARCH 20,"Glasgow - 202, Hope Street","Glasgow - 202 , Hope Street - Speakers ' Class taken by Miss M. M.Study Circle",,"Speakers' Class, Study Circle","MARCH 13 , 1914"
MARCH 20,Hamilton Town Hall,"Hamilton Town Hall Speaker , Miss Matters .",['Miss Matters'],,"MARCH 13 , 1914"
MARCH 20,Ventnor Town Hall,"Ventnor Town Hall - Mr . H. Baillie Weaver on "" The Principle and Practice of Women's Suffrage """,['Mr. H. Baillie Weaver'],,"MARCH 13 , 1914"
MARCH 20,Wokingham Town Hall,"Wokingham Town Hall - Miss G. Cooke on "" The Disabilities of Wives and Mothers "" - Chair , Mrs. Robie Uniacke",['Miss G. Cooke'],,"MARCH 13 , 1914"
