Date,Location,Raw,Description,Speakers,Hosts,Issue date
APRIL 15,Poplar - Millwall,"Poplar - Open-Air meetings at the corner of West Ferry Road and Glengall Road, Millwall. Speaker, Miss Rinder",,['Miss Rinder'],,"APRIL 4 , 1913"
APRIL 15,Hackney,"Hackney - 144, Clapton Common N. - Suffrage Play",Suffrage Play,,,"APRIL 4 , 1913"
APRIL 16,Poplar - Town Hall,"Poplar - Public meeting in Town Hall. Chair, The Mayor of Poplar. Speakers, Miss Royden, Mrs. Rackham, P.L.G.; Chair, Mr. R. H. Green, J.P.; Chair, Miss A. Susan Lawrence, L.C.C., The Rev. E. G. Southam. Music. Reserved seats, 2s. 6d. and 1s.",,"['Miss Royden', 'Mrs. Rackham', 'Miss A. Susan Lawrence', 'Rev. E. G. Southam']",,"APRIL 4 , 1913"
APRIL 16,Ealing,"Ealing - Bedford Park - Mrs. Philip. ""At Home"" - 19, Fairfax Road, Bedford Park",,['Mrs. Philip'],['Mrs. Philip'],"APRIL 4 , 1913"
APRIL 17,Poplar,"Poplar - Drawing-Room meeting at 15, Cheyne Walk. Hostess, Lady Courtney. Speaker, Miss Royden",,['Miss Royden'],['Lady Courtney'],"APRIL 4 , 1913"
APRIL 17,Battersea - Lower Town Hall,"Battersea - Lower Town Hall - Public Meeting - Chair, Mr. W. Willis. Speakers, Miss Royden and the Rev. Llewellyn Smith",,"['Miss Royden', 'Rev. Llewellyn Smith']",,"APRIL 4 , 1913"
APRIL 18,Islington,"Islington - Miss J. Bisset Smith's, 57, Hillmarton Road, N. Study Circle",Study Circle,,['Miss J. Bisset Smith'],"APRIL 4 , 1913"
APRIL 19,Lambeth,"Lambeth - Drawing-Room meeting at 61-63, Kennington Road. Hostess, Mrs. Wilkie Jones. Speaker, Mrs. Savory",,['Mrs. Savory'],['Mrs. Wilkie Jones'],"APRIL 4 , 1913"
APRIL 19,North,North,,,,"APRIL 4 , 1913"
APRIL 21,Edinburgh,"Edinburgh - 40, Shandwick Place, ""At Home."" Speaker, Mrs. Melville, ""Queens of Scotland."" Chair, Miss K. M. Loudon","""At Home.""",['Mrs. Melville'],,"APRIL 4 , 1913"
APRIL 22,Edinburgh,"Edinburgh - 40, Shandwick Place, ""At Home,"" Speaker, Miss Hilda Cotterill","""At Home,""",['Miss Hilda Cotterill'],,"APRIL 4 , 1913"
