Date,Location,Raw,Speakers,Description,Issue date
"Saturday , May 9","West Ham , Forest Gate Station","West Ham , Forest Gate Station",,,"May 8 , 1914"
"Saturday , May 9","Wimbledon , 9 , Victoria Crescent","Wimbledon , 9 , Victoria Crescent",,,"May 8 , 1914"
"Sunday , May 10",Clapham Common,"Clapham Common . Miss M. Ross , Miss Smith","['Miss M. Ross', 'Miss Smith']",,"May 8 , 1914"
"Sunday , May 10",Ealing Common,"Ealing Common . Mrs. Nora Thomson , Mr. C. E. Prater","['Mrs. Nora Thomson', 'Mr. C. E. Prater']",,"May 8 , 1914"
"Sunday , May 10","Hampstead Heath , Flagstaff","Hampstead Heath , Flagstaff . Mrs. Bouvier , Miss Wilson","['Mrs. Bouvier', 'Miss Wilson']",,"May 8 , 1914"
"Sunday , May 10",Wimbledon Common,Wimbledon Common . Miss Coombs . Chair : Mrs. Boulton,['Miss Coombs'],,"May 8 , 1914"
"Monday , May 11","Chelsea , 308 , King's Road","Chelsea , 308 , King's Road . Women's Meeting . Miss Gilliatt",['Miss Gilliatt'],Women's Meeting,"May 8 , 1914"
"Monday , May 11","Croydon , 98 , High Street","Croydon , 98 , High Street . Miss Naylor",['Miss Naylor'],,"May 8 , 1914"
"Monday , May 11","Kentish Town , 44 , Malden Road","Kentish Town , 44 , Malden Road . Women's Meeting",,Women's Meeting,"May 8 , 1914"
"Monday , May 11","Knightsbridge Hall , W","Knightsbridge Hall , W. Mrs Mansel , Mi.s Naylor . Chair : Mr. Dacre Fox","['Mrs Mansel', 'Mi.s Naylor']",,"May 8 , 1914"
"Monday , May 11","South Wimbledon , The Grove","South Wimbledon , The Grove . Miss Canning",['Miss Canning'],,"May 8 , 1914"
"Tuesday , May 12",Kensal Town . Elgin Avenue,Kensal Town . Elgin Avenue . Miss F. Haig,['Miss F. Haig'],,"May 8 , 1914"
"Tuesday , May 12","Kensington , 104. Church Street","Kensington , 104. Church Street . Reception",,Reception,"May 8 , 1914"
"Tuesday , May 12","Purley , Tram Terminus","Purley , Tram Terminus . Miss Gwen Richard",['Miss Gwen Richard'],,"May 8 , 1914"
"Wednesday , May 13","Balham , Assembly Rooms","Balham , Assembly Rooms . Mrs. Drummond , Rev. C. A. Wills","['Mrs. Drummond', 'Rev. C. A. Wills']",,"May 8 , 1914"
"Wednesday , May 13","Chelsea , World's End","Chelsea , World's End . Miss MacBean",['Miss MacBean'],,"May 8 , 1914"
"Wednesday , May 13","Ilford , Manor Park , The Rabbits","Ilford , Manor Park , The Rabbits . Miss Hamilton",['Miss Hamilton'],,"May 8 , 1914"
"Wednesday , May 13","Kensington , 104 , Church Street","Kensington , 104 , Church Street . Women's Meeting . Tea",,Women's Meeting. Tea,"May 8 , 1914"
"Wednesday , May 13","Palmers Green , 6 , Stonard Road","Palmers Green , 6 , Stonard Road . Mies Kelly",['Mies Kelly'],,"May 8 , 1914"
"Wednesday , May 13","Woolwich , Beresford Square","Woolwich , Beresford Square . Mrs. Brindley",['Mrs. Brindley'],,"May 8 , 1914"
"Thursday , May 14","Elysee Galleries , Queen's Road , Bayswater","Elysee Galleries , Queen's Road , Bayswater . Rev. J. A. Doug as , Mrs. Drummond . Chair : Mrs Dacre Fox","['Rev. J. A. Douglas', 'Mrs. Drummond']",,"May 8 , 1914"
"Thursday , May 14","Kilburn , Messina Avenue","Kilburn , Messina Avenue . Miss Margaret Wright",['Miss Margaret Wright'],,"May 8 , 1914"
"Thursday , May 14","Battersea , Latchmere Baths","Battersea , Latchmere Baths . Miss Naylor",['Miss Naylor'],,"May 8 , 1914"
"Thursday , May 14",Cricklewood . Clock Tower,Cricklewood . Clock Tower . Miss Lynch,['Miss Lynch'],,"May 8 , 1914"
"Thursday , May 14","Harlesden , Manor Park Road","Harlesden , Manor Park Road . Mies A. Haughton , Miss Jacobs","['Mies A. Haughton', 'Miss Jacobs']",,"May 8 , 1914"
"Friday , May 15","Chelsea , 308 , King's Road","Chelsea , 308 , King's Road . Speakers ' Class , Miss Ada Moore",['Miss Ada Moore'],Speakers ' Class,"May 8 , 1914"
"Friday , May 15","Croydon , Katherine Street","Croydon , Katherine Street . Miss Haslam",['Miss Haslam'],,"May 8 , 1914"
"Friday , May 15","Fulham , Munster Road","Fulham , Munster Road . Miss G. Richard",['Miss G. Richard'],,"May 8 , 1914"
"Friday , May 15","Harringay , Turnpike Lane and Green Lanes","Harringay , Turnpike Lane and Green Lanes . Miss E. Wylie",['Miss E. Wylie'],,"May 8 , 1914"
"Friday , May 15","Kentish Town , Leighton Road","Kentish Town , Leighton Road . Miss Barry , Mrs. Eugenie Freeman","['Miss Barry', 'Mrs. Eugenie Freeman']",,"May 8 , 1914"
"Friday , May 15","Lincoln's Inn House , Kingsway","Lincoln's Inn House , Kingsway . Speakers ' Class . Miss Rosa Leo",['Miss Rosa Leo'],Speakers ' Class,"May 8 , 1914"
"Friday , May 15","North Kensington , corner of Blenheim Crescent and Portobello Road","North Kensington , corner of Blenheim Crescent and Portobello Road . Miss Jacobs . Chair : Miss March",['Miss Jacobs'],,"May 8 , 1914"
"Friday , May 15",Sloane Square,Sloane Square . Miss Canning . Chair : Miss Fedden,['Miss Canning'],,"May 8 , 1914"
"Friday , May 15","South Ealing , St. Mary's Parish Church","South Ealing , St. Mary's Parish Church . Miss J. E. Weir",['Miss J. E. Weir'],,"May 8 , 1914"
"Friday , May 15","West Ham , The Grove , Stratford","West Ham , The Grove , Stratford . Miss A. Haughton , Miss Hooper","['Miss A. Haughton', 'Miss Hooper']",,"May 8 , 1914"
"Friday , May 15","Wimbledon , Queen's Hall , Broadway","Wimbledon , Queen's Hall , Broadway . Miss Bonwick , B.A. , Mr. A. B. Randle","['Miss Bonwick, B.A.', 'Mr. A. B. Randle']",,"May 8 , 1914"
"Friday , May 8","Dundee , Panmure Street","Dundee , Panmure Street . Mrs. Renny",['Mrs. Renny'],,"May 8 , 1914"
"Friday , May 8","Edinburgh , Haddington , Foresters ' Hall","Edinburgh , Haddington , Foresters ' Hall . Chair : Mrs. Sydney Williams",,,"May 8 , 1914"
"Friday , May 8","Edinburgh , Tranent","Edinburgh , Tranent . Mrs. Drummond",['Mrs. Drummond'],,"May 8 , 1914"
"Friday , May 8","Elswick , Subway","Elswick , Subway . Mies Grew",['Mies Grew'],,"May 8 , 1914"
"Friday , May 8",South Shields,"South Shields . Miss Bentley , Mrs. Bates","['Miss Bentley', 'Mrs. Bates']",,"May 8 , 1914"
"Friday , May 8","Bournemouth , Surrey Road , South Westbourne","Bournemouth , Surrey Road , South Westbourne . Miss E. M. Pridden",['Miss E. M. Pridden'],,"May 8 , 1914"
"Friday , May 8","Edinburgh , Bathgate Corn Exchange","Edinburgh , Bathgate Corn Exchange . Mrs. Drummond",['Mrs. Drummond'],,"May 8 , 1914"
"Friday , May 8","Gateshead , Jackson Street","Gateshead , Jackson Street . Miss Crew , Miss Wilcox","['Miss Crew', 'Miss Wilcox']",,"May 8 , 1914"
"Friday , May 8","Newcastle , Headlam Street","Newcastle , Headlam Street . Miss Eden , Miss Bentley","['Miss Eden', 'Miss Bentley']",,"May 8 , 1914"
"Saturday , May 9","Newcastle , Seaton Delaval","Newcastle , Seaton Delaval . Miss Grew , Miss Bentley","['Miss Grew', 'Miss Bentley']",,"May 8 , 1914"
"Monday , May 11","Barrow - in - Furness , Town Hall","Barrow - in - Furness , Town Hall . Mrs. Drummond . Rev. E. A. Mould","['Mrs. Drummond', 'Rev. E. A. Mould']",,"May 8 , 1914"
"Monday , May 11",Birtley,"Birtley Miss Faulkner , Miss Bayne","['Miss Faulkner', 'Miss Bayne']",,"May 8 , 1914"
"Monday , May 11","Cork , City Hall , Council Chamber","Cork , City Hall , Council Chamber . Miss Lennox and others",['Miss Lennox'],,"May 8 , 1914"
"Monday , May 11",Sunderland,"Sunderland . Mrs. Blanche , Miss Lawson","['Mrs. Blanche', 'Miss Lawson']",,"May 8 , 1914"
"Tuesday , May 12",Wallsend,"Wallsend . Mrs. Atkinson , Miss Bentley","['Mrs. Atkinson', 'Miss Bentley']",,"May 8 , 1914"
"Wednesday , May 13","Birmingham , Queen's College","Birmingham , Queen's College . Miss Leonora Tyson",['Miss Leonora Tyson'],,"May 8 , 1914"
"Wednesday , May 13","Cardiff , Reception Room , Park Hotel","Cardiff , Reception Room , Park Hotel . Chair : Miss A. Williams",,,"May 8 , 1914"
"Wednesday , May 13",High Shields,High Shields . Miss Bentley,['Miss Bentley'],,"May 8 , 1914"
"Thursday , May 14","Cork , 14 , Grand Parade , Nationalist Monument","Cork , 14 , Grand Parade , Nationalist Monument . Miss Lennox",['Miss Lennox'],,"May 8 , 1914"
"Thursday , May 14",Harton Colliery,"Harton Colliery . Miss Rose , Mrs. Blanche","['Miss Rose', 'Mrs. Blanche']",,"May 8 , 1914"
"Friday , May 15",Lanchester,"Lanchester . Miss Grew , Miss Smith","['Miss Grew', 'Miss Smith']",,"May 8 , 1914"
