Date,Location,Raw,Description,Speakers,Hosts,Issue date
April 21,"Edinburgh, 40, Shandwick Place","Edinburgh , 40 , Shandwick Place , "" At Home , "" Miss F. Raeburn .","""At Home""",[],,"APRIL 13 , 1911"
April 28,"Edinburgh, 40, Shandwick Place","Edinburgh , 40 , Shandwick Place , Miss F. Raeburn .",,['Miss F. Raeburn'],,"APRIL 13 , 1911"
April 17,"Killarney, Royal Victoria Hotel","Killarney , Royal Victoria Hotel , Drawing - room Meeting . Miss Husey , hostess .",Drawing-room Meeting,,['Miss Husey'],"APRIL 13 , 1911"
April 17,"Limerick, Athenæum Hall","Limerick , Athenæum Hall . Chairman , Lady Clarina .","Chairman, Lady Clarina",[],,"APRIL 13 , 1911"
April 18,"Cork, The Imperial Hotel","Cork , The Imperial Hotel .",,[],,"APRIL 13 , 1911"
April 19,"Waterford, Large Concert Hall","Waterford , Large Concert Hall . Chairman , The Dean of Waterford .","Chairman, The Dean of Waterford",[],,"APRIL 13 , 1911"
April 20,"Mallow, The Castle","Mallow , Drawing - room Meeting , The Castle .",Drawing-room Meeting,[],,"APRIL 13 , 1911"
April 21,"Dublin, Leinster Hall","Dublin , Leinster Hall . Chairman , Sir C. Cameron , M.D. , C.B.","Chairman, Sir C. Cameron, M.D., C.B.",[],,"APRIL 13 , 1911"
April 22,Dublin,"Dublin , Drawing - room Meeting , Mrs. C. L. Townshend .",Drawing-room Meeting,,['Mrs. C. L. Townshend'],"APRIL 13 , 1911"
April 25,Thurso,Thurso - Miss Abadam - The Misses Matheson .,,"['Miss Abadam', 'The Misses Matheson']",,"APRIL 13 , 1911"
April 27,Wick Burghs,"April 27 - Wick Burghs , Tain - Miss Abadam - The Misses Matheson .",,"['Miss Abadam', 'The Misses Matheson']",,"APRIL 13 , 1911"
April 28,Wick Burghs,"April 28 - Wick Burghs , Wick - Miss Abadam - The Misses Matheson .",,"['Miss Abadam', 'The Misses Matheson']",,"APRIL 13 , 1911"
April 29,Wick Burghs,"April 29 - Wick Burghs , Dingwall - Miss Abadam - The Misses Matheson",,"['Miss Abadam', 'The Misses Matheson']",,"APRIL 13 , 1911"
May 1,Nairn,May 1 - Nairn - Miss Abadam - Nort hern Federation .,,['Miss Abadam'],,"APRIL 13 , 1911"
May 2,Aberdeen,May 2 - Aberdeen - Miss Abadam - Local Society .,,['Miss Abadam'],,"APRIL 13 , 1911"
May 2-4,East Edinburgh,May 2-4 - East Edinburgh - Miss Nina Boyle - Local Society .,,['Miss Nina Boyle'],,"APRIL 13 , 1911"
May 3,"Montrose Burghs, Montrose","May 3 Montrose Burghs , Montrose - Miss Abadam - Miss Kirby .",,"['Miss Abadam', 'Miss Kirby']",,"APRIL 13 , 1911"
May 4,"Montrose Burghs, Brechin","May 4 - Montrose Burghs , Brechin - Miss Abadam - Miss Kirby .",,"['Miss Abadam', 'Miss Kirby']",,"APRIL 13 , 1911"
May 5,"Montrose Burghs, Forfar","May 5 - Montrose Burghs , Forfar - Miss Abadam - Miss Kirby .",,"['Miss Abadam', 'Miss Kirby']",,"APRIL 13 , 1911"
May 6,"Montrose Burghs, Arbroath","May 6 - Montrose Burghs , Arbroath - Miss Abadam - Miss Kirby .",,"['Miss Abadam', 'Miss Kirby']",,"APRIL 13 , 1911"
May 5,"Kirkcaldy Burghs, Kinghorn","May 5 - Kirkcaldy Burghs , Kinghorn - Miss Boyle - Miss Swan .",,"['Miss Boyle', 'Miss Swan']",,"APRIL 13 , 1911"
May 6,"St. Andrews Burghs, Anstruther","May 6 - St . Andrews Burghs , Anstruther - Miss Boyle - Local Society .",,['Miss Boyle'],,"APRIL 13 , 1911"
May 8,"St. Andrews Burghs, St. Andrews","May 8 - St . Andrews Burghs , St. Andrews - Miss Boyle - Local Society .",,['Miss Boyle'],,"APRIL 13 , 1911"
May 8,"St. Andrews Burghs, Cupar","May 8 - St . Andrews Burghs , Cupar - Miss Abadam - Local Society .",,['Miss Abadam'],,"APRIL 13 , 1911"
May 10,"St. Andrews Burghs, Craill","May 10 - St . Andrews Burghs , Craill - Miss Abadam - Local Society .",,['Miss Abadam'],,"APRIL 13 , 1911"
May 9,Dundee,May 9 - Dundee - Miss Abadam and Miss Boyle - Local Society .,,"['Miss Abadam', 'Miss Boyle']",,"APRIL 13 , 1911"
May 10-12,Glasgow,May 10-12 - Glasgow Campaign - Miss Boyle - Local Society .,Campaign,['Miss Boyle'],,"APRIL 13 , 1911"
May 11,Kirkcaldy,May 11 - Kirkcaldy . Miss Abadam .,,['Miss Abadam'],,"APRIL 13 , 1911"
May 12-15,Border Burghs and Melrose,May 12-15 - Border Burghs and Melrose - Miss Smith and Barber .,,"['Miss Smith', 'Miss Barber']",,"APRIL 13 , 1911"
May 16,Berwick,May 16 - Berwick . Miss Abadam .,,['Miss Abadam'],,"APRIL 13 , 1911"
May 17,Glasgow,May 17 - Glasgow . Miss Abadam .,,['Miss Abadam'],,"APRIL 13 , 1911"
May 18,Port Glasgow,May 18 - Port Glasgow .,,[],,"APRIL 13 , 1911"
May 19,Kilmarnock,May 19 Kilmarnock .,,[],,"APRIL 13 , 1911"
May 20,Thornhill (Dumfries County),May 20 - Thornhill ( Dumfries May 22 - Inverleithen .,,[],,"APRIL 13 , 1911"
May 22,Inverleithen,May 22 - Inverleithen . Miss Abadam .,,['Miss Abadam'],,"APRIL 13 , 1911"
May 23,Selkirk,May 23 Selkirk . Miss Beauchamp .,,['Miss Beauchamp'],,"APRIL 13 , 1911"
